,crseId,subject,section,classNbr,timeStart,timeEnd,startDt,endDt,pattern,location,ssrComponentLong,catalog
23,372830,AAS,604,20129,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Independent Study,7300
24,361209,AEM,001,6525,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,1200
25,361209,AEM,002,10107,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,1200
26,366612,AEM,001,6555,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,1500
27,350489,AEM,001,6629,11:15AM,12:05PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,2000
28,350489,AEM,201,6630,11:15AM,12:05PM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Discussion,2000
29,350489,AEM,202,6631,12:20PM,01:10PM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Discussion,2000
30,350489,AEM,203,6632,11:15AM,12:05PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,2000
31,350489,AEM,204,6633,12:20PM,01:10PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,2000
32,365273,AEM,001,6295,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2010
33,365273,AEM,002,6649,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2010
34,369306,AEM,001,19226,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Lecture,2011
35,369306,AEM,002,19227,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Lecture,2011
36,370173,AEM,001,6604,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2020
37,371371,AEM,001,18756,02:00PM,04:30PM,01/21/2025,05/06/2025,M,"Ithaca, NY (Main Campus)",Lecture,2025
38,350518,AEM,001,6296,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2210
39,369406,AEM,001,10686,11:40AM,12:55PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2220
40,369406,AEM,002,18766,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2220
41,366462,AEM,001,6594,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,2225
42,366462,AEM,201,6595,12:20PM,01:10PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,2225
43,361524,AEM,001,6561,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,2240
44,361524,AEM,002,6562,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,2240
45,361524,AEM,003,6607,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,2240
46,351509,AEM,001,6297,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2241
47,351509,AEM,002,6298,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2241
48,350536,AEM,001,6526,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,2300
49,371322,AEM,001,6634,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2310
50,364478,AEM,001,6528,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2420
51,364478,AEM,002,6529,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2420
52,364478,AEM,003,10411,11:40AM,12:55PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2420
53,352062,AEM,001,6548,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,2480
54,364481,AEM,001,6550,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2601
55,364481,AEM,002,6551,11:40AM,12:55PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2601
56,364481,AEM,003,6552,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2601
57,366236,AEM,001,6299,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2700
58,366236,AEM,002,6300,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2700
59,366236,AEM,003,6301,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2700
60,366236,AEM,004,6616,11:40AM,12:55PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2700
61,366236,AEM,005,6617,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2700
62,366236,AEM,006,6641,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2700
63,366236,AEM,007,6695,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2700
64,374485,AEM,001,19841,02:55PM,04:10PM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2710
65,374485,AEM,002,20972,02:55PM,04:10PM,03/12/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2710
66,373767,AEM,001,10776,12:20PM,01:10PM,01/21/2025,05/06/2025,MWF,"Ithaca, NY (Main Campus)",Lecture,2816
67,373813,AEM,001,11013,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2818
68,369745,AEM,001,6602,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2830
69,370313,AEM,001,6691,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2840
70,370313,AEM,002,19243,11:40AM,12:55PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2840
71,371957,AEM,001,6702,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2850
72,371957,AEM,002,11482,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,2850
73,370844,AEM,001,12105,10:10AM,11:25AM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3000
74,370844,AEM,002,12106,11:40AM,12:55PM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3000
75,374545,AEM,001,20587,11:40AM,12:55PM,03/12/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3010
76,363898,AEM,001,18802,10:10AM,11:25AM,01/21/2025,03/11/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3050
77,364643,AEM,001,12108,02:30PM,03:20PM,01/21/2025,03/11/2025,M,"Ithaca, NY (Main Campus)",Lecture,3060
78,364643,AEM,201,12109,03:35PM,04:25PM,01/21/2025,03/11/2025,M,"Ithaca, NY (Main Campus)",Discussion,3060
79,351912,AEM,001,6635,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3100
80,351912,AEM,002,6745,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3100
81,351912,AEM,003,19166,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3100
82,369419,AEM,001,19089,11:15AM,01:45PM,01/21/2025,05/06/2025,T,"Ithaca, NY (Main Campus)",Lecture,3110
83,370426,AEM,001,6615,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3205
84,351505,AEM,001,6553,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3230
85,351505,AEM,002,6599,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3230
86,351505,AEM,003,6600,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3230
87,351505,AEM,201,6556,12:20PM,01:10PM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Discussion,3230
88,351505,AEM,202,6557,01:25PM,02:15PM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Discussion,3230
89,351505,AEM,203,6558,02:30PM,03:20PM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Discussion,3230
90,351505,AEM,204,6559,10:10AM,11:00AM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,3230
91,351505,AEM,205,6560,10:10AM,11:00AM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,3230
92,351505,AEM,206,6564,11:15AM,12:05PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,3230
93,351505,AEM,207,6565,12:20PM,01:10PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,3230
94,351505,AEM,208,6566,01:25PM,02:15PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,3230
95,351505,AEM,209,6700,12:20PM,01:10PM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Discussion,3230
96,351505,AEM,210,6654,11:15AM,12:05PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,3230
97,368416,AEM,001,10694,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3251
98,365653,AEM,001,6527,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3260
99,365653,AEM,201,11174,09:05AM,09:55AM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,3260
100,374493,AEM,001,19898,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3275
101,374493,AEM,002,19995,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3275
102,359931,AEM,001,6531,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,3370
103,359931,AEM,201,6532,10:10AM,11:00AM,01/21/2025,04/18/2025,F,"Ithaca, NY (Main Campus)",Discussion,3370
104,359931,AEM,201,6532,10:10AM,11:00AM,04/25/2025,04/25/2025,F,"Ithaca, NY (Main Campus)",Discussion,3370
105,359931,AEM,201,6532,10:10AM,11:00AM,05/02/2025,05/02/2025,F,"Ithaca, NY (Main Campus)",Discussion,3370
106,359931,AEM,202,6533,11:15AM,12:05PM,01/21/2025,04/18/2025,F,"Ithaca, NY (Main Campus)",Discussion,3370
107,359931,AEM,202,6533,11:15AM,12:05PM,04/25/2025,04/25/2025,F,"Ithaca, NY (Main Campus)",Discussion,3370
108,359931,AEM,202,6533,11:15AM,12:15PM,05/02/2025,05/02/2025,F,"Ithaca, NY (Main Campus)",Discussion,3370
109,369185,AEM,001,6606,02:55PM,04:10PM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Lecture,3385
110,369185,AEM,201,6650,02:30PM,03:20PM,01/21/2025,05/06/2025,T,"Ithaca, NY (Main Campus)",Discussion,3385
111,351598,AEM,001,6747,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3440
112,351598,AEM,002,10412,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3440
113,367088,AEM,001,6534,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3520
114,367088,AEM,002,6535,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3520
115,374548,AEM,001,20641,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,3610
116,370852,AEM,601,6751,02:55PM,04:10PM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Project,4000
117,370852,AEM,602,19201,01:25PM,02:40PM,01/21/2025,05/06/2025,T,"Ithaca, NY (Main Campus)",Project,4000
118,370852,AEM,603,19890,10:10AM,11:25AM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Project,4000
119,374461,AEM,001,19979,04:30PM,05:20PM,01/21/2025,03/11/2025,M,"Ithaca, NY (Main Campus)",Lecture,4003
120,374461,AEM,002,19980,01:25PM,02:15PM,01/21/2025,03/11/2025,F,"Ithaca, NY (Main Campus)",Lecture,4003
121,374611,AEM,001,21253,02:30PM,03:20PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Lecture,4004
122,374611,AEM,801,21254,,,03/29/2025,04/05/2025,MTWRFSSu,Other International,Field Studies,4004
123,372413,AEM,001,12478,02:00PM,04:30PM,03/12/2025,05/06/2025,M,"Ithaca, NY (Main Campus)",Lecture,4005
124,368685,AEM,001,11918,10:10AM,11:25AM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4015
125,368685,AEM,002,11976,11:40AM,12:55PM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4015
126,364234,AEM,001,6546,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4060
127,367875,AEM,001,11308,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4080
128,368682,AEM,001,10667,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4090
129,368963,AEM,001,19963,10:10AM,11:25AM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4095
130,368963,AEM,002,19964,11:40AM,12:55PM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4095
131,368963,AEM,003,19965,01:25PM,02:40PM,01/21/2025,03/11/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4095
132,370400,AEM,001,19205,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4100
133,351930,AEM,001,6644,08:40AM,09:55AM,01/21/2025,05/06/2025,M,"Ithaca, NY (Main Campus)",Lecture,4140
134,351930,AEM,201,6645,08:40AM,09:55AM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Discussion,4140
135,351930,AEM,002,6704,10:10AM,11:25AM,01/21/2025,05/06/2025,M,"Ithaca, NY (Main Campus)",Lecture,4140
136,351930,AEM,202,6707,10:10AM,11:25AM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Discussion,4140
137,351930,AEM,003,19219,11:40AM,12:55PM,01/21/2025,05/06/2025,M,"Ithaca, NY (Main Campus)",Lecture,4140
138,351930,AEM,203,19220,11:40AM,12:55PM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Discussion,4140
139,363567,AEM,001,6563,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4160
140,351953,AEM,001,19004,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4190
141,357565,AEM,001,6743,11:40AM,12:55PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4260
142,352018,AEM,001,10671,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4280
143,352018,AEM,002,10672,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4280
144,352024,AEM,001,19229,11:15AM,01:45PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Lecture,4300
145,371372,AEM,001,6646,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4315
146,359935,AEM,001,6538,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4350
147,371470,AEM,001,12053,01:25PM,02:40PM,01/21/2025,03/11/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4355
148,367862,AEM,001,6539,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4410
149,362724,AEM,001,6542,07:30PM,10:30PM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Lecture,4421
150,374490,AEM,001,19967,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4480
151,352070,AEM,001,6746,07:30PM,10:30PM,01/21/2025,05/06/2025,M,"Ithaca, NY (Main Campus)",Lecture,4500
152,354511,AEM,001,6540,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4510
153,368072,AEM,001,10415,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4521
154,366285,AEM,001,6699,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4532
155,366285,AEM,002,10734,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4532
156,370048,AEM,001,6597,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4534
157,363568,AEM,001,6598,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4550
158,366606,AEM,001,6596,11:40AM,12:55PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4560
159,366606,AEM,002,6655,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4560
160,364181,AEM,001,6750,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4570
161,364181,AEM,002,9763,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4570
162,374494,AEM,001,19926,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4572
163,358188,AEM,001,10139,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4600
164,358188,AEM,002,10140,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4600
165,368744,AEM,001,10205,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4615
166,361742,AEM,001,19063,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4620
167,363622,AEM,001,6698,08:30AM,11:00AM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Lecture,4650
168,364250,AEM,001,11966,08:00AM,05:30PM,02/08/2025,02/09/2025,SSu,"Ithaca, NY (Main Campus)",Lecture,4660
169,364250,AEM,002,12125,08:00AM,05:30PM,03/08/2025,03/09/2025,SSu,"Ithaca, NY (Main Campus)",Lecture,4660
170,371960,AEM,001,12277,01:25PM,02:40PM,03/12/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4661
171,351960,AEM,001,6302,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4670
172,351960,AEM,002,6541,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4670
173,370314,AEM,001,10668,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4681
174,373791,AEM,001,10940,08:40AM,09:55AM,01/21/2025,02/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4875
175,373791,AEM,001,10940,08:40AM,09:55AM,04/22/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,4875
176,373791,AEM,401,11260,,,02/07/2025,04/21/2025,F,"Ithaca, NY (Main Campus)",Practicum,4875
177,369951,AEM,301,20996,10:00AM,01:00PM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Clinical,4876
178,352074,AEM,002,19289,11:40AM,12:55PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,4940
179,365479,AEM,601,15664,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Independent Study,4960
180,372653,AEM,101,6726,12:20PM,01:10PM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Seminar,4961
181,352081,AEM,600,15667,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Independent Study,4970
182,352084,AEM,600,15708,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Independent Study,4980
183,352088,AEM,700,15748,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Research,4990
184,368041,AEM,701,6303,,,01/21/2025,05/06/2025,,"Ithaca, NY (Main Campus)",Research,4992
185,369978,AEM,001,19100,11:15AM,01:45PM,01/21/2025,05/06/2025,T,"Ithaca, NY (Main Campus)",Lecture,5110
186,372267,AEM,001,6689,10:10AM,11:25AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5210
187,370149,AEM,001,19286,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5241
188,372342,AEM,001,6703,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5260
189,372342,AEM,201,11175,09:05AM,09:55AM,01/21/2025,05/06/2025,F,"Ithaca, NY (Main Campus)",Discussion,5260
190,374491,AEM,001,19991,01:25PM,02:40PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5275
191,374491,AEM,002,19992,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5275
192,371523,AEM,001,10669,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5280
193,371523,AEM,002,10670,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5280
194,371276,AEM,101,11957,09:00AM,03:15PM,02/01/2025,02/02/2025,SSu,"Ithaca, NY (Main Campus)",Seminar,5305
195,371324,AEM,001,6636,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5315
196,374157,AEM,101,19297,02:00PM,04:30PM,01/21/2025,03/11/2025,M,"Ithaca, NY (Main Campus)",Seminar,5320
197,372460,AEM,001,6713,08:40AM,09:55AM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5410
198,372341,AEM,001,6701,07:30PM,10:30PM,01/21/2025,05/06/2025,W,"Ithaca, NY (Main Campus)",Lecture,5421
199,371378,AEM,001,12267,01:25PM,02:40PM,03/12/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5480
200,373174,AEM,001,6761,07:30PM,10:30PM,01/21/2025,05/06/2025,M,"Ithaca, NY (Main Campus)",Lecture,5500
201,372428,AEM,001,6709,02:55PM,04:10PM,01/21/2025,05/06/2025,TR,"Ithaca, NY (Main Campus)",Lecture,5510
202,372411,AEM,001,6760,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5570
203,372411,AEM,002,9764,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5570
204,372331,AEM,001,10141,08:40AM,09:55AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5605
205,372331,AEM,002,10142,10:10AM,11:25AM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5605
206,371373,AEM,001,8707,02:55PM,04:10PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5615
207,372681,AEM,001,19064,01:25PM,02:40PM,01/21/2025,05/06/2025,MW,"Ithaca, NY (Main Campus)",Lecture,5620
208,372488,AEM,001,6716,08:30AM,11:00AM,01/21/2025,05/06/2025,R,"Ithaca, NY (Main Campus)",Lecture,5650
