conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
4,0,0,2,28,23,262,159,1206,4315,1367,1236,18.111644920019653,68863,258.0,2.0,21.0,50.85373669862747,21.391357481479645,2.831898033618927,6.713672876358032,6.67557418346405,1478.8217544555664,61.521756649017334,6.6093809902668,372.38131761550903,2.4127235412597656,0.0036174682900309563,0.8997088074684143
