conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
118,0,0,0,0,0,2,10,69,214,1390,188,14.34146708841693,59464,250.0,5.0,24.0,17.66474351286888,32.09282964468002,5.718733072280884,0.9172743558883667,7.76072084903717,1959.8581194877625,7.64211118221283,77.41415500640869,205.873853713274,3.73020076751709,0.3287968039512634,0.7671797275543213
