conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens
166,0,0,0,0,0,1,9,63,270,605,112,11.840186775116734,54016,300.0,3.0,22.0,90.63193440437317,9.432150572538376,8.910172581672668,4.660576283931732,8.723893165588379,1193.1313574314117,83.45224857330322,16.56426042318344,206.11108280718327,3.565035343170166,0.11228492110967636,0.1318557858467102
