,Exam Group,Exam Block
0,72-0103,18
1,1-9185,16
2,MLG17,15
3,1-8222,6
4,1-6240,12
5,1-5549,9
6,1-8021,5
7,1-8767,3
8,1-8181,17
9,1-8020,12
10,1-7964,13
11,1-9722,3
12,MLG84,1
13,1-9805,19
14,1-6098,20
15,1-8093,12
16,1-9955,7
17,1-18603,9
18,1-3521,11
19,1-2596,20
20,1-5167,5
21,1-3519,6
22,1-7995,1
23,1-2025,7
24,1-7140,10
25,1-9607,6
26,1-9907,4
27,1-18409,5
28,1-10071,14
29,1-18735,3
30,1-8418,8
31,1-8938,17
32,1-0022,12
33,1-7991,3
34,1-6642,3
35,1-2869,10
36,1-2714,17
37,1-5508,14
38,1-2104,4
39,1-7467,6
40,1-7722,7
41,1-7509,2
42,1-1207,11
43,1-8705,1
44,1-5214,20
45,1-9444,10
46,1-8566,1
47,1-19547,9
48,1-0405,14
49,1-2178,3
50,1-8174,1
51,1-9925,13
52,72-12387,20
53,1-9850,11
54,1-8125,19
55,1-8095,2
56,1-5877,4
57,1-1224,13
58,1-17733,9
59,1-9331,14
60,1-18202,1
61,1-7341,4
62,1-9818,17
63,1-7066,1
64,1-9674,19
65,1-8659,14
66,1-7536,3
67,1-7481,7
68,1-7845,18
69,1-18498,14
70,1-2584,12
71,1-6532,15
72,1-9614,3
73,1-5355,3
74,1-8124,9
75,1-8401,3
76,1-8541,15
77,1-2153,12
78,1-4088,8
79,1-9739,16
80,1-9115,12
81,1-7770,13
82,1-17645,6
83,1-18423,5
84,1-18714,10
85,1-8084,1
86,1-9345,12
87,MLG35,2
88,1-5626,5
89,1-18004,9
90,1-19222,2
91,72-12171,1
92,1-7807,18
93,1-20003,1
94,1-3083,18
95,1-3312,9
96,MLG37,8
97,1-9237,6
98,1-8127,9
99,1-5775,20
100,1-19598,14
101,1-9892,13
102,1-3564,4
103,1-8820,13
104,1-8267,5
105,1-1258,12
106,MLG69,14
107,1-6971,8
108,1-9731,5
109,1-9768,14
110,72-18936,3
111,1-19897,16
112,1-10698,8
113,1-4499,2
114,1-7496,16
115,1-3178,9
116,1-20047,1
117,1-0358,11
118,1-6543,7
119,1-5929,3
120,1-10232,4
121,1-7070,6
122,MLG42,14
123,MLG55,4
124,1-8427,3
125,1-8622,9
126,1-8488,1
127,1-9643,5
128,1-19286,17
129,1-2573,7
130,1-1833,17
131,1-9283,7
132,1-9110,11
133,1-8576,10
134,1-9465,12
135,1-9712,11
136,1-9549,11
137,1-1972,15
138,1-5515,11
139,1-7863,18
140,1-2294,15
141,MLG45,3
142,P-16454,7
143,1-8928,10
144,1-7744,2
145,MLG06,13
146,1-7453,18
147,1-17657,15
148,1-0001,1
149,MLG58,8
150,1-7005,7
151,1-9870,4
152,1-9500,16
153,1-1350,15
154,1-18994,15
155,1-9447,3
156,1-8634,15
157,1-6061,20
158,1-7599,6
159,1-10696,2
160,1-19813,10
161,MLG41,6
162,1-8067,19
163,1-9137,4
164,1-9740,4
165,1-7721,14
166,MLG40,6
167,1-4929,17
168,1-9655,5
169,1-9606,12
170,1-5043,12
171,1-8100,10
172,1-8573,4
173,1-9588,13
174,MLG38,2
175,1-4910,2
176,1-8042,11
177,1-10948,5
178,1-7525,5
179,1-4052,1
180,1-0037,6
181,1-8641,1
182,1-7752,6
183,1-9496,4
184,1-8074,6
185,1-8906,5
186,72-11994,13
187,1-7321,8
188,1-20167,1
189,1-9156,6
190,1-2382,12
191,1-8328,12
192,1-9770,12
193,1-9553,5
194,1-9253,2
195,1-2670,7
196,1-9646,1
197,1-8646,18
198,1-9839,20
199,MLG39,4
200,1-4634,7
201,1-9902,3
202,1-8988,13
203,1-1250,18
204,1-9733,9
205,1-8018,16
206,1-9752,10
207,1-7058,14
208,1-10468,9
209,1-9938,1
210,1-7842,8
211,1-5406,2
212,1-10922,8
213,1-18563,4
214,1-0053,16
215,1-19839,13
216,1-9887,13
217,1-9630,16
218,1-9416,6
219,1-5653,19
220,MLG73,9
221,1-8023,14
222,1-4149,8
223,1-0205,3
224,1-9227,5
225,1-9650,18
226,1-9996,9
227,1-3068,19
228,1-17835,11
229,1-4361,1
230,1-3089,5
231,1-8450,11
232,1-18371,7
233,MLG07,17
234,MLG29,20
235,1-8113,4
236,1-7024,16
237,1-9667,20
238,1-9855,6
239,1-7042,2
240,MLG33,2
241,1-19448,15
242,1-20791,6
243,1-1015,7
244,MLG57,13
245,1-6647,4
246,MLG56,9
247,1-20467,12
248,1-2400,11
249,1-6931,2
250,1-9333,4
251,1-7268,2
252,1-21195,1
253,1-4649,17
254,1-8379,1
255,1-9946,17
256,1-9277,8
257,1-9504,14
258,1-9516,3
259,1-3596,14
260,1-0129,12
261,1-1942,7
262,1-8623,3
263,1-6927,17
264,P-0009,8
265,1-11330,9
266,1-2103,5
267,1-6181,10
268,MLG44,1
269,1-7839,16
270,1-1390,14
271,1-7897,8
272,1-1570,5
273,1-3589,10
274,1-0033,1
275,1-3216,7
276,1-9495,19
277,1-4051,4
278,1-10762,10
279,MLG43,4
280,1-7608,5
281,1-9995,2
282,1-1608,13
283,1-3535,14
284,1-4136,1
285,1-18615,2
286,1-3587,1
287,1-9836,2
288,1-8590,6
289,1-1592,17
290,1-8341,20
291,MLG02,7
292,1-9997,9
293,1-8066,8
294,1-3509,10
295,1-3639,3
296,1-9404,6
297,1-8352,7
298,1-7019,13
299,MLG54,11
300,1-4020,2
301,1-1177,3
302,MLG51,5
303,1-8157,2
304,1-19004,10
305,1-7866,15
306,1-18377,3
307,1-5530,16
308,1-6743,13
309,1-3516,13
310,1-4855,4
311,1-20578,16
312,1-3108,17
313,1-7521,12
314,1-3139,11
315,1-1769,2
316,1-7441,19
317,1-10978,1
318,1-2324,4
319,1-3584,17
320,MLG13,3
321,1-5172,7
322,1-0296,18
323,1-3647,9
324,1-6734,4
325,1-19924,19
326,1-8826,18
327,P-16616,10
328,1-9497,18
329,1-1317,17
330,1-4531,17
331,MLG75,8
332,MLG78,8
333,1-11329,10
334,1-20641,16
335,1-8910,3
336,1-1827,5
337,1-18613,13
338,1-6296,10
339,1-3523,15
340,1-3362,13
341,1-0031,14
342,MLG65,7
343,1-4319,9
344,1-6035,12
345,1-1131,8
346,MLG32,1
347,1-8188,1
348,1-17758,19
349,1-3052,19
350,1-2282,7
351,1-19229,3
352,MLG63,18
353,MLG50,10
354,1-9417,9
355,1-9498,16
356,1-9761,1
357,1-4760,4
358,1-9831,11
359,1-4417,2
360,1-6611,18
361,1-0008,7
362,1-1462,17
363,1-10785,5
364,1-7682,5
365,MLG48,19
366,1-5163,14
367,1-8544,11
368,1-5197,4
369,1-6594,20
370,MLG62,20
371,1-1580,18
372,1-6916,10
373,1-6918,2
374,1-6919,3
375,MLG14,6
376,1-7874,17
377,1-7213,4
378,1-6561,1
379,1-4640,11
380,1-7004,14
381,1-2335,4
382,1-18558,14
383,1-8551,18
384,1-9270,13
385,1-6974,6
386,MLG68,10
387,1-10539,15
388,MLG49,16
389,1-0278,15
390,MLG64,11
391,MLG30,5
392,1-9609,10
393,1-7819,3
394,1-2423,10
395,1-6787,4
396,1-9963,14
397,1-9808,9
398,1-0303,6
399,MLG60,19
400,1-18709,4
401,1-7204,3
402,1-5744,2
403,1-1770,11
404,1-4682,2
405,1-3104,5
406,1-17907,2
407,1-8421,12
408,MLG53,3
409,1-9645,6
410,MLG12,8
411,MLG15,7
412,1-6858,1
413,1-8314,13
414,1-8285,12
415,1-1957,6
416,1-18203,11
417,1-10451,15
418,1-6216,14
419,1-6692,4
420,1-8172,15
421,1-8398,4
422,1-6878,13
423,1-7122,2
424,1-4700,3
425,1-6006,17
426,1-4355,18
427,1-9379,5
428,1-2701,1
429,1-6693,4
430,1-3141,6
431,1-7614,3
