,Exam Group,Exam Block
0,72-0103,18
1,1-9185,8
2,MLG17,4
3,1-8222,2
4,1-6240,17
5,1-5549,2
6,1-8021,9
7,1-8767,16
8,1-8181,12
9,1-8020,15
10,1-7964,19
11,1-9722,2
12,MLG84,16
13,1-9805,18
14,1-6098,12
15,1-8093,4
16,1-9955,17
17,1-18603,14
18,1-3521,2
19,1-2596,8
20,1-5167,6
21,1-3519,5
22,1-7995,4
23,1-2025,14
24,1-7140,8
25,1-9607,14
26,1-9907,16
27,1-18409,9
28,1-10071,5
29,1-18735,14
30,1-8418,8
31,1-8938,6
32,1-0022,1
33,1-7991,20
34,1-6642,5
35,1-2869,1
36,1-2714,3
37,1-5508,11
38,1-2104,9
39,1-7467,20
40,1-7722,3
41,1-7509,6
42,1-1207,8
43,1-8705,5
44,1-5214,11
45,1-9444,16
46,1-8566,4
47,1-19547,11
48,1-0405,3
49,1-2178,1
50,1-8174,18
51,1-9925,10
52,72-12387,4
53,1-9850,10
54,1-8125,5
55,1-8095,20
56,1-5877,4
57,1-1224,14
58,1-17733,3
59,1-9331,4
60,1-18202,15
61,1-7341,5
62,1-9818,1
63,1-7066,4
64,1-9674,14
65,1-8659,16
66,1-7536,7
67,1-7481,15
68,1-7845,13
69,1-18498,11
70,1-2584,6
71,1-6532,3
72,1-9614,18
73,1-5355,7
74,1-8124,7
75,1-8401,4
76,1-8541,9
77,1-2153,2
78,1-4088,6
79,1-9739,5
80,1-9115,7
81,1-7770,13
82,1-17645,6
83,1-18423,6
84,1-18714,18
85,1-8084,12
86,1-9345,3
87,MLG35,1
88,1-5626,7
89,1-18004,8
90,1-19222,9
91,72-12171,1
92,1-7807,2
93,1-20003,1
94,1-3083,15
95,1-3312,3
96,MLG37,2
97,1-9237,2
98,1-8127,3
99,1-5775,13
100,1-19598,10
101,1-9892,8
102,1-3564,20
103,1-8820,10
104,1-8267,1
105,1-1258,17
106,MLG69,14
107,1-6971,2
108,1-9731,9
109,1-9768,20
110,72-18936,15
111,1-19897,12
112,1-10698,5
113,1-4499,9
114,1-7496,5
115,1-3178,7
116,1-20047,12
117,1-0358,17
118,1-6543,16
119,1-5929,12
120,1-10232,2
121,1-7070,17
122,MLG42,17
123,MLG55,2
124,1-8427,17
125,1-8622,15
126,1-8488,4
127,1-9643,2
128,1-19286,10
129,1-2573,9
130,1-1833,13
131,1-9283,17
132,1-9110,15
133,1-8576,19
134,1-9465,13
135,1-9712,3
136,1-9549,3
137,1-1972,2
138,1-5515,13
139,1-7863,7
140,1-2294,19
141,MLG45,16
142,P-16454,6
143,1-8928,5
144,1-7744,20
145,MLG06,10
146,1-7453,11
147,1-17657,3
148,1-0001,4
149,MLG58,19
150,1-7005,11
151,1-9870,17
152,1-9500,10
153,1-1350,8
154,1-18994,19
155,1-9447,8
156,1-8634,15
157,1-6061,14
158,1-7599,4
159,1-10696,8
160,1-19813,16
161,MLG41,12
162,1-8067,6
163,1-9137,19
164,1-9740,14
165,1-7721,10
166,MLG40,1
167,1-4929,14
168,1-9655,7
169,1-9606,17
170,1-5043,9
171,1-8100,5
172,1-8573,16
173,1-9588,16
174,MLG38,18
175,1-4910,5
176,1-8042,17
177,1-10948,5
178,1-7525,7
179,1-4052,16
180,1-0037,7
181,1-8641,1
182,1-7752,13
183,1-9496,10
184,1-8074,19
185,1-8906,2
186,72-11994,10
187,1-7321,3
188,1-20167,12
189,1-9156,20
190,1-2382,18
191,1-8328,1
192,1-9770,13
193,1-9553,7
194,1-9253,7
195,1-2670,4
196,1-9646,9
197,1-8646,20
198,1-9839,5
199,MLG39,8
200,1-4634,12
201,1-9902,18
202,1-8988,15
203,1-1250,6
204,1-9733,16
205,1-8018,18
206,1-9752,16
207,1-7058,6
208,1-10468,10
209,1-9938,3
210,1-7842,4
211,1-5406,7
212,1-10922,9
213,1-18563,13
214,1-0053,12
215,1-19839,13
216,1-9887,19
217,1-9630,18
218,1-9416,18
219,1-5653,3
220,MLG73,10
221,1-8023,2
222,1-4149,11
223,1-0205,3
224,1-9227,11
225,1-9650,6
226,1-9996,2
227,1-3068,11
228,1-17835,18
229,1-4361,5
230,1-3089,5
231,1-8450,20
232,1-18371,20
233,MLG07,4
234,MLG29,13
235,1-8113,5
236,1-7024,17
237,1-9667,14
238,1-9855,1
239,1-7042,4
240,MLG33,5
241,1-19448,13
242,1-20791,19
243,1-1015,12
244,MLG57,15
245,1-6647,20
246,MLG56,16
247,1-20467,4
248,1-2400,2
249,1-6931,7
250,1-9333,9
251,1-7268,17
252,1-21195,5
253,1-4649,9
254,1-8379,1
255,1-9946,7
256,1-9277,11
257,1-9504,12
258,1-9516,11
259,1-3596,8
260,1-0129,1
261,1-1942,11
262,1-8623,1
263,1-6927,3
264,P-0009,16
265,1-11330,1
266,1-2103,1
267,1-6181,5
268,MLG44,19
269,1-7839,15
270,1-1390,18
271,1-7897,20
272,1-1570,7
273,1-3589,8
274,1-0033,12
275,1-3216,8
276,1-9495,1
277,1-4051,17
278,1-10762,18
279,MLG43,10
280,1-7608,9
281,1-9995,7
282,1-1608,20
283,1-3535,13
284,1-4136,9
285,1-18615,9
286,1-3587,5
287,1-9836,4
288,1-8590,6
289,1-1592,3
290,1-8341,11
291,MLG02,15
292,1-9997,13
293,1-8066,6
294,1-3509,5
295,1-3639,4
296,1-9404,3
297,1-8352,12
298,1-7019,17
299,MLG54,16
300,1-4020,20
301,1-1177,6
302,MLG51,7
303,1-8157,20
304,1-19004,5
305,1-7866,6
306,1-18377,5
307,1-5530,19
308,1-6743,13
309,1-3516,11
310,1-4855,2
311,1-20578,6
312,1-3108,7
313,1-7521,12
314,1-3139,11
315,1-1769,3
316,1-7441,19
317,1-10978,14
318,1-2324,10
319,1-3584,12
320,MLG13,2
321,1-5172,13
322,1-0296,9
323,1-3647,7
324,1-6734,1
325,1-19924,2
326,1-8826,11
327,P-16616,3
328,1-9497,15
329,1-1317,16
330,1-4531,11
331,MLG75,4
332,MLG78,4
333,1-11329,3
334,1-20641,12
335,1-8910,11
336,1-1827,14
337,1-18613,17
338,1-6296,19
339,1-3523,16
340,1-3362,2
341,1-0031,17
342,MLG65,18
343,1-4319,3
344,1-6035,13
345,1-1131,6
346,MLG32,15
347,1-8188,9
348,1-17758,10
349,1-3052,11
