,Exam Group,Exam Block
0,72-0103,15
1,1-9185,12
2,MLG17,12
3,1-8222,7
4,1-6240,19
5,1-5549,12
6,1-8021,8
7,1-8767,1
8,1-8181,3
9,1-8020,12
10,1-7964,22
11,1-9722,2
12,MLG84,8
13,1-9805,13
14,1-6098,7
15,1-8093,9
16,1-9955,10
17,1-18603,3
18,1-3521,8
19,1-2596,19
20,1-5167,18
21,1-3519,9
22,1-7995,2
23,1-2025,2
24,1-7140,22
25,1-9607,12
26,1-9907,11
27,1-18409,1
28,1-10071,5
29,1-18735,11
30,1-8418,20
31,1-8938,4
32,1-0022,6
33,1-7991,13
34,1-6642,9
35,1-2869,9
36,1-2714,9
37,1-5508,11
38,1-2104,2
39,1-7467,6
40,1-7722,2
41,1-7509,4
42,1-1207,9
43,1-8705,21
44,1-5214,15
45,1-9444,4
46,1-8566,1
47,1-19547,3
48,1-0405,3
49,1-2178,6
50,1-8174,6
51,1-9925,10
52,72-12387,12
53,1-9850,3
54,1-8125,1
55,1-8095,4
56,1-5877,16
57,1-1224,9
58,1-17733,9
59,1-9331,1
60,1-18202,5
61,1-7341,18
62,1-9818,13
63,1-7066,7
64,1-9674,18
65,1-8659,1
66,1-7536,7
67,1-7481,15
68,1-7845,5
69,1-18498,2
70,1-2584,19
71,1-6532,16
72,1-9614,1
73,1-5355,3
74,1-8124,5
75,1-8401,11
76,1-8541,14
77,1-2153,1
78,1-4088,10
79,1-9739,11
80,1-9115,2
81,1-7770,7
82,1-17645,1
83,1-18423,8
84,1-18714,12
85,1-8084,9
86,1-9345,14
87,MLG35,3
88,1-5626,4
89,1-18004,9
90,1-19222,8
91,72-12171,15
92,1-7807,19
93,1-20003,1
94,1-3083,5
95,1-3312,18
96,MLG37,14
97,1-9237,16
98,1-8127,1
99,1-5775,6
100,1-19598,7
101,1-9892,3
102,1-3564,16
103,1-8820,1
104,1-8267,12
105,1-1258,13
106,MLG69,20
107,1-6971,12
108,1-9731,7
109,1-9768,5
110,72-18936,2
111,1-19897,16
112,1-10698,1
113,1-4499,17
114,1-7496,21
115,1-3178,17
116,1-20047,14
117,1-0358,13
118,1-6543,5
119,1-5929,2
120,1-10232,21
121,1-7070,10
122,MLG42,21
123,MLG55,12
124,1-8427,19
125,1-8622,18
126,1-8488,18
127,1-9643,19
128,1-19286,7
129,1-2573,12
130,1-1833,5
131,1-9283,19
132,1-9110,10
133,1-8576,20
134,1-9465,7
135,1-9712,1
136,1-9549,17
137,1-1972,17
138,1-5515,16
139,1-7863,13
140,1-2294,17
141,MLG45,3
142,P-16454,2
143,1-8928,13
144,1-7744,14
145,MLG06,2
146,1-7453,13
147,1-17657,18
148,1-0001,8
149,MLG58,6
150,1-7005,15
151,1-9870,21
152,1-9500,13
153,1-1350,8
154,1-18994,4
