,Exam Group,Exam Block
0,72-0103,18
1,1-9185,8
2,MLG17,5
3,1-8222,12
4,1-6240,4
5,1-5549,19
6,1-8021,16
7,1-8767,9
8,1-8181,20
9,1-8020,9
10,1-7964,18
11,1-9722,1
12,MLG84,12
13,1-9805,10
14,1-6098,20
15,1-8093,10
16,1-9955,20
17,1-18603,12
18,1-3521,13
19,1-2596,13
20,1-5167,1
21,1-3519,14
22,1-7995,3
23,1-2025,17
24,1-7140,18
25,1-9607,12
26,1-9907,17
27,1-18409,8
28,1-10071,5
29,1-18735,16
30,1-8418,7
31,1-8938,7
32,1-0022,4
33,1-7991,5
34,1-6642,9
35,1-2869,12
36,1-2714,6
37,1-5508,4
38,1-2104,16
39,1-7467,17
40,1-7722,1
41,1-7509,11
42,1-1207,14
43,1-8705,8
44,1-5214,3
45,1-9444,17
46,1-8566,4
47,1-19547,1
48,1-0405,20
49,1-2178,8
50,1-8174,12
51,1-9925,19
52,72-12387,2
53,1-9850,15
54,1-8125,10
55,1-8095,11
56,1-5877,13
57,1-1224,19
58,1-17733,19
59,1-9331,21
60,1-18202,16
61,1-7341,10
62,1-9818,5
63,1-7066,1
64,1-9674,19
65,1-8659,10
66,1-7536,4
67,1-7481,17
68,1-7845,15
69,1-18498,17
70,1-2584,10
71,1-6532,4
72,1-9614,20
73,1-5355,18
74,1-8124,19
75,1-8401,9
76,1-8541,11
77,1-2153,10
78,1-4088,9
79,1-9739,17
80,1-9115,5
81,1-7770,9
82,1-17645,9
83,1-18423,12
84,1-18714,2
85,1-8084,20
86,1-9345,4
87,MLG35,14
88,1-5626,6
89,1-18004,21
90,1-19222,8
91,72-12171,9
92,1-7807,13
93,1-20003,1
94,1-3083,7
95,1-3312,19
96,MLG37,12
97,1-9237,15
98,1-8127,16
99,1-5775,16
100,1-19598,16
101,1-9892,15
102,1-3564,7
103,1-8820,19
104,1-8267,13
105,1-1258,6
106,MLG69,10
107,1-6971,16
108,1-9731,1
109,1-9768,5
110,72-18936,9
111,1-19897,7
112,1-10698,12
113,1-4499,21
114,1-7496,1
115,1-3178,12
116,1-20047,14
117,1-0358,13
118,1-6543,5
119,1-5929,17
120,1-10232,13
121,1-7070,4
122,MLG42,1
123,MLG55,3
124,1-8427,4
125,1-8622,18
126,1-8488,1
127,1-9643,4
128,1-19286,9
129,1-2573,11
130,1-1833,17
131,1-9283,4
132,1-9110,14
133,1-8576,17
134,1-9465,4
135,1-9712,8
136,1-9549,13
137,1-1972,3
138,1-5515,14
139,1-7863,6
140,1-2294,19
141,MLG45,20
142,P-16454,3
143,1-8928,10
144,1-7744,7
145,MLG06,10
146,1-7453,2
147,1-17657,8
148,1-0001,16
149,MLG58,16
150,1-7005,11
151,1-9870,2
152,1-9500,5
153,1-1350,4
154,1-18994,7
155,1-9447,10
156,1-8634,1
157,1-6061,20
158,1-7599,16
159,1-10696,13
160,1-19813,6
161,MLG41,14
162,1-8067,19
163,1-9137,8
164,1-9740,9
165,1-7721,9
166,MLG40,14
167,1-4929,2
168,1-9655,1
169,1-9606,13
170,1-5043,6
171,1-8100,8
172,1-8573,19
173,1-9588,18
174,MLG38,14
175,1-4910,6
176,1-8042,2
177,1-10948,16
178,1-7525,14
179,1-4052,9
180,1-0037,6
181,1-8641,14
182,1-7752,12
183,1-9496,19
184,1-8074,15
185,1-8906,1
186,72-11994,3
187,1-7321,10
188,1-20167,20
189,1-9156,15
190,1-2382,2
191,1-8328,13
192,1-9770,17
193,1-9553,8
194,1-9253,16
195,1-2670,4
196,1-9646,6
197,1-8646,20
198,1-9839,1
199,MLG39,3
200,1-4634,20
201,1-9902,17
202,1-8988,6
203,1-1250,5
204,1-9733,1
205,1-8018,5
206,1-9752,18
207,1-7058,7
208,1-10468,19
209,1-9938,2
210,1-7842,1
211,1-5406,10
212,1-10922,16
213,1-18563,12
214,1-0053,21
215,1-19839,15
216,1-9887,18
217,1-9630,6
218,1-9416,9
219,1-5653,3
220,MLG73,9
221,1-8023,4
222,1-4149,20
223,1-0205,5
224,1-9227,11
225,1-9650,19
226,1-9996,5
227,1-3068,13
228,1-17835,20
229,1-4361,5
230,1-3089,1
231,1-8450,15
232,1-18371,15
233,MLG07,11
234,MLG29,18
235,1-8113,13
236,1-7024,16
237,1-9667,6
238,1-9855,3
239,1-7042,1
240,MLG33,20
241,1-19448,15
242,1-20791,14
243,1-1015,13
244,MLG57,17
245,1-6647,16
246,MLG56,12
247,1-20467,14
248,1-2400,3
249,1-6931,16
250,1-9333,15
251,1-7268,4
252,1-21195,16
253,1-4649,11
254,1-8379,3
255,1-9946,17
256,1-9277,1
257,1-9504,18
258,1-9516,11
259,1-3596,10
260,1-0129,6
261,1-1942,11
262,1-8623,16
263,1-6927,14
264,P-0009,9
265,1-11330,20
266,1-2103,21
267,1-6181,18
268,MLG44,14
269,1-7839,3
270,1-1390,17
271,1-7897,15
272,1-1570,6
273,1-3589,11
274,1-0033,1
275,1-3216,5
276,1-9495,5
277,1-4051,6
278,1-10762,4
279,MLG43,14
280,1-7608,17
281,1-9995,18
282,1-1608,4
283,1-3535,15
284,1-4136,9
285,1-18615,17
286,1-3587,12
287,1-9836,9
288,1-8590,7
289,1-1592,15
290,1-8341,11
291,MLG02,3
292,1-9997,20
293,1-8066,15
294,1-3509,3
295,1-3639,3
296,1-9404,19
297,1-8352,12
298,1-7019,18
299,MLG54,5
300,1-4020,4
301,1-1177,5
302,MLG51,12
303,1-8157,15
304,1-19004,2
305,1-7866,7
306,1-18377,8
307,1-5530,12
308,1-6743,19
309,1-3516,13
310,1-4855,8
311,1-20578,7
312,1-3108,6
313,1-7521,2
314,1-3139,11
315,1-1769,1
316,1-7441,6
317,1-10978,16
318,1-2324,8
319,1-3584,20
320,MLG13,21
321,1-5172,6
322,1-0296,7
323,1-3647,16
324,1-6734,6
325,1-19924,16
326,1-8826,13
327,P-16616,2
328,1-9497,20
329,1-1317,19
330,1-4531,11
331,MLG75,8
332,MLG78,1
333,1-11329,8
334,1-20641,13
335,1-8910,11
336,1-1827,10
337,1-18613,5
338,1-6296,18
339,1-3523,7
340,1-3362,13
341,1-0031,7
342,MLG65,5
343,1-4319,19
344,1-6035,20
345,1-1131,5
346,MLG32,14
347,1-8188,3
348,1-17758,19
349,1-3052,11
