,Exam Group,Exam Block
0,72-0103,20
1,1-9185,18
2,MLG17,15
3,1-8222,4
4,1-6240,18
5,1-5549,6
6,1-8021,8
7,1-8767,5
8,1-8181,6
9,1-8020,5
10,1-7964,4
11,1-9722,21
12,MLG84,6
13,1-9805,22
14,1-6098,8
15,1-8093,8
16,1-9955,13
17,1-18603,19
18,1-3521,7
19,1-2596,2
20,1-5167,1
21,1-3519,5
22,1-7995,11
23,1-2025,7
24,1-7140,4
25,1-9607,21
26,1-9907,4
27,1-18409,2
28,1-10071,13
29,1-18735,15
30,1-8418,3
31,1-8938,2
32,1-0022,9
33,1-7991,20
34,1-6642,9
35,1-2869,1
36,1-2714,2
37,1-5508,17
38,1-2104,13
39,1-7467,1
40,1-7722,11
41,1-7509,9
42,1-1207,10
43,1-8705,6
44,1-5214,16
45,1-9444,5
46,1-8566,12
47,1-19547,16
48,1-0405,13
49,1-2178,10
50,1-8174,18
51,1-9925,11
52,72-12387,8
53,1-9850,1
54,1-8125,10
55,1-8095,6
56,1-5877,17
57,1-1224,16
58,1-17733,7
59,1-9331,19
60,1-18202,3
61,1-7341,3
62,1-9818,2
63,1-7066,8
64,1-9674,7
65,1-8659,19
66,1-7536,5
67,1-7481,7
68,1-7845,12
69,1-18498,13
70,1-2584,10
71,1-6532,12
72,1-9614,2
73,1-5355,5
74,1-8124,11
75,1-8401,2
76,1-8541,9
77,1-2153,16
78,1-4088,10
79,1-9739,5
80,1-9115,18
81,1-7770,5
82,1-17645,1
83,1-18423,13
84,1-18714,7
85,1-8084,8
86,1-9345,8
87,MLG35,17
88,1-5626,14
89,1-18004,7
90,1-19222,15
91,72-12171,18
92,1-7807,21
93,1-20003,5
94,1-3083,22
95,1-3312,12
96,MLG37,12
97,1-9237,19
98,1-8127,3
99,1-5775,17
100,1-19598,2
101,1-9892,6
102,1-3564,15
103,1-8820,7
104,1-8267,9
105,1-1258,14
106,MLG69,13
107,1-6971,1
108,1-9731,8
109,1-9768,17
110,72-18936,8
111,1-19897,21
112,1-10698,2
113,1-4499,7
114,1-7496,21
115,1-3178,4
116,1-20047,6
117,1-0358,22
118,1-6543,8
119,1-5929,11
120,1-10232,7
121,1-7070,6
122,MLG42,19
123,MLG55,16
124,1-8427,6
125,1-8622,16
126,1-8488,15
127,1-9643,22
128,1-19286,19
129,1-2573,10
130,1-1833,17
131,1-9283,18
132,1-9110,22
133,1-8576,16
134,1-9465,12
135,1-9712,1
136,1-9549,2
137,1-1972,3
138,1-5515,12
139,1-7863,14
140,1-2294,7
141,MLG45,17
142,P-16454,7
143,1-8928,9
144,1-7744,14
145,MLG06,1
146,1-7453,3
147,1-17657,12
148,1-0001,13
149,MLG58,11
150,1-7005,10
151,1-9870,5
152,1-9500,17
153,1-1350,18
154,1-18994,19
155,1-9447,14
156,1-8634,3
157,1-6061,19
158,1-7599,21
159,1-10696,10
160,1-19813,1
161,MLG41,3
162,1-8067,7
163,1-9137,15
164,1-9740,9
165,1-7721,1
166,MLG40,1
167,1-4929,7
168,1-9655,18
169,1-9606,22
170,1-5043,14
171,1-8100,9
172,1-8573,22
173,1-9588,21
174,MLG38,20
175,1-4910,13
176,1-8042,16
177,1-10948,6
178,1-7525,4
179,1-4052,11
180,1-0037,20
181,1-8641,6
182,1-7752,15
183,1-9496,12
184,1-8074,15
185,1-8906,1
186,72-11994,6
187,1-7321,4
188,1-20167,2
189,1-9156,17
190,1-2382,3
191,1-8328,21
192,1-9770,17
193,1-9553,5
194,1-9253,1
195,1-2670,1
196,1-9646,7
197,1-8646,11
198,1-9839,2
199,MLG39,19
200,1-4634,20
201,1-9902,16
202,1-8988,4
203,1-1250,6
204,1-9733,17
205,1-8018,11
206,1-9752,13
207,1-7058,22
208,1-10468,7
209,1-9938,7
210,1-7842,9
211,1-5406,8
212,1-10922,10
213,1-18563,19
214,1-0053,8
215,1-19839,5
216,1-9887,4
217,1-9630,14
218,1-9416,12
219,1-5653,6
220,MLG73,4
221,1-8023,14
222,1-4149,15
223,1-0205,22
224,1-9227,10
225,1-9650,12
226,1-9996,12
227,1-3068,21
228,1-17835,17
229,1-4361,4
230,1-3089,19
231,1-8450,16
232,1-18371,15
233,MLG07,5
234,MLG29,8
235,1-8113,2
236,1-7024,2
237,1-9667,2
238,1-9855,11
239,1-7042,20
240,MLG33,16
241,1-19448,17
242,1-20791,17
243,1-1015,1
244,MLG57,16
245,1-6647,2
246,MLG56,9
247,1-20467,9
248,1-2400,9
249,1-6931,1
250,1-9333,5
251,1-7268,1
252,1-21195,6
253,1-4649,13
254,1-8379,5
255,1-9946,12
256,1-9277,3
257,1-9504,6
258,1-9516,19
259,1-3596,13
260,1-0129,14
261,1-1942,19
262,1-8623,4
263,1-6927,12
264,P-0009,9
265,1-11330,1
266,1-2103,14
267,1-6181,4
268,MLG44,1
269,1-7839,7
270,1-1390,3
271,1-7897,3
272,1-1570,14
273,1-3589,18
274,1-0033,12
275,1-3216,5
276,1-9495,12
277,1-4051,16
278,1-10762,9
279,MLG43,12
280,1-7608,3
281,1-9995,15
282,1-1608,18
283,1-3535,15
284,1-4136,4
285,1-18615,21
286,1-3587,9
287,1-9836,12
288,1-8590,2
289,1-1592,19
290,1-8341,10
291,MLG02,4
292,1-9997,8
293,1-8066,20
294,1-3509,13
295,1-3639,8
296,1-9404,7
297,1-8352,1
298,1-7019,12
299,MLG54,9
300,1-4020,1
301,1-1177,4
302,MLG51,6
303,1-8157,17
304,1-19004,4
305,1-7866,2
306,1-18377,5
307,1-5530,21
308,1-6743,16
309,1-3516,21
310,1-4855,18
311,1-20578,4
312,1-3108,3
313,1-7521,4
314,1-3139,10
315,1-1769,20
316,1-7441,14
317,1-10978,3
318,1-2324,5
319,1-3584,15
320,MLG13,10
321,1-5172,14
322,1-0296,13
323,1-3647,9
324,1-6734,19
325,1-19924,3
326,1-8826,10
327,P-16616,13
328,1-9497,8
329,1-1317,7
330,1-4531,10
331,MLG75,19
332,MLG78,19
333,1-11329,9
334,1-20641,9
335,1-8910,10
336,1-1827,1
337,1-18613,1
338,1-6296,4
339,1-3523,22
340,1-3362,21
341,1-0031,7
342,MLG65,6
343,1-4319,7
344,1-6035,15
345,1-1131,20
346,MLG32,19
347,1-8188,2
348,1-17758,17
349,1-3052,10
350,1-2282,16
351,1-19229,16
352,MLG63,11
353,MLG50,12
354,1-9417,7
355,1-9498,14
356,1-9761,9
357,1-4760,22
358,1-9831,7
359,1-4417,4
360,1-6611,11
361,1-0008,5
362,1-1462,10
363,1-10785,14
364,1-7682,1
365,MLG48,13
366,1-5163,22
367,1-8544,3
368,1-5197,7
369,1-6594,1
370,MLG62,6
371,1-1580,22
372,1-6916,8
373,1-6918,6
374,1-6919,11
375,MLG14,12
376,1-7874,10
377,1-7213,3
378,1-6561,14
379,1-4640,21
380,1-7004,21
381,1-2335,15
382,1-18558,22
383,1-8551,21
384,1-9270,14
385,1-6974,5
386,MLG68,5
387,1-10539,2
388,MLG49,15
389,1-0278,5
390,MLG64,11
391,MLG30,4
392,1-9609,8
393,1-7819,2
394,1-2423,4
395,1-6787,18
396,1-9963,14
397,1-9808,4
398,1-0303,2
399,MLG60,2
400,1-18709,3
401,1-7204,1
402,1-5744,5
403,1-1770,5
404,1-4682,20
405,1-3104,6
406,1-17907,21
407,1-8421,14
408,MLG53,6
409,1-9645,20
410,MLG12,5
411,MLG15,3
412,1-6858,11
413,1-8314,9
414,1-8285,18
415,1-1957,6
416,1-18203,16
417,1-10451,14
418,1-6216,10
419,1-6692,1
420,1-8172,15
421,1-8398,6
422,1-6878,3
423,1-7122,17
424,1-4700,6
425,1-6006,15
426,1-4355,22
427,1-9379,20
428,1-2701,1
429,1-6693,8
430,1-3141,14
431,1-7614,12
432,1-6914,1
433,1-5654,17
434,MLG59,5
435,1-9610,19
436,1-5161,2
437,1-6980,14
438,MLG10,1
439,MLG72,20
440,MLG52,9
441,1-19166,10
442,MLG11,22
443,1-3447,20
444,1-3217,20
445,1-6538,2
446,1-3534,21
447,1-7152,20
448,1-3106,18
449,1-1935,16
450,1-2297,7
451,1-4098,4
452,1-8529,18
453,1-8397,11
454,1-0272,20
455,1-17790,7
456,1-8186,17
457,1-8503,1
458,1-7182,13
459,1-2545,22
460,1-7993,6
461,1-9651,2
462,1-1183,15
463,1-1989,1
464,1-10060,17
465,1-5913,5
466,1-5981,13
467,1-13247,1
468,1-6228,10
469,1-8578,2
470,1-1204,17
471,1-9794,17
472,1-9518,16
473,1-9452,12
474,1-8400,15
475,1-18234,4
476,1-19205,1
477,1-9055,10
478,1-9394,3
479,1-9286,18
480,1-1005,8
481,1-10038,6
482,1-4390,3
483,1-9491,1
484,MLG31,12
485,1-5980,20
486,1-8678,1
487,1-6900,13
488,1-11350,13
489,1-9578,4
490,1-3551,7
491,MLG09,9
492,1-6028,1
493,1-1836,3
494,1-3265,13
495,MLG08,11
496,1-3176,14
497,1-8493,7
498,1-19915,13
499,1-8627,11
500,1-0292,15
501,1-18487,3
502,1-20012,3
503,1-9076,16
504,1-5425,21
505,1-4747,1
506,1-6227,9
507,1-6909,6
508,1-8532,16
509,1-18935,16
510,1-3206,3
511,1-9697,1
512,1-3033,1
513,1-8094,20
514,1-11206,22
515,1-6531,1
516,1-5036,5
517,1-18028,13
518,1-1850,1
519,1-4926,1
520,1-2034,1
521,1-19549,22
522,1-5282,11
523,1-9861,5
524,1-9338,2
525,1-3175,15
526,1-5002,8
527,1-5531,5
528,1-6718,18
529,1-6217,13
530,1-4847,2
531,1-5891,20
532,1-19447,4
533,1-7530,11
534,1-9457,11
535,1-5990,4
536,1-9971,3
537,1-4494,1
538,1-9576,11
539,1-9436,8
540,1-5413,11
541,1-5424,18
542,1-1191,6
543,1-5803,1
544,1-5799,1
545,1-19567,15
546,1-7527,10
547,MLG67,2
548,1-3087,7
549,1-4842,16
550,1-19568,19
551,1-9838,17
552,MLG46,11
553,1-5555,2
554,1-10444,8
555,1-3646,14
556,1-10951,1
557,1-9806,3
558,1-0055,18
559,1-5914,4
560,1-0027,15
561,1-9455,6
562,1-0003,18
563,1-21192,16
564,1-9034,3
565,1-19927,8
