,Exam Group,Exam Block
0,72-0103,15
1,1-9185,4
2,MLG17,9
3,1-8222,8
4,1-6240,12
5,1-5549,2
6,1-8021,3
7,1-8767,8
8,1-8181,13
9,1-8020,12
10,1-7964,6
11,1-9722,13
12,MLG84,7
13,1-9805,16
14,1-6098,11
15,1-8093,10
16,1-9955,3
17,1-18603,14
18,1-3521,4
19,1-2596,12
20,1-5167,15
21,1-3519,14
22,1-7995,1
23,1-2025,1
24,1-7140,17
25,1-9607,2
26,1-9907,18
27,1-18409,12
28,1-10071,17
29,1-18735,9
30,1-8418,15
31,1-8938,12
32,1-0022,11
33,1-7991,9
34,1-6642,7
35,1-2869,13
36,1-2714,8
37,1-5508,3
38,1-2104,10
39,1-7467,3
40,1-7722,1
41,1-7509,14
42,1-1207,10
43,1-8705,15
44,1-5214,18
45,1-9444,15
46,1-8566,20
47,1-19547,3
48,1-0405,19
49,1-2178,20
50,1-8174,9
51,1-9925,2
52,72-12387,11
53,1-9850,13
54,1-8125,7
55,1-8095,14
56,1-5877,6
57,1-1224,10
58,1-17733,2
59,1-9331,13
60,1-18202,7
61,1-7341,16
62,1-9818,8
63,1-7066,11
64,1-9674,2
65,1-8659,10
66,1-7536,8
67,1-7481,12
68,1-7845,7
69,1-18498,5
70,1-2584,6
71,1-6532,2
72,1-9614,11
73,1-5355,9
74,1-8124,10
75,1-8401,1
76,1-8541,19
77,1-2153,4
78,1-4088,8
79,1-9739,6
80,1-9115,11
81,1-7770,12
82,1-17645,4
83,1-18423,13
84,1-18714,3
85,1-8084,11
86,1-9345,4
87,MLG35,5
88,1-5626,14
89,1-18004,9
90,1-19222,1
91,72-12171,4
92,1-7807,7
93,1-20003,12
94,1-3083,16
95,1-3312,11
96,MLG37,7
97,1-9237,18
98,1-8127,11
99,1-5775,15
100,1-19598,4
101,1-9892,19
102,1-3564,1
103,1-8820,2
104,1-8267,16
105,1-1258,14
106,MLG69,20
107,1-6971,8
108,1-9731,17
109,1-9768,15
110,72-18936,1
111,1-19897,16
112,1-10698,12
113,1-4499,6
114,1-7496,17
115,1-3178,7
116,1-20047,4
117,1-0358,6
118,1-6543,9
119,1-5929,2
120,1-10232,2
121,1-7070,5
122,MLG42,19
123,MLG55,19
124,1-8427,5
125,1-8622,10
126,1-8488,15
127,1-9643,10
128,1-19286,11
129,1-2573,1
130,1-1833,1
131,1-9283,9
132,1-9110,18
133,1-8576,18
134,1-9465,7
135,1-9712,2
136,1-9549,2
137,1-1972,13
138,1-5515,10
139,1-7863,18
140,1-2294,2
141,MLG45,18
142,P-16454,13
143,1-8928,18
144,1-7744,14
145,MLG06,14
146,1-7453,12
147,1-17657,1
148,1-0001,6
149,MLG58,18
150,1-7005,20
151,1-9870,12
152,1-9500,3
153,1-1350,5
154,1-18994,20
155,1-9447,13
156,1-8634,5
157,1-6061,11
158,1-7599,13
159,1-10696,10
160,1-19813,6
161,MLG41,1
162,1-8067,13
163,1-9137,16
164,1-9740,19
165,1-7721,16
166,MLG40,15
167,1-4929,1
168,1-9655,1
169,1-9606,11
170,1-5043,14
171,1-8100,6
172,1-8573,2
173,1-9588,1
174,MLG38,8
175,1-4910,17
176,1-8042,8
177,1-10948,7
178,1-7525,7
179,1-4052,14
180,1-0037,1
181,1-8641,9
182,1-7752,5
183,1-9496,2
184,1-8074,8
185,1-8906,20
186,72-11994,7
187,1-7321,10
188,1-20167,8
189,1-9156,3
190,1-2382,8
191,1-8328,15
192,1-9770,9
193,1-9553,15
194,1-9253,6
195,1-2670,1
196,1-9646,12
197,1-8646,3
198,1-9839,9
199,MLG39,11
200,1-4634,8
201,1-9902,14
202,1-8988,6
203,1-1250,4
204,1-9733,5
205,1-8018,13
206,1-9752,6
207,1-7058,8
208,1-10468,2
209,1-9938,17
210,1-7842,19
211,1-5406,17
212,1-10922,1
213,1-18563,17
214,1-0053,13
215,1-19839,3
216,1-9887,6
217,1-9630,14
218,1-9416,7
219,1-5653,2
220,MLG73,7
221,1-8023,7
222,1-4149,9
223,1-0205,1
224,1-9227,8
225,1-9650,11
226,1-9996,16
227,1-3068,10
228,1-17835,6
229,1-4361,8
230,1-3089,1
231,1-8450,1
232,1-18371,19
233,MLG07,5
234,MLG29,11
235,1-8113,10
236,1-7024,7
237,1-9667,14
238,1-9855,7
239,1-7042,17
240,MLG33,11
241,1-19448,3
242,1-20791,8
243,1-1015,5
244,MLG57,16
245,1-6647,18
246,MLG56,4
247,1-20467,10
248,1-2400,5
249,1-6931,10
250,1-9333,13
251,1-7268,5
252,1-21195,2
253,1-4649,4
254,1-8379,10
255,1-9946,2
256,1-9277,12
257,1-9504,12
258,1-9516,5
259,1-3596,18
260,1-0129,14
261,1-1942,19
262,1-8623,8
263,1-6927,2
264,P-0009,12
265,1-11330,17
266,1-2103,14
267,1-6181,6
268,MLG44,9
269,1-7839,12
270,1-1390,4
271,1-7897,12
272,1-1570,14
273,1-3589,19
274,1-0033,1
275,1-3216,15
276,1-9495,12
277,1-4051,17
278,1-10762,12
279,MLG43,18
280,1-7608,8
281,1-9995,13
282,1-1608,9
283,1-3535,3
284,1-4136,1
285,1-18615,4
286,1-3587,4
287,1-9836,17
288,1-8590,19
289,1-1592,3
290,1-8341,1
291,MLG02,16
292,1-9997,11
293,1-8066,18
294,1-3509,17
295,1-3639,10
296,1-9404,8
297,1-8352,16
298,1-7019,6
299,MLG54,17
300,1-4020,9
301,1-1177,17
302,MLG51,15
303,1-8157,11
304,1-19004,9
305,1-7866,16
306,1-18377,8
307,1-5530,8
308,1-6743,10
309,1-3516,4
310,1-4855,4
311,1-20578,2
312,1-3108,9
313,1-7521,3
314,1-3139,8
315,1-1769,2
316,1-7441,7
317,1-10978,3
318,1-2324,17
319,1-3584,11
320,MLG13,19
321,1-5172,7
322,1-0296,15
323,1-3647,16
324,1-6734,14
325,1-19924,16
326,1-8826,9
327,P-16616,14
328,1-9497,11
329,1-1317,2
330,1-4531,7
331,MLG75,4
332,MLG78,13
333,1-11329,5
334,1-20641,20
335,1-8910,14
336,1-1827,9
337,1-18613,9
338,1-6296,6
339,1-3523,12
340,1-3362,4
341,1-0031,9
342,MLG65,19
343,1-4319,2
344,1-6035,13
345,1-1131,17
346,MLG32,4
347,1-8188,7
348,1-17758,5
349,1-3052,9
350,1-2282,10
351,1-19229,17
352,MLG63,16
353,MLG50,16
354,1-9417,10
355,1-9498,14
356,1-9761,1
357,1-4760,20
358,1-9831,7
359,1-4417,6
360,1-6611,11
361,1-0008,6
362,1-1462,3
363,1-10785,1
364,1-7682,16
365,MLG48,19
366,1-5163,13
367,1-8544,20
368,1-5197,2
369,1-6594,1
370,MLG62,5
371,1-1580,1
372,1-6916,8
373,1-6918,19
374,1-6919,11
375,MLG14,15
376,1-7874,14
377,1-7213,6
378,1-6561,14
379,1-4640,19
380,1-7004,13
381,1-2335,15
382,1-18558,20
383,1-8551,10
384,1-9270,14
385,1-6974,3
386,MLG68,15
387,1-10539,5
388,MLG49,12
389,1-0278,12
390,MLG64,10
391,MLG30,6
392,1-9609,11
393,1-7819,1
394,1-2423,20
395,1-6787,5
396,1-9963,14
397,1-9808,13
398,1-0303,4
399,MLG60,3
400,1-18709,11
401,1-7204,5
402,1-5744,8
403,1-1770,10
404,1-4682,19
405,1-3104,16
406,1-17907,3
407,1-8421,14
408,MLG53,18
409,1-9645,13
410,MLG12,9
411,MLG15,17
412,1-6858,20
413,1-8314,18
414,1-8285,16
415,1-1957,16
416,1-18203,19
417,1-10451,11
418,1-6216,13
419,1-6692,17
420,1-8172,3
421,1-8398,14
422,1-6878,6
423,1-7122,18
424,1-4700,18
425,1-6006,3
426,1-4355,11
427,1-9379,17
428,1-2701,15
429,1-6693,18
430,1-3141,14
431,1-7614,2
432,1-6914,8
433,1-5654,13
434,MLG59,12
435,1-9610,19
436,1-5161,4
437,1-6980,5
438,MLG10,5
439,MLG72,5
440,MLG52,13
441,1-19166,13
442,MLG11,2
443,1-3447,5
444,1-3217,13
445,1-6538,5
446,1-3534,10
447,1-7152,7
448,1-3106,4
