,Exam Group,Exam Block
0,72-0103,10
1,1-9185,14
2,MLG17,15
3,1-8222,8
4,1-6240,6
5,1-5549,7
6,1-8021,2
7,1-8767,9
8,1-8181,19
9,1-8020,1
10,1-7964,16
11,1-9722,1
12,MLG84,21
13,1-9805,11
14,1-6098,8
15,1-8093,2
16,1-9955,8
17,1-18603,1
18,1-3521,7
19,1-2596,6
20,1-5167,1
21,1-3519,16
22,1-7995,6
23,1-2025,14
24,1-7140,19
25,1-9607,2
26,1-9907,1
27,1-18409,6
28,1-10071,1
29,1-18735,8
30,1-8418,7
31,1-8938,2
32,1-0022,1
33,1-7991,5
34,1-6642,2
35,1-2869,8
36,1-2714,9
37,1-5508,3
38,1-2104,2
39,1-7467,11
40,1-7722,9
41,1-7509,2
42,1-1207,17
43,1-8705,4
44,1-5214,12
45,1-9444,5
46,1-8566,1
47,1-19547,3
48,1-0405,8
49,1-2178,5
50,1-8174,3
51,1-9925,2
52,72-12387,3
53,1-9850,5
54,1-8125,17
55,1-8095,3
56,1-5877,3
57,1-1224,9
58,1-17733,9
59,1-9331,10
60,1-18202,3
61,1-7341,10
62,1-9818,8
63,1-7066,4
64,1-9674,9
65,1-8659,4
66,1-7536,12
67,1-7481,5
68,1-7845,2
69,1-18498,7
70,1-2584,6
71,1-6532,10
72,1-9614,4
73,1-5355,11
74,1-8124,2
75,1-8401,8
76,1-8541,14
77,1-2153,9
78,1-4088,8
79,1-9739,6
80,1-9115,7
81,1-7770,9
82,1-17645,4
83,1-18423,5
84,1-18714,7
85,1-8084,8
86,1-9345,17
87,MLG35,19
88,1-5626,20
89,1-18004,8
90,1-19222,6
91,72-12171,1
92,1-7807,12
93,1-20003,13
94,1-3083,7
95,1-3312,10
96,MLG37,21
97,1-9237,11
98,1-8127,19
99,1-5775,15
100,1-19598,2
101,1-9892,14
102,1-3564,7
103,1-8820,9
104,1-8267,12
105,1-1258,11
106,MLG69,17
107,1-6971,10
108,1-9731,6
109,1-9768,15
110,72-18936,7
111,1-19897,2
112,1-10698,13
113,1-4499,1
114,1-7496,12
115,1-3178,1
116,1-20047,1
