,Exam Group,Exam Block
0,72-0103,8
1,1-9185,14
2,MLG17,2
3,1-8222,9
4,1-6240,22
5,1-5549,5
6,1-8021,10
7,1-8767,11
8,1-8181,3
9,1-8020,14
10,1-7964,4
11,1-9722,17
12,MLG84,16
13,1-9805,6
14,1-6098,3
15,1-8093,5
16,1-9955,11
17,1-18603,17
18,1-3521,14
19,1-2596,5
20,1-5167,9
21,1-3519,16
22,1-7995,1
23,1-2025,12
24,1-7140,4
25,1-9607,1
26,1-9907,14
27,1-18409,8
28,1-10071,3
29,1-18735,7
30,1-8418,1
31,1-8938,3
32,1-0022,18
33,1-7991,6
34,1-6642,6
35,1-2869,12
36,1-2714,6
37,1-5508,22
38,1-2104,18
39,1-7467,6
40,1-7722,17
41,1-7509,20
42,1-1207,1
43,1-8705,1
44,1-5214,1
45,1-9444,2
46,1-8566,20
47,1-19547,1
48,1-0405,1
49,1-2178,3
50,1-8174,2
51,1-9925,12
52,72-12387,7
53,1-9850,8
54,1-8125,16
55,1-8095,2
56,1-5877,7
57,1-1224,1
58,1-17733,5
59,1-9331,3
60,1-18202,18
61,1-7341,20
62,1-9818,3
63,1-7066,3
64,1-9674,5
65,1-8659,10
66,1-7536,7
67,1-7481,9
68,1-7845,20
69,1-18498,18
70,1-2584,9
71,1-6532,6
72,1-9614,3
73,1-5355,13
74,1-8124,8
75,1-8401,11
76,1-8541,9
77,1-2153,15
78,1-4088,6
79,1-9739,11
80,1-9115,10
81,1-7770,10
82,1-17645,11
83,1-18423,15
84,1-18714,11
85,1-8084,13
86,1-9345,2
87,MLG35,14
88,1-5626,20
89,1-18004,1
90,1-19222,6
91,72-12171,9
92,1-7807,23
93,1-20003,3
94,1-3083,20
95,1-3312,19
96,MLG37,21
97,1-9237,21
98,1-8127,8
99,1-5775,17
100,1-19598,12
101,1-9892,23
102,1-3564,2
103,1-8820,5
104,1-8267,9
105,1-1258,13
106,MLG69,19
107,1-6971,20
108,1-9731,16
109,1-9768,17
110,72-18936,9
111,1-19897,15
112,1-10698,12
113,1-4499,8
114,1-7496,10
115,1-3178,8
116,1-20047,2
117,1-0358,1
118,1-6543,10
119,1-5929,16
120,1-10232,21
121,1-7070,2
122,MLG42,22
123,MLG55,2
124,1-8427,22
125,1-8622,4
126,1-8488,6
127,1-9643,1
128,1-19286,15
129,1-2573,23
130,1-1833,17
131,1-9283,2
132,1-9110,16
133,1-8576,16
134,1-9465,19
135,1-9712,11
136,1-9549,1
137,1-1972,22
138,1-5515,10
139,1-7863,13
140,1-2294,5
141,MLG45,8
