,Exam Group,Exam Block
0,72-0103,14
1,1-9185,13
2,MLG17,13
3,1-8222,20
4,1-6240,18
5,1-5549,13
6,1-8021,1
7,1-8767,15
8,1-8181,12
9,1-8020,1
10,1-7964,3
11,1-9722,5
12,MLG84,6
13,1-9805,3
14,1-6098,12
15,1-8093,2
16,1-9955,20
17,1-18603,11
18,1-3521,11
19,1-2596,15
20,1-5167,8
21,1-3519,17
22,1-7995,6
23,1-2025,6
24,1-7140,9
25,1-9607,7
26,1-9907,18
27,1-18409,14
28,1-10071,6
29,1-18735,8
30,1-8418,20
31,1-8938,8
32,1-0022,1
33,1-7991,15
34,1-6642,2
35,1-2869,1
36,1-2714,12
37,1-5508,9
38,1-2104,1
39,1-7467,21
40,1-7722,4
41,1-7509,12
42,1-1207,5
43,1-8705,5
44,1-5214,9
45,1-9444,11
46,1-8566,7
47,1-19547,19
48,1-0405,2
49,1-2178,4
50,1-8174,7
51,1-9925,13
52,72-12387,17
53,1-9850,1
54,1-8125,2
55,1-8095,1
56,1-5877,2
57,1-1224,19
58,1-17733,1
59,1-9331,7
60,1-18202,2
61,1-7341,1
62,1-9818,15
63,1-7066,12
64,1-9674,14
65,1-8659,19
66,1-7536,6
67,1-7481,11
68,1-7845,20
69,1-18498,13
70,1-2584,18
71,1-6532,1
72,1-9614,2
73,1-5355,3
74,1-8124,11
75,1-8401,18
76,1-8541,7
77,1-2153,3
78,1-4088,9
79,1-9739,12
80,1-9115,7
81,1-7770,6
82,1-17645,4
83,1-18423,14
84,1-18714,10
85,1-8084,10
86,1-9345,4
87,MLG35,1
88,1-5626,6
89,1-18004,10
90,1-19222,1
91,72-12171,4
92,1-7807,17
93,1-20003,17
94,1-3083,4
95,1-3312,11
96,MLG37,14
97,1-9237,4
98,1-8127,4
99,1-5775,21
100,1-19598,14
101,1-9892,16
102,1-3564,9
103,1-8820,1
104,1-8267,21
105,1-1258,16
106,MLG69,8
107,1-6971,1
108,1-9731,12
109,1-9768,20
110,72-18936,1
111,1-19897,4
112,1-10698,13
113,1-4499,9
114,1-7496,7
115,1-3178,12
116,1-20047,7
117,1-0358,9
118,1-6543,9
119,1-5929,12
120,1-10232,8
121,1-7070,16
122,MLG42,14
123,MLG55,16
124,1-8427,18
125,1-8622,7
126,1-8488,7
127,1-9643,12
128,1-19286,21
129,1-2573,13
130,1-1833,20
131,1-9283,11
132,1-9110,8
133,1-8576,10
134,1-9465,1
135,1-9712,9
136,1-9549,6
137,1-1972,10
138,1-5515,21
139,1-7863,15
140,1-2294,11
141,MLG45,19
142,P-16454,9
143,1-8928,13
144,1-7744,9
145,MLG06,17
146,1-7453,9
147,1-17657,11
148,1-0001,16
149,MLG58,5
150,1-7005,9
151,1-9870,2
152,1-9500,17
153,1-1350,5
154,1-18994,1
155,1-9447,10
156,1-8634,2
157,1-6061,2
158,1-7599,11
159,1-10696,17
160,1-19813,21
161,MLG41,2
162,1-8067,8
163,1-9137,5
164,1-9740,5
165,1-7721,20
166,MLG40,19
167,1-4929,3
168,1-9655,11
169,1-9606,14
170,1-5043,10
171,1-8100,17
172,1-8573,2
173,1-9588,2
174,MLG38,2
175,1-4910,8
176,1-8042,6
177,1-10948,1
178,1-7525,7
179,1-4052,16
180,1-0037,16
181,1-8641,18
182,1-7752,3
183,1-9496,7
184,1-8074,4
185,1-8906,1
186,72-11994,15
187,1-7321,8
188,1-20167,19
