,Exam Group,Exam Block
0,72-0103,1
1,1-9185,13
2,MLG17,19
3,1-8222,7
4,1-6240,12
5,1-5549,4
6,1-8021,13
7,1-8767,8
8,1-8181,10
9,1-8020,6
10,1-7964,11
11,1-9722,1
12,MLG84,5
13,1-9805,18
14,1-6098,20
15,1-8093,12
16,1-9955,17
17,1-18603,18
18,1-3521,7
19,1-2596,16
20,1-5167,5
21,1-3519,10
22,1-7995,12
23,1-2025,12
24,1-7140,11
25,1-9607,19
26,1-9907,5
27,1-18409,10
28,1-10071,9
29,1-18735,11
30,1-8418,15
31,1-8938,5
32,1-0022,2
33,1-7991,19
34,1-6642,1
35,1-2869,7
36,1-2714,3
37,1-5508,5
38,1-2104,4
39,1-7467,6
40,1-7722,18
41,1-7509,8
42,1-1207,1
43,1-8705,5
44,1-5214,8
45,1-9444,7
46,1-8566,12
47,1-19547,10
48,1-0405,20
49,1-2178,2
50,1-8174,15
51,1-9925,16
52,72-12387,17
53,1-9850,18
54,1-8125,12
55,1-8095,7
56,1-5877,9
57,1-1224,16
58,1-17733,16
59,1-9331,12
60,1-18202,8
61,1-7341,13
62,1-9818,20
63,1-7066,14
64,1-9674,16
65,1-8659,4
66,1-7536,5
67,1-7481,9
68,1-7845,2
69,1-18498,18
70,1-2584,14
71,1-6532,13
72,1-9614,1
73,1-5355,14
74,1-8124,16
75,1-8401,12
76,1-8541,4
77,1-2153,15
78,1-4088,1
79,1-9739,5
80,1-9115,9
81,1-7770,2
82,1-17645,9
83,1-18423,18
84,1-18714,16
85,1-8084,20
86,1-9345,7
87,MLG35,1
88,1-5626,14
89,1-18004,20
90,1-19222,10
91,72-12171,18
92,1-7807,10
93,1-20003,1
94,1-3083,15
95,1-3312,16
96,MLG37,3
97,1-9237,3
98,1-8127,15
99,1-5775,2
100,1-19598,5
101,1-9892,2
102,1-3564,3
103,1-8820,16
104,1-8267,6
105,1-1258,14
106,MLG69,17
107,1-6971,3
108,1-9731,7
109,1-9768,9
110,72-18936,11
111,1-19897,20
112,1-10698,7
113,1-4499,13
114,1-7496,4
115,1-3178,4
116,1-20047,19
117,1-0358,15
118,1-6543,4
119,1-5929,5
120,1-10232,3
121,1-7070,6
122,MLG42,12
123,MLG55,5
124,1-8427,6
125,1-8622,2
126,1-8488,15
127,1-9643,12
128,1-19286,2
129,1-2573,8
130,1-1833,9
131,1-9283,18
132,1-9110,15
133,1-8576,11
134,1-9465,1
135,1-9712,4
136,1-9549,13
137,1-1972,9
138,1-5515,7
139,1-7863,14
140,1-2294,2
141,MLG45,10
142,P-16454,9
143,1-8928,15
144,1-7744,14
145,MLG06,14
146,1-7453,17
147,1-17657,6
148,1-0001,14
149,MLG58,5
150,1-7005,8
151,1-9870,8
152,1-9500,18
153,1-1350,12
154,1-18994,3
155,1-9447,1
156,1-8634,17
157,1-6061,20
158,1-7599,17
159,1-10696,5
160,1-19813,4
161,MLG41,3
162,1-8067,16
163,1-9137,5
164,1-9740,6
165,1-7721,11
166,MLG40,3
167,1-4929,11
168,1-9655,5
169,1-9606,14
170,1-5043,14
171,1-8100,20
172,1-8573,3
173,1-9588,4
174,MLG38,10
175,1-4910,15
176,1-8042,6
177,1-10948,6
178,1-7525,13
179,1-4052,19
180,1-0037,3
181,1-8641,19
182,1-7752,10
183,1-9496,16
184,1-8074,7
185,1-8906,13
186,72-11994,7
187,1-7321,19
188,1-20167,20
189,1-9156,9
190,1-2382,3
191,1-8328,17
192,1-9770,12
193,1-9553,9
194,1-9253,5
195,1-2670,6
196,1-9646,17
197,1-8646,20
198,1-9839,17
199,MLG39,3
200,1-4634,20
201,1-9902,13
202,1-8988,2
203,1-1250,17
204,1-9733,1
205,1-8018,6
206,1-9752,3
207,1-7058,3
208,1-10468,16
209,1-9938,16
210,1-7842,17
211,1-5406,19
212,1-10922,1
213,1-18563,3
214,1-0053,20
215,1-19839,9
216,1-9887,11
217,1-9630,7
218,1-9416,10
219,1-5653,2
220,MLG73,2
221,1-8023,12
222,1-4149,8
223,1-0205,8
224,1-9227,8
225,1-9650,15
226,1-9996,2
227,1-3068,7
228,1-17835,5
229,1-4361,6
230,1-3089,9
231,1-8450,10
232,1-18371,9
233,MLG07,6
234,MLG29,6
235,1-8113,7
236,1-7024,19
237,1-9667,9
238,1-9855,19
239,1-7042,19
240,MLG33,2
241,1-19448,12
242,1-20791,20
243,1-1015,13
244,MLG57,12
245,1-6647,17
246,MLG56,13
247,1-20467,7
248,1-2400,7
249,1-6931,19
250,1-9333,9
251,1-7268,10
252,1-21195,5
253,1-4649,13
254,1-8379,2
255,1-9946,12
256,1-9277,8
257,1-9504,7
258,1-9516,5
259,1-3596,2
260,1-0129,14
261,1-1942,8
262,1-8623,2
263,1-6927,16
264,P-0009,7
265,1-11330,3
266,1-2103,14
267,1-6181,11
268,MLG44,6
269,1-7839,12
270,1-1390,3
271,1-7897,9
272,1-1570,14
273,1-3589,4
274,1-0033,4
275,1-3216,3
276,1-9495,6
277,1-4051,1
278,1-10762,9
279,MLG43,3
280,1-7608,10
281,1-9995,11
282,1-1608,9
283,1-3535,17
284,1-4136,15
285,1-18615,3
286,1-3587,7
287,1-9836,2
288,1-8590,17
289,1-1592,10
290,1-8341,8
291,MLG02,11
292,1-9997,6
293,1-8066,11
294,1-3509,11
295,1-3639,16
296,1-9404,4
297,1-8352,1
298,1-7019,11
299,MLG54,13
300,1-4020,18
301,1-1177,20
302,MLG51,12
303,1-8157,4
304,1-19004,11
305,1-7866,15
306,1-18377,6
307,1-5530,4
308,1-6743,17
309,1-3516,6
310,1-4855,2
311,1-20578,17
312,1-3108,10
313,1-7521,11
314,1-3139,8
315,1-1769,16
316,1-7441,14
317,1-10978,3
318,1-2324,11
319,1-3584,9
320,MLG13,8
321,1-5172,14
322,1-0296,2
323,1-3647,19
324,1-6734,5
325,1-19924,2
326,1-8826,8
327,P-16616,1
328,1-9497,20
329,1-1317,16
330,1-4531,8
331,MLG75,5
332,MLG78,6
333,1-11329,13
334,1-20641,8
335,1-8910,13
336,1-1827,8
337,1-18613,6
338,1-6296,11
339,1-3523,15
340,1-3362,4
341,1-0031,13
342,MLG65,6
343,1-4319,16
344,1-6035,20
345,1-1131,1
346,MLG32,1
347,1-8188,4
348,1-17758,16
349,1-3052,5
350,1-2282,3
351,1-19229,3
352,MLG63,15
353,MLG50,13
354,1-9417,16
355,1-9498,19
356,1-9761,10
357,1-4760,15
358,1-9831,16
359,1-4417,11
360,1-6611,1
361,1-0008,11
362,1-1462,8
363,1-10785,14
364,1-7682,10
365,MLG48,2
366,1-5163,13
367,1-8544,4
368,1-5197,16
369,1-6594,18
370,MLG62,10
371,1-1580,15
372,1-6916,13
373,1-6918,1
374,1-6919,8
375,MLG14,2
376,1-7874,14
377,1-7213,13
378,1-6561,14
379,1-4640,10
380,1-7004,7
381,1-2335,10
382,1-18558,15
383,1-8551,8
384,1-9270,14
385,1-6974,19
386,MLG68,18
387,1-10539,19
388,MLG49,19
389,1-0278,10
390,MLG64,1
391,MLG30,11
392,1-9609,2
393,1-7819,8
394,1-2423,11
395,1-6787,1
396,1-9963,14
397,1-9808,11
398,1-0303,4
399,MLG60,17
400,1-18709,20
401,1-7204,8
402,1-5744,1
403,1-1770,12
404,1-4682,17
405,1-3104,8
406,1-17907,7
407,1-8421,14
408,MLG53,18
409,1-9645,18
410,MLG12,2
411,MLG15,9
412,1-6858,1
413,1-8314,6
414,1-8285,3
415,1-1957,9
416,1-18203,5
417,1-10451,2
418,1-6216,17
419,1-6692,9
420,1-8172,9
421,1-8398,5
422,1-6878,11
423,1-7122,18
424,1-4700,12
425,1-6006,8
426,1-4355,15
427,1-9379,3
428,1-2701,7
429,1-6693,4
430,1-3141,14
431,1-7614,16
432,1-6914,6
433,1-5654,1
434,MLG59,19
435,1-9610,3
436,1-5161,3
437,1-6980,18
438,MLG10,18
439,MLG72,9
440,MLG52,20
441,1-19166,3
442,MLG11,14
443,1-3447,13
444,1-3217,3
445,1-6538,9
446,1-3534,17
447,1-7152,10
448,1-3106,5
449,1-1935,1
450,1-2297,7
451,1-4098,13
452,1-8529,15
453,1-8397,12
454,1-0272,7
455,1-17790,9
456,1-8186,1
457,1-8503,20
458,1-7182,17
459,1-2545,15
460,1-7993,1
461,1-9651,19
462,1-1183,6
463,1-1989,12
464,1-10060,7
465,1-5913,2
466,1-5981,15
467,1-13247,18
468,1-6228,8
469,1-8578,8
470,1-1204,3
471,1-9794,1
472,1-9518,11
473,1-9452,10
474,1-8400,7
475,1-18234,5
476,1-19205,2
477,1-9055,7
478,1-9394,9
