,Exam Group,Exam Block
0,72-0103,20
1,1-9185,1
2,MLG17,2
3,1-8222,10
4,1-6240,17
5,1-5549,1
6,1-8021,14
7,1-8767,1
8,1-8181,7
9,1-8020,7
10,1-7964,17
11,1-9722,2
12,MLG84,10
13,1-9805,6
14,1-6098,4
15,1-8093,3
16,1-9955,15
17,1-18603,2
18,1-3521,10
19,1-2596,10
20,1-5167,1
21,1-3519,18
22,1-7995,7
23,1-2025,1
24,1-7140,22
25,1-9607,9
26,1-9907,10
27,1-18409,16
28,1-10071,4
29,1-18735,22
30,1-8418,13
31,1-8938,4
32,1-0022,11
33,1-7991,20
34,1-6642,3
35,1-2869,1
36,1-2714,4
37,1-5508,12
38,1-2104,1
39,1-7467,10
40,1-7722,15
41,1-7509,1
42,1-1207,9
43,1-8705,10
44,1-5214,21
45,1-9444,4
46,1-8566,1
47,1-19547,11
48,1-0405,4
49,1-2178,4
50,1-8174,7
51,1-9925,4
52,72-12387,1
53,1-9850,1
54,1-8125,2
55,1-8095,6
56,1-5877,3
57,1-1224,18
58,1-17733,18
59,1-9331,15
60,1-18202,9
61,1-7341,5
62,1-9818,11
63,1-7066,11
64,1-9674,18
65,1-8659,12
66,1-7536,12
67,1-7481,14
68,1-7845,19
69,1-18498,3
70,1-2584,17
71,1-6532,3
72,1-9614,4
73,1-5355,10
74,1-8124,22
75,1-8401,3
76,1-8541,1
77,1-2153,20
78,1-4088,4
79,1-9739,20
80,1-9115,3
81,1-7770,9
82,1-17645,1
83,1-18423,11
84,1-18714,3
85,1-8084,4
86,1-9345,16
87,MLG35,2
88,1-5626,6
89,1-18004,9
90,1-19222,15
91,72-12171,7
92,1-7807,8
93,1-20003,11
94,1-3083,17
95,1-3312,4
96,MLG37,14
97,1-9237,2
98,1-8127,20
99,1-5775,9
100,1-19598,2
101,1-9892,16
102,1-3564,21
103,1-8820,2
104,1-8267,8
105,1-1258,6
106,MLG69,12
107,1-6971,1
108,1-9731,1
109,1-9768,7
110,72-18936,12
111,1-19897,8
112,1-10698,1
113,1-4499,2
114,1-7496,8
115,1-3178,1
116,1-20047,7
117,1-0358,3
118,1-6543,2
119,1-5929,1
120,1-10232,13
121,1-7070,17
122,MLG42,9
123,MLG55,19
124,1-8427,17
125,1-8622,21
126,1-8488,6
127,1-9643,16
128,1-19286,2
129,1-2573,11
130,1-1833,21
131,1-9283,17
132,1-9110,5
133,1-8576,1
134,1-9465,11
135,1-9712,1
136,1-9549,5
137,1-1972,15
138,1-5515,9
139,1-7863,6
140,1-2294,9
141,MLG45,2
142,P-16454,2
143,1-8928,7
144,1-7744,5
145,MLG06,2
146,1-7453,14
147,1-17657,4
148,1-0001,12
149,MLG58,2
150,1-7005,11
151,1-9870,17
152,1-9500,9
153,1-1350,20
154,1-18994,2
155,1-9447,7
156,1-8634,3
157,1-6061,4
158,1-7599,3
159,1-10696,1
160,1-19813,2
161,MLG41,1
162,1-8067,18
163,1-9137,2
164,1-9740,1
165,1-7721,1
166,MLG40,21
167,1-4929,15
168,1-9655,5
169,1-9606,4
170,1-5043,6
171,1-8100,9
172,1-8573,3
173,1-9588,2
174,MLG38,1
175,1-4910,11
176,1-8042,17
177,1-10948,1
178,1-7525,2
179,1-4052,15
180,1-0037,6
181,1-8641,5
182,1-7752,12
183,1-9496,18
184,1-8074,3
185,1-8906,2
186,72-11994,6
187,1-7321,10
188,1-20167,4
189,1-9156,14
190,1-2382,1
191,1-8328,3
192,1-9770,9
193,1-9553,9
194,1-9253,1
195,1-2670,5
196,1-9646,3
197,1-8646,4
198,1-9839,16
199,MLG39,2
200,1-4634,4
201,1-9902,5
202,1-8988,5
203,1-1250,3
204,1-9733,3
205,1-8018,7
206,1-9752,14
207,1-7058,14
208,1-10468,18
209,1-9938,2
210,1-7842,2
211,1-5406,1
212,1-10922,10
213,1-18563,7
214,1-0053,3
215,1-19839,7
216,1-9887,5
217,1-9630,2
218,1-9416,7
219,1-5653,2
220,MLG73,1
221,1-8023,8
222,1-4149,11
223,1-0205,22
224,1-9227,11
225,1-9650,13
226,1-9996,6
227,1-3068,8
228,1-17835,5
229,1-4361,1
230,1-3089,3
231,1-8450,7
232,1-18371,7
233,MLG07,11
234,MLG29,4
235,1-8113,1
236,1-7024,7
237,1-9667,22
238,1-9855,2
239,1-7042,15
240,MLG33,4
241,1-19448,7
242,1-20791,1
243,1-1015,8
244,MLG57,16
245,1-6647,14
246,MLG56,20
247,1-20467,7
248,1-2400,8
249,1-6931,1
250,1-9333,9
251,1-7268,17
252,1-21195,14
253,1-4649,15
254,1-8379,14
255,1-9946,6
256,1-9277,11
257,1-9504,5
258,1-9516,11
259,1-3596,12
260,1-0129,6
261,1-1942,11
262,1-8623,3
263,1-6927,18
264,P-0009,2
265,1-11330,3
266,1-2103,1
267,1-6181,10
268,MLG44,4
269,1-7839,8
270,1-1390,7
271,1-7897,21
272,1-1570,6
273,1-3589,5
274,1-0033,16
275,1-3216,1
276,1-9495,10
277,1-4051,4
278,1-10762,6
279,MLG43,2
280,1-7608,4
281,1-9995,5
282,1-1608,20
283,1-3535,21
284,1-4136,1
285,1-18615,3
286,1-3587,8
287,1-9836,6
288,1-8590,13
289,1-1592,2
290,1-8341,11
291,MLG02,5
292,1-9997,3
293,1-8066,5
294,1-3509,16
295,1-3639,13
296,1-9404,18
297,1-8352,1
298,1-7019,5
299,MLG54,15
300,1-4020,17
301,1-1177,6
302,MLG51,16
303,1-8157,2
304,1-19004,3
305,1-7866,13
306,1-18377,3
307,1-5530,1
308,1-6743,13
309,1-3516,8
310,1-4855,17
311,1-20578,13
312,1-3108,6
313,1-7521,2
314,1-3139,11
315,1-1769,3
316,1-7441,6
317,1-10978,12
318,1-2324,20
319,1-3584,4
320,MLG13,11
321,1-5172,6
322,1-0296,12
323,1-3647,1
324,1-6734,6
325,1-19924,1
326,1-8826,11
327,P-16616,3
328,1-9497,4
329,1-1317,18
330,1-4531,11
331,MLG75,2
332,MLG78,2
333,1-11329,2
334,1-20641,4
335,1-8910,20
336,1-1827,14
337,1-18613,14
338,1-6296,5
339,1-3523,13
340,1-3362,8
341,1-0031,12
342,MLG65,1
343,1-4319,18
344,1-6035,6
345,1-1131,22
346,MLG32,2
347,1-8188,16
348,1-17758,14
349,1-3052,11
350,1-2282,1
351,1-19229,13
352,MLG63,21
353,MLG50,15
354,1-9417,18
355,1-9498,3
356,1-9761,8
357,1-4760,10
358,1-9831,18
359,1-4417,5
360,1-6611,8
361,1-0008,5
362,1-1462,11
363,1-10785,6
364,1-7682,17
365,MLG48,10
366,1-5163,21
367,1-8544,8
368,1-5197,18
369,1-6594,12
370,MLG62,12
371,1-1580,13
372,1-6916,3
373,1-6918,19
374,1-6919,16
375,MLG14,22
376,1-7874,6
377,1-7213,4
378,1-6561,6
379,1-4640,8
380,1-7004,8
381,1-2335,14
382,1-18558,12
383,1-8551,8
384,1-9270,6
385,1-6974,21
386,MLG68,9
387,1-10539,19
388,MLG49,16
389,1-0278,15
390,MLG64,3
391,MLG30,5
392,1-9609,4
393,1-7819,7
394,1-2423,5
395,1-6787,4
396,1-9963,6
397,1-9808,5
398,1-0303,19
