,Exam Group,Exam Block
0,72-0103,7
1,1-9185,20
2,MLG17,10
3,1-8222,15
4,1-6240,14
5,1-5549,19
6,1-8021,3
7,1-8767,21
8,1-8181,4
9,1-8020,1
10,1-7964,15
11,1-9722,11
12,MLG84,4
13,1-9805,21
14,1-6098,16
15,1-8093,4
16,1-9955,16
17,1-18603,16
18,1-3521,18
19,1-2596,9
20,1-5167,21
21,1-3519,3
22,1-7995,11
23,1-2025,14
24,1-7140,15
25,1-9607,10
26,1-9907,14
27,1-18409,3
28,1-10071,14
29,1-18735,3
30,1-8418,11
31,1-8938,6
32,1-0022,13
33,1-7991,4
34,1-6642,18
35,1-2869,4
36,1-2714,20
37,1-5508,14
38,1-2104,12
39,1-7467,1
40,1-7722,9
41,1-7509,19
42,1-1207,7
43,1-8705,13
44,1-5214,8
45,1-9444,14
46,1-8566,13
47,1-19547,10
48,1-0405,2
49,1-2178,3
50,1-8174,2
51,1-9925,19
52,72-12387,13
53,1-9850,6
54,1-8125,7
55,1-8095,4
56,1-5877,10
57,1-1224,19
58,1-17733,19
59,1-9331,2
60,1-18202,6
61,1-7341,11
62,1-9818,20
63,1-7066,5
64,1-9674,19
65,1-8659,18
66,1-7536,5
67,1-7481,7
68,1-7845,18
69,1-18498,2
70,1-2584,19
71,1-6532,10
72,1-9614,16
73,1-5355,21
74,1-8124,18
75,1-8401,3
76,1-8541,7
77,1-2153,2
78,1-4088,11
79,1-9739,13
80,1-9115,21
81,1-7770,14
82,1-17645,1
83,1-18423,7
84,1-18714,10
85,1-8084,16
86,1-9345,17
87,MLG35,12
88,1-5626,21
89,1-18004,10
90,1-19222,16
91,72-12171,2
92,1-7807,8
93,1-20003,2
94,1-3083,14
95,1-3312,12
96,MLG37,11
97,1-9237,21
98,1-8127,12
99,1-5775,9
100,1-19598,13
101,1-9892,21
102,1-3564,5
103,1-8820,19
104,1-8267,3
105,1-1258,13
106,MLG69,17
107,1-6971,1
108,1-9731,14
109,1-9768,9
110,72-18936,4
111,1-19897,11
112,1-10698,7
113,1-4499,7
114,1-7496,8
115,1-3178,1
116,1-20047,8
117,1-0358,20
118,1-6543,5
119,1-5929,5
120,1-10232,13
121,1-7070,13
122,MLG42,9
123,MLG55,6
124,1-8427,17
125,1-8622,15
126,1-8488,8
127,1-9643,14
128,1-19286,18
129,1-2573,7
130,1-1833,9
131,1-9283,17
132,1-9110,18
133,1-8576,15
134,1-9465,18
135,1-9712,5
136,1-9549,8
137,1-1972,10
138,1-5515,8
139,1-7863,21
140,1-2294,19
141,MLG45,5
142,P-16454,13
143,1-8928,12
144,1-7744,15
145,MLG06,20
146,1-7453,5
147,1-17657,16
148,1-0001,17
149,MLG58,1
150,1-7005,7
151,1-9870,16
152,1-9500,11
153,1-1350,4
154,1-18994,12
155,1-9447,17
156,1-8634,19
157,1-6061,16
158,1-7599,5
159,1-10696,13
160,1-19813,4
161,MLG41,3
162,1-8067,19
163,1-9137,1
164,1-9740,3
165,1-7721,2
166,MLG40,3
167,1-4929,5
168,1-9655,8
169,1-9606,16
170,1-5043,1
171,1-8100,10
172,1-8573,19
173,1-9588,3
174,MLG38,3
175,1-4910,1
176,1-8042,11
177,1-10948,1
178,1-7525,4
179,1-4052,10
180,1-0037,3
181,1-8641,1
182,1-7752,21
183,1-9496,16
184,1-8074,9
185,1-8906,20
186,72-11994,4
187,1-7321,2
188,1-20167,16
189,1-9156,9
190,1-2382,3
191,1-8328,20
192,1-9770,9
193,1-9553,7
194,1-9253,1
195,1-2670,5
196,1-9646,11
197,1-8646,3
