,Exam Group,Exam Block
0,72-0103,9
1,1-9185,1
2,MLG17,7
3,1-8222,1
4,1-6240,4
5,1-5549,11
6,1-8021,5
7,1-8767,12
8,1-8181,1
9,1-8020,13
10,1-7964,17
11,1-9722,14
12,MLG84,11
13,1-9805,2
14,1-6098,8
15,1-8093,4
16,1-9955,2
17,1-18603,6
18,1-3521,10
19,1-2596,5
20,1-5167,17
21,1-3519,5
22,1-7995,12
23,1-2025,10
24,1-7140,9
25,1-9607,15
26,1-9907,4
27,1-18409,2
28,1-10071,16
29,1-18735,19
30,1-8418,7
31,1-8938,2
32,1-0022,15
33,1-7991,10
34,1-6642,1
35,1-2869,15
36,1-2714,2
37,1-5508,4
38,1-2104,5
39,1-7467,7
40,1-7722,10
41,1-7509,2
42,1-1207,6
43,1-8705,17
44,1-5214,18
45,1-9444,1
46,1-8566,1
47,1-19547,18
48,1-0405,8
49,1-2178,17
50,1-8174,4
51,1-9925,8
52,72-12387,10
53,1-9850,1
54,1-8125,13
55,1-8095,20
56,1-5877,19
57,1-1224,19
58,1-17733,1
59,1-9331,21
60,1-18202,6
61,1-7341,8
62,1-9818,6
63,1-7066,20
64,1-9674,19
65,1-8659,16
66,1-7536,2
67,1-7481,20
68,1-7845,1
69,1-18498,11
70,1-2584,6
71,1-6532,18
72,1-9614,17
73,1-5355,14
74,1-8124,2
75,1-8401,16
76,1-8541,20
77,1-2153,14
78,1-4088,19
79,1-9739,12
80,1-9115,17
81,1-7770,7
82,1-17645,11
83,1-18423,14
84,1-18714,1
85,1-8084,15
86,1-9345,4
87,MLG35,1
88,1-5626,1
89,1-18004,2
90,1-19222,2
91,72-12171,17
92,1-7807,1
93,1-20003,7
94,1-3083,5
95,1-3312,12
96,MLG37,12
97,1-9237,10
98,1-8127,6
99,1-5775,3
100,1-19598,7
101,1-9892,10
102,1-3564,16
103,1-8820,19
104,1-8267,18
105,1-1258,21
106,MLG69,12
107,1-6971,8
108,1-9731,14
109,1-9768,7
110,72-18936,16
111,1-19897,1
112,1-10698,4
113,1-4499,2
114,1-7496,18
115,1-3178,12
116,1-20047,12
117,1-0358,1
118,1-6543,14
119,1-5929,10
120,1-10232,16
121,1-7070,5
122,MLG42,5
123,MLG55,13
124,1-8427,16
125,1-8622,9
126,1-8488,18
127,1-9643,10
128,1-19286,3
129,1-2573,20
130,1-1833,7
131,1-9283,13
132,1-9110,2
133,1-8576,9
134,1-9465,12
135,1-9712,8
136,1-9549,3
137,1-1972,14
138,1-5515,5
139,1-7863,21
140,1-2294,19
141,MLG45,14
142,P-16454,16
143,1-8928,13
144,1-7744,5
145,MLG06,4
146,1-7453,6
147,1-17657,8
148,1-0001,8
149,MLG58,1
150,1-7005,20
151,1-9870,4
152,1-9500,7
153,1-1350,13
154,1-18994,2
155,1-9447,8
156,1-8634,6
157,1-6061,3
158,1-7599,12
159,1-10696,18
160,1-19813,5
