,Exam Group,Exam Block
0,72-0103,6
1,1-9185,14
2,MLG17,14
3,1-8222,6
4,1-6240,5
5,1-5549,20
6,1-8021,9
7,1-8767,11
8,1-8181,1
9,1-8020,13
10,1-7964,7
11,1-9722,11
12,MLG84,4
13,1-9805,13
14,1-6098,22
15,1-8093,13
16,1-9955,9
17,1-18603,16
18,1-3521,3
19,1-2596,20
20,1-5167,11
21,1-3519,18
22,1-7995,12
23,1-2025,9
24,1-7140,6
25,1-9607,9
26,1-9907,5
27,1-18409,14
28,1-10071,7
29,1-18735,1
30,1-8418,4
31,1-8938,19
32,1-0022,5
33,1-7991,4
34,1-6642,7
35,1-2869,16
36,1-2714,11
37,1-5508,5
38,1-2104,10
39,1-7467,19
40,1-7722,4
41,1-7509,6
42,1-1207,14
43,1-8705,3
44,1-5214,12
45,1-9444,6
46,1-8566,6
47,1-19547,10
48,1-0405,7
49,1-2178,17
50,1-8174,5
51,1-9925,19
52,72-12387,7
53,1-9850,3
54,1-8125,10
55,1-8095,15
56,1-5877,3
57,1-1224,20
58,1-17733,2
59,1-9331,5
60,1-18202,11
61,1-7341,22
62,1-9818,9
63,1-7066,11
64,1-9674,20
65,1-8659,15
66,1-7536,4
67,1-7481,7
68,1-7845,1
69,1-18498,13
70,1-2584,8
71,1-6532,3
72,1-9614,5
73,1-5355,2
74,1-8124,13
75,1-8401,5
76,1-8541,21
77,1-2153,10
78,1-4088,13
79,1-9739,1
80,1-9115,1
81,1-7770,2
82,1-17645,7
83,1-18423,9
84,1-18714,2
85,1-8084,22
86,1-9345,5
87,MLG35,8
88,1-5626,16
89,1-18004,19
90,1-19222,1
91,72-12171,15
92,1-7807,12
93,1-20003,10
94,1-3083,11
95,1-3312,20
96,MLG37,13
97,1-9237,3
98,1-8127,10
99,1-5775,14
100,1-19598,1
101,1-9892,9
102,1-3564,11
103,1-8820,20
104,1-8267,12
105,1-1258,16
106,MLG69,8
107,1-6971,1
108,1-9731,12
109,1-9768,14
110,72-18936,1
111,1-19897,9
112,1-10698,8
113,1-4499,5
114,1-7496,12
115,1-3178,7
116,1-20047,17
117,1-0358,3
118,1-6543,4
119,1-5929,1
120,1-10232,17
121,1-7070,8
122,MLG42,14
123,MLG55,13
124,1-8427,18
125,1-8622,6
126,1-8488,17
127,1-9643,14
128,1-19286,15
129,1-2573,10
130,1-1833,14
131,1-9283,8
132,1-9110,4
133,1-8576,6
134,1-9465,3
135,1-9712,6
136,1-9549,13
137,1-1972,18
138,1-5515,11
139,1-7863,16
140,1-2294,21
141,MLG45,4
142,P-16454,9
143,1-8928,9
144,1-7744,16
145,MLG06,1
146,1-7453,3
147,1-17657,8
148,1-0001,11
149,MLG58,4
150,1-7005,10
151,1-9870,2
152,1-9500,15
153,1-1350,4
154,1-18994,11
155,1-9447,9
156,1-8634,11
157,1-6061,15
158,1-7599,11
159,1-10696,8
160,1-19813,7
161,MLG41,19
162,1-8067,20
163,1-9137,9
164,1-9740,21
165,1-7721,6
166,MLG40,9
167,1-4929,3
168,1-9655,12
169,1-9606,21
170,1-5043,16
171,1-8100,21
172,1-8573,15
173,1-9588,7
174,MLG38,2
175,1-4910,1
176,1-8042,5
177,1-10948,19
178,1-7525,7
179,1-4052,2
180,1-0037,16
181,1-8641,1
182,1-7752,16
183,1-9496,3
184,1-8074,2
185,1-8906,15
186,72-11994,1
187,1-7321,11
188,1-20167,22
189,1-9156,9
190,1-2382,1
191,1-8328,12
192,1-9770,9
193,1-9553,19
194,1-9253,18
195,1-2670,1
196,1-9646,18
197,1-8646,1
198,1-9839,8
199,MLG39,2
200,1-4634,6
201,1-9902,6
202,1-8988,6
203,1-1250,15
204,1-9733,2
205,1-8018,4
206,1-9752,6
207,1-7058,15
208,1-10468,20
209,1-9938,20
210,1-7842,13
211,1-5406,5
212,1-10922,9
213,1-18563,6
214,1-0053,22
215,1-19839,4
216,1-9887,6
217,1-9630,1
218,1-9416,10
219,1-5653,2
220,MLG73,6
221,1-8023,14
222,1-4149,4
223,1-0205,10
224,1-9227,10
225,1-9650,15
226,1-9996,8
227,1-3068,3
228,1-17835,12
229,1-4361,5
230,1-3089,15
231,1-8450,21
232,1-18371,14
233,MLG07,12
234,MLG29,22
235,1-8113,8
236,1-7024,14
237,1-9667,6
238,1-9855,13
239,1-7042,12
240,MLG33,18
241,1-19448,17
242,1-20791,7
243,1-1015,12
244,MLG57,5
245,1-6647,2
246,MLG56,21
247,1-20467,14
248,1-2400,4
249,1-6931,13
250,1-9333,3
251,1-7268,2
252,1-21195,4
253,1-4649,7
254,1-8379,2
255,1-9946,5
256,1-9277,10
257,1-9504,14
258,1-9516,12
259,1-3596,8
260,1-0129,16
261,1-1942,7
262,1-8623,2
263,1-6927,20
264,P-0009,5
265,1-11330,17
266,1-2103,18
267,1-6181,6
268,MLG44,18
269,1-7839,4
270,1-1390,19
271,1-7897,9
272,1-1570,16
273,1-3589,7
274,1-0033,3
275,1-3216,8
276,1-9495,5
277,1-4051,21
278,1-10762,21
279,MLG43,19
280,1-7608,8
281,1-9995,2
282,1-1608,15
283,1-3535,9
284,1-4136,1
285,1-18615,21
286,1-3587,12
287,1-9836,14
288,1-8590,4
289,1-1592,17
290,1-8341,10
291,MLG02,6
292,1-9997,22
293,1-8066,6
294,1-3509,6
295,1-3639,15
296,1-9404,20
297,1-8352,2
298,1-7019,3
299,MLG54,7
300,1-4020,15
301,1-1177,3
302,MLG51,5
303,1-8157,2
304,1-19004,13
305,1-7866,11
306,1-18377,7
307,1-5530,19
308,1-6743,2
309,1-3516,12
310,1-4855,8
311,1-20578,1
312,1-3108,8
313,1-7521,4
314,1-3139,10
315,1-1769,1
316,1-7441,7
317,1-10978,10
318,1-2324,14
319,1-3584,22
320,MLG13,10
321,1-5172,16
322,1-0296,7
323,1-3647,7
324,1-6734,2
325,1-19924,8
326,1-8826,12
327,P-16616,9
328,1-9497,22
329,1-1317,20
330,1-4531,10
331,MLG75,17
332,MLG78,18
333,1-11329,14
334,1-20641,3
335,1-8910,10
336,1-1827,10
337,1-18613,2
338,1-6296,6
339,1-3523,11
340,1-3362,12
341,1-0031,18
342,MLG65,8
343,1-4319,20
344,1-6035,3
345,1-1131,7
346,MLG32,1
347,1-8188,1
348,1-17758,20
349,1-3052,10
350,1-2282,15
351,1-19229,20
352,MLG63,18
353,MLG50,21
354,1-9417,1
355,1-9498,18
356,1-9761,10
357,1-4760,7
358,1-9831,3
359,1-4417,6
360,1-6611,12
361,1-0008,8
362,1-1462,10
363,1-10785,16
364,1-7682,2
365,MLG48,15
366,1-5163,4
367,1-8544,13
368,1-5197,20
369,1-6594,15
370,MLG62,19
371,1-1580,11
372,1-6916,17
373,1-6918,12
374,1-6919,22
375,MLG14,19
376,1-7874,16
377,1-7213,3
378,1-6561,16
379,1-4640,12
380,1-7004,12
381,1-2335,2
382,1-18558,11
383,1-8551,12
384,1-9270,16
385,1-6974,13
386,MLG68,17
387,1-10539,8
388,MLG49,13
389,1-0278,7
390,MLG64,18
391,MLG30,6
392,1-9609,2
393,1-7819,14
394,1-2423,6
395,1-6787,18
396,1-9963,16
397,1-9808,6
398,1-0303,13
399,MLG60,17
400,1-18709,17
401,1-7204,15
402,1-5744,10
403,1-1770,5
404,1-4682,1
405,1-3104,21
406,1-17907,12
407,1-8421,16
408,MLG53,13
409,1-9645,7
410,MLG12,1
411,MLG15,21
412,1-6858,19
413,1-8314,2
414,1-8285,18
415,1-1957,9
416,1-18203,4
417,1-10451,1
418,1-6216,11
419,1-6692,9
420,1-8172,9
421,1-8398,5
422,1-6878,6
423,1-7122,4
424,1-4700,17
425,1-6006,10
426,1-4355,11
427,1-9379,19
428,1-2701,4
429,1-6693,22
430,1-3141,16
431,1-7614,2
432,1-6914,15
433,1-5654,7
434,MLG59,3
435,1-9610,9
436,1-5161,13
437,1-6980,16
438,MLG10,3
439,MLG72,1
440,MLG52,3
441,1-19166,8
442,MLG11,20
443,1-3447,7
444,1-3217,9
445,1-6538,9
446,1-3534,12
447,1-7152,1
448,1-3106,13
449,1-1935,21
450,1-2297,20
451,1-4098,17
452,1-8529,14
453,1-8397,16
454,1-0272,12
455,1-17790,20
456,1-8186,13
457,1-8503,4
458,1-7182,19
459,1-2545,11
460,1-7993,10
461,1-9651,7
462,1-1183,2
463,1-1989,9
464,1-10060,1
465,1-5913,9
466,1-5981,18
467,1-13247,4
468,1-6228,17
469,1-8578,20
470,1-1204,1
471,1-9794,14
472,1-9518,8
473,1-9452,4
474,1-8400,18
475,1-18234,8
476,1-19205,5
477,1-9055,10
478,1-9394,15
479,1-9286,13
480,1-1005,22
481,1-10038,14
482,1-4390,10
483,1-9491,4
484,MLG31,1
485,1-5980,1
486,1-8678,17
487,1-6900,19
488,1-11350,11
489,1-9578,5
490,1-3551,18
491,MLG09,8
492,1-6028,5
493,1-1836,1
494,1-3265,11
495,MLG08,19
496,1-3176,16
497,1-8493,19
498,1-19915,2
499,1-8627,3
500,1-0292,6
501,1-18487,17
502,1-20012,11
503,1-9076,3
504,1-5425,8
505,1-4747,4
506,1-6227,18
507,1-6909,8
508,1-8532,17
509,1-18935,19
510,1-3206,1
511,1-9697,16
512,1-3033,5
513,1-8094,1
514,1-11206,20
515,1-6531,4
516,1-5036,7
517,1-18028,21
518,1-1850,19
519,1-4926,18
520,1-2034,14
521,1-19549,1
522,1-5282,1
523,1-9861,19
524,1-9338,17
525,1-3175,11
526,1-5002,22
527,1-5531,3
528,1-6718,5
529,1-6217,3
530,1-4847,17
531,1-5891,17
532,1-19447,5
533,1-7530,12
534,1-9457,15
535,1-5990,2
536,1-9971,21
537,1-4494,2
538,1-9576,8
539,1-9436,7
540,1-5413,4
541,1-5424,5
542,1-1191,15
543,1-5803,3
544,1-5799,4
545,1-19567,1
546,1-7527,3
547,MLG67,18
548,1-3087,2
549,1-4842,15
550,1-19568,14
551,1-9838,17
552,MLG46,3
553,1-5555,5
554,1-10444,6
555,1-3646,5
556,1-10951,14
557,1-9806,7
558,1-0055,5
559,1-5914,3
560,1-0027,22
561,1-9455,13
562,1-0003,2
563,1-21192,11
564,1-9034,11
565,1-19927,13
