,Exam Group,Exam Block
0,72-0103,16
1,1-9185,12
2,MLG17,17
3,1-8222,5
4,1-6240,12
5,1-5549,5
6,1-8021,1
7,1-8767,10
8,1-8181,9
9,1-8020,1
10,1-7964,20
11,1-9722,17
12,MLG84,10
13,1-9805,20
14,1-6098,18
15,1-8093,3
16,1-9955,8
17,1-18603,9
18,1-3521,1
19,1-2596,11
20,1-5167,2
21,1-3519,3
22,1-7995,13
23,1-2025,6
24,1-7140,8
25,1-9607,3
26,1-9907,8
27,1-18409,6
28,1-10071,4
29,1-18735,13
30,1-8418,6
31,1-8938,7
32,1-0022,18
33,1-7991,6
34,1-6642,4
35,1-2869,18
36,1-2714,3
37,1-5508,12
38,1-2104,9
39,1-7467,1
40,1-7722,11
41,1-7509,6
42,1-1207,15
43,1-8705,9
44,1-5214,11
45,1-9444,16
46,1-8566,7
47,1-19547,10
48,1-0405,1
49,1-2178,15
50,1-8174,16
51,1-9925,5
52,72-12387,1
53,1-9850,2
54,1-8125,5
55,1-8095,15
56,1-5877,2
57,1-1224,3
58,1-17733,2
59,1-9331,18
60,1-18202,4
61,1-7341,9
62,1-9818,3
63,1-7066,18
64,1-9674,3
65,1-8659,15
66,1-7536,15
67,1-7481,1
68,1-7845,5
69,1-18498,12
70,1-2584,2
71,1-6532,2
72,1-9614,14
73,1-5355,2
74,1-8124,20
75,1-8401,2
76,1-8541,17
77,1-2153,6
78,1-4088,1
79,1-9739,5
80,1-9115,12
81,1-7770,19
82,1-17645,1
83,1-18423,2
84,1-18714,17
85,1-8084,20
86,1-9345,18
87,MLG35,5
88,1-5626,4
89,1-18004,10
90,1-19222,9
91,72-12171,9
92,1-7807,16
93,1-20003,16
94,1-3083,3
95,1-3312,3
96,MLG37,14
97,1-9237,20
98,1-8127,7
99,1-5775,20
100,1-19598,6
101,1-9892,4
102,1-3564,15
103,1-8820,8
104,1-8267,6
105,1-1258,11
106,MLG69,16
107,1-6971,13
108,1-9731,15
109,1-9768,8
110,72-18936,15
111,1-19897,7
112,1-10698,18
113,1-4499,7
114,1-7496,10
115,1-3178,15
116,1-20047,18
117,1-0358,1
118,1-6543,1
119,1-5929,14
120,1-10232,2
121,1-7070,12
