,Exam Group,Exam Block
0,72-0103,15
1,1-9185,8
2,MLG17,4
3,1-8222,5
4,1-6240,6
5,1-5549,20
6,1-8021,10
7,1-8767,8
8,1-8181,9
9,1-8020,13
10,1-7964,13
11,1-9722,2
12,MLG84,7
13,1-9805,18
14,1-6098,9
15,1-8093,7
16,1-9955,6
17,1-18603,6
18,1-3521,17
19,1-2596,10
20,1-5167,20
21,1-3519,8
22,1-7995,3
23,1-2025,17
24,1-7140,13
25,1-9607,13
26,1-9907,3
27,1-18409,8
28,1-10071,17
29,1-18735,10
30,1-8418,13
31,1-8938,6
32,1-0022,8
33,1-7991,20
34,1-6642,14
35,1-2869,6
36,1-2714,2
37,1-5508,15
38,1-2104,14
39,1-7467,3
40,1-7722,11
41,1-7509,4
42,1-1207,1
43,1-8705,15
44,1-5214,18
45,1-9444,2
46,1-8566,12
47,1-19547,17
48,1-0405,14
49,1-2178,10
50,1-8174,11
51,1-9925,17
52,72-12387,4
53,1-9850,5
54,1-8125,1
55,1-8095,5
56,1-5877,5
57,1-1224,1
58,1-17733,14
59,1-9331,15
60,1-18202,10
61,1-7341,8
62,1-9818,16
63,1-7066,1
64,1-9674,3
65,1-8659,12
66,1-7536,6
67,1-7481,20
68,1-7845,12
69,1-18498,17
70,1-2584,18
71,1-6532,1
72,1-9614,9
73,1-5355,18
74,1-8124,14
75,1-8401,6
76,1-8541,15
77,1-2153,17
78,1-4088,3
79,1-9739,7
80,1-9115,9
81,1-7770,7
82,1-17645,10
83,1-18423,5
84,1-18714,10
85,1-8084,9
86,1-9345,9
87,MLG35,4
88,1-5626,19
89,1-18004,1
90,1-19222,8
91,72-12171,5
92,1-7807,11
93,1-20003,5
94,1-3083,2
95,1-3312,10
96,MLG37,15
97,1-9237,2
98,1-8127,15
99,1-5775,18
100,1-19598,12
101,1-9892,4
102,1-3564,2
103,1-8820,1
104,1-8267,11
105,1-1258,19
106,MLG69,12
107,1-6971,7
108,1-9731,1
109,1-9768,18
110,72-18936,3
111,1-19897,9
112,1-10698,16
113,1-4499,4
114,1-7496,11
115,1-3178,12
116,1-20047,2
117,1-0358,14
118,1-6543,7
119,1-5929,10
120,1-10232,16
121,1-7070,14
122,MLG42,6
123,MLG55,20
124,1-8427,14
125,1-8622,20
126,1-8488,3
127,1-9643,8
128,1-19286,9
129,1-2573,4
130,1-1833,17
131,1-9283,20
132,1-9110,13
133,1-8576,2
134,1-9465,6
135,1-9712,6
136,1-9549,8
137,1-1972,18
138,1-5515,11
139,1-7863,19
140,1-2294,16
141,MLG45,6
142,P-16454,5
143,1-8928,4
144,1-7744,15
145,MLG06,11
146,1-7453,6
147,1-17657,8
148,1-0001,2
149,MLG58,16
150,1-7005,5
151,1-9870,9
152,1-9500,12
153,1-1350,15
154,1-18994,14
155,1-9447,3
156,1-8634,2
157,1-6061,9
158,1-7599,15
159,1-10696,16
160,1-19813,7
161,MLG41,2
162,1-8067,10
163,1-9137,1
164,1-9740,2
165,1-7721,7
166,MLG40,2
167,1-4929,3
168,1-9655,11
169,1-9606,15
170,1-5043,19
171,1-8100,12
172,1-8573,10
173,1-9588,17
174,MLG38,2
175,1-4910,7
176,1-8042,1
177,1-10948,12
178,1-7525,14
179,1-4052,6
180,1-0037,10
181,1-8641,10
182,1-7752,18
183,1-9496,9
184,1-8074,8
185,1-8906,12
186,72-11994,3
187,1-7321,14
188,1-20167,9
189,1-9156,17
190,1-2382,2
191,1-8328,3
192,1-9770,8
193,1-9553,5
194,1-9253,7
195,1-2670,10
196,1-9646,2
197,1-8646,8
198,1-9839,15
199,MLG39,2
200,1-4634,9
201,1-9902,18
202,1-8988,13
203,1-1250,7
204,1-9733,3
205,1-8018,4
206,1-9752,4
207,1-7058,18
208,1-10468,10
209,1-9938,1
210,1-7842,6
211,1-5406,15
212,1-10922,13
213,1-18563,16
214,1-0053,9
215,1-19839,14
216,1-9887,18
217,1-9630,19
218,1-9416,11
219,1-5653,5
220,MLG73,8
221,1-8023,19
