,Exam Group,Exam Block
0,72-0103,10
1,1-9185,4
2,MLG17,9
3,1-8222,16
4,1-6240,22
5,1-5549,1
6,1-8021,9
7,1-8767,1
8,1-8181,4
9,1-8020,5
10,1-7964,22
11,1-9722,1
12,MLG84,21
13,1-9805,13
14,1-6098,5
15,1-8093,3
16,1-9955,3
17,1-18603,5
18,1-3521,2
19,1-2596,1
20,1-5167,11
21,1-3519,9
22,1-7995,1
23,1-2025,5
24,1-7140,6
25,1-9607,18
26,1-9907,10
27,1-18409,2
28,1-10071,1
29,1-18735,4
30,1-8418,12
31,1-8938,22
32,1-0022,1
33,1-7991,17
34,1-6642,1
35,1-2869,5
36,1-2714,16
37,1-5508,21
38,1-2104,2
39,1-7467,17
40,1-7722,2
41,1-7509,11
42,1-1207,19
43,1-8705,2
44,1-5214,5
45,1-9444,22
46,1-8566,2
47,1-19547,9
48,1-0405,3
49,1-2178,20
50,1-8174,7
51,1-9925,5
52,72-12387,8
53,1-9850,2
54,1-8125,8
55,1-8095,2
56,1-5877,15
57,1-1224,11
58,1-17733,16
59,1-9331,4
60,1-18202,5
61,1-7341,10
62,1-9818,4
63,1-7066,4
64,1-9674,11
65,1-8659,14
66,1-7536,15
67,1-7481,19
68,1-7845,3
69,1-18498,20
70,1-2584,2
71,1-6532,15
72,1-9614,17
73,1-5355,8
74,1-8124,17
75,1-8401,4
76,1-8541,3
77,1-2153,5
78,1-4088,11
79,1-9739,2
80,1-9115,1
81,1-7770,18
82,1-17645,2
83,1-18423,7
84,1-18714,20
85,1-8084,5
86,1-9345,11
87,MLG35,2
88,1-5626,8
89,1-18004,18
90,1-19222,2
91,72-12171,4
92,1-7807,18
93,1-20003,14
94,1-3083,16
95,1-3312,11
96,MLG37,11
97,1-9237,18
98,1-8127,4
99,1-5775,12
100,1-19598,1
101,1-9892,1
102,1-3564,17
103,1-8820,17
104,1-8267,10
105,1-1258,15
106,MLG69,21
107,1-6971,2
108,1-9731,16
109,1-9768,19
110,72-18936,2
111,1-19897,18
112,1-10698,3
113,1-4499,7
114,1-7496,1
115,1-3178,3
116,1-20047,8
117,1-0358,19
118,1-6543,1
119,1-5929,2
120,1-10232,1
121,1-7070,1
122,MLG42,8
123,MLG55,10
124,1-8427,17
125,1-8622,3
126,1-8488,9
127,1-9643,2
128,1-19286,4
129,1-2573,19
130,1-1833,19
131,1-9283,17
132,1-9110,4
133,1-8576,15
134,1-9465,2
135,1-9712,1
136,1-9549,2
137,1-1972,20
138,1-5515,7
139,1-7863,15
140,1-2294,16
141,MLG45,4
142,P-16454,3
143,1-8928,9
144,1-7744,6
145,MLG06,12
146,1-7453,3
147,1-17657,20
148,1-0001,8
149,MLG58,12
150,1-7005,20
