,Exam Group,Exam Block
0,72-0103,10
1,1-9185,4
2,MLG17,13
3,1-8222,6
4,1-6240,18
5,1-5549,9
6,1-8021,8
7,1-8767,1
8,1-8181,6
9,1-8020,19
10,1-7964,11
11,1-9722,22
12,MLG84,3
13,1-9805,21
14,1-6098,6
15,1-8093,14
16,1-9955,11
17,1-18603,6
18,1-3521,19
19,1-2596,12
20,1-5167,9
21,1-3519,17
22,1-7995,5
23,1-2025,8
24,1-7140,12
25,1-9607,19
26,1-9907,4
27,1-18409,18
28,1-10071,12
29,1-18735,8
30,1-8418,2
31,1-8938,2
32,1-0022,11
33,1-7991,8
34,1-6642,1
35,1-2869,17
36,1-2714,14
37,1-5508,13
38,1-2104,10
39,1-7467,17
40,1-7722,3
41,1-7509,3
42,1-1207,4
43,1-8705,15
44,1-5214,1
45,1-9444,11
46,1-8566,15
47,1-19547,1
48,1-0405,6
49,1-2178,8
50,1-8174,9
51,1-9925,19
52,72-12387,6
53,1-9850,2
54,1-8125,3
55,1-8095,21
56,1-5877,13
57,1-1224,9
58,1-17733,9
59,1-9331,2
60,1-18202,8
61,1-7341,3
62,1-9818,10
63,1-7066,6
64,1-9674,9
65,1-8659,4
66,1-7536,3
67,1-7481,10
68,1-7845,8
69,1-18498,6
70,1-2584,1
71,1-6532,1
72,1-9614,5
73,1-5355,2
74,1-8124,2
75,1-8401,19
76,1-8541,21
77,1-2153,10
78,1-4088,1
79,1-9739,14
80,1-9115,3
81,1-7770,3
82,1-17645,1
83,1-18423,8
84,1-18714,14
85,1-8084,6
86,1-9345,7
87,MLG35,5
88,1-5626,3
89,1-18004,9
90,1-19222,13
91,72-12171,18
92,1-7807,13
93,1-20003,4
94,1-3083,1
95,1-3312,9
96,MLG37,7
97,1-9237,20
98,1-8127,2
99,1-5775,22
100,1-19598,8
101,1-9892,4
102,1-3564,1
103,1-8820,9
104,1-8267,13
105,1-1258,20
106,MLG69,14
107,1-6971,8
108,1-9731,6
109,1-9768,22
110,72-18936,1
111,1-19897,7
112,1-10698,15
113,1-4499,16
114,1-7496,8
115,1-3178,19
116,1-20047,17
117,1-0358,18
118,1-6543,8
119,1-5929,19
120,1-10232,8
121,1-7070,18
122,MLG42,15
123,MLG55,7
124,1-8427,4
125,1-8622,12
126,1-8488,5
127,1-9643,4
128,1-19286,21
129,1-2573,10
130,1-1833,7
131,1-9283,18
132,1-9110,5
133,1-8576,2
134,1-9465,14
135,1-9712,19
136,1-9549,21
137,1-1972,7
138,1-5515,18
139,1-7863,20
140,1-2294,9
141,MLG45,5
142,P-16454,7
143,1-8928,5
144,1-7744,17
145,MLG06,13
146,1-7453,1
147,1-17657,7
148,1-0001,21
149,MLG58,2
150,1-7005,10
