,Exam Group,Exam Block
0,72-0103,20
1,1-9185,2
2,MLG17,13
3,1-8222,7
4,1-6240,21
5,1-5549,2
6,1-8021,4
7,1-8767,2
8,1-8181,2
9,1-8020,4
10,1-7964,3
11,1-9722,10
12,MLG84,16
13,1-9805,18
14,1-6098,11
15,1-8093,1
16,1-9955,1
17,1-18603,3
18,1-3521,2
19,1-2596,7
20,1-5167,1
21,1-3519,14
22,1-7995,12
23,1-2025,12
24,1-7140,19
25,1-9607,2
26,1-9907,7
27,1-18409,17
28,1-10071,13
29,1-18735,4
30,1-8418,3
31,1-8938,17
32,1-0022,1
33,1-7991,10
34,1-6642,1
35,1-2869,2
36,1-2714,2
37,1-5508,5
38,1-2104,1
39,1-7467,9
40,1-7722,3
41,1-7509,2
42,1-1207,5
43,1-8705,2
44,1-5214,22
45,1-9444,14
46,1-8566,5
47,1-19547,10
48,1-0405,8
49,1-2178,5
50,1-8174,2
51,1-9925,2
52,72-12387,7
53,1-9850,5
54,1-8125,1
55,1-8095,5
56,1-5877,11
57,1-1224,11
58,1-17733,16
59,1-9331,5
60,1-18202,6
61,1-7341,9
62,1-9818,5
63,1-7066,1
64,1-9674,8
65,1-8659,8
66,1-7536,20
67,1-7481,12
68,1-7845,3
69,1-18498,22
70,1-2584,21
71,1-6532,8
72,1-9614,2
73,1-5355,14
74,1-8124,10
75,1-8401,11
76,1-8541,4
77,1-2153,7
78,1-4088,15
79,1-9739,9
80,1-9115,10
81,1-7770,6
82,1-17645,6
83,1-18423,1
84,1-18714,7
85,1-8084,1
86,1-9345,4
87,MLG35,12
88,1-5626,16
89,1-18004,3
90,1-19222,5
91,72-12171,5
92,1-7807,4
93,1-20003,1
94,1-3083,9
95,1-3312,11
96,MLG37,20
97,1-9237,9
98,1-8127,5
99,1-5775,2
100,1-19598,1
101,1-9892,14
102,1-3564,17
103,1-8820,19
104,1-8267,14
105,1-1258,20
106,MLG69,12
107,1-6971,1
108,1-9731,11
109,1-9768,13
110,72-18936,11
111,1-19897,15
112,1-10698,9
113,1-4499,7
114,1-7496,14
115,1-3178,2
116,1-20047,13
117,1-0358,1
118,1-6543,2
119,1-5929,2
120,1-10232,5
121,1-7070,6
122,MLG42,13
123,MLG55,22
124,1-8427,3
125,1-8622,4
126,1-8488,3
127,1-9643,4
128,1-19286,10
129,1-2573,7
130,1-1833,18
131,1-9283,3
132,1-9110,6
133,1-8576,17
134,1-9465,9
135,1-9712,19
136,1-9549,2
137,1-1972,4
138,1-5515,1
139,1-7863,22
140,1-2294,16
141,MLG45,1
142,P-16454,2
143,1-8928,4
144,1-7744,7
145,MLG06,21
146,1-7453,15
147,1-17657,9
148,1-0001,5
149,MLG58,10
150,1-7005,19
151,1-9870,18
152,1-9500,3
153,1-1350,5
154,1-18994,17
155,1-9447,1
156,1-8634,13
157,1-6061,9
158,1-7599,7
159,1-10696,8
160,1-19813,1
161,MLG41,22
162,1-8067,17
163,1-9137,6
164,1-9740,7
165,1-7721,2
166,MLG40,1
167,1-4929,11
168,1-9655,3
169,1-9606,7
170,1-5043,10
171,1-8100,1
172,1-8573,15
173,1-9588,7
174,MLG38,16
175,1-4910,2
176,1-8042,18
177,1-10948,5
178,1-7525,2
179,1-4052,18
180,1-0037,7
181,1-8641,4
182,1-7752,12
183,1-9496,9
184,1-8074,3
185,1-8906,2
186,72-11994,1
187,1-7321,4
188,1-20167,11
189,1-9156,15
190,1-2382,16
191,1-8328,20
192,1-9770,16
193,1-9553,15
194,1-9253,11
195,1-2670,2
196,1-9646,10
197,1-8646,11
198,1-9839,2
199,MLG39,22
200,1-4634,4
201,1-9902,1
202,1-8988,9
203,1-1250,17
204,1-9733,3
205,1-8018,3
206,1-9752,19
207,1-7058,2
208,1-10468,21
209,1-9938,18
210,1-7842,21
211,1-5406,13
212,1-10922,11
213,1-18563,15
214,1-0053,13
215,1-19839,5
216,1-9887,13
217,1-9630,8
218,1-9416,5
219,1-5653,8
220,MLG73,1
221,1-8023,10
222,1-4149,1
223,1-0205,6
224,1-9227,5
225,1-9650,22
226,1-9996,10
227,1-3068,4
228,1-17835,2
229,1-4361,18
230,1-3089,8
231,1-8450,12
232,1-18371,6
233,MLG07,5
234,MLG29,21
235,1-8113,8
236,1-7024,20
237,1-9667,10
238,1-9855,20
239,1-7042,7
240,MLG33,1
241,1-19448,11
242,1-20791,5
243,1-1015,7
244,MLG57,20
245,1-6647,12
246,MLG56,4
247,1-20467,17
248,1-2400,8
249,1-6931,5
250,1-9333,9
251,1-7268,21
252,1-21195,6
253,1-4649,12
254,1-8379,1
255,1-9946,21
256,1-9277,2
257,1-9504,16
258,1-9516,10
259,1-3596,15
260,1-0129,4
261,1-1942,3
262,1-8623,3
263,1-6927,18
264,P-0009,1
265,1-11330,8
266,1-2103,14
267,1-6181,19
268,MLG44,18
269,1-7839,13
270,1-1390,22
271,1-7897,10
272,1-1570,17
273,1-3589,7
274,1-0033,10
275,1-3216,6
276,1-9495,10
277,1-4051,19
278,1-10762,11
279,MLG43,1
280,1-7608,21
281,1-9995,2
282,1-1608,10
283,1-3535,11
284,1-4136,7
285,1-18615,1
286,1-3587,14
287,1-9836,3
288,1-8590,18
289,1-1592,3
290,1-8341,5
291,MLG02,20
292,1-9997,11
293,1-8066,3
294,1-3509,20
295,1-3639,16
296,1-9404,16
297,1-8352,2
298,1-7019,18
299,MLG54,13
300,1-4020,18
301,1-1177,6
302,MLG51,15
303,1-8157,3
304,1-19004,3
305,1-7866,13
306,1-18377,12
307,1-5530,3
308,1-6743,4
309,1-3516,7
310,1-4855,1
311,1-20578,14
312,1-3108,2
313,1-7521,1
314,1-3139,5
315,1-1769,2
316,1-7441,16
317,1-10978,12
318,1-2324,19
319,1-3584,22
320,MLG13,21
321,1-5172,14
322,1-0296,22
323,1-3647,1
324,1-6734,8
325,1-19924,8
326,1-8826,6
327,P-16616,1
328,1-9497,1
329,1-1317,2
330,1-4531,11
331,MLG75,1
332,MLG78,7
333,1-11329,1
334,1-20641,1
335,1-8910,10
336,1-1827,3
337,1-18613,6
338,1-6296,19
339,1-3523,17
340,1-3362,13
341,1-0031,17
342,MLG65,6
343,1-4319,14
344,1-6035,9
345,1-1131,16
346,MLG32,1
347,1-8188,3
348,1-17758,8
349,1-3052,6
350,1-2282,15
351,1-19229,17
352,MLG63,13
353,MLG50,7
354,1-9417,9
355,1-9498,10
356,1-9761,10
357,1-4760,3
358,1-9831,17
359,1-4417,16
360,1-6611,9
361,1-0008,19
362,1-1462,6
363,1-10785,20
364,1-7682,5
365,MLG48,8
366,1-5163,5
367,1-8544,7
368,1-5197,18
369,1-6594,6
370,MLG62,3
371,1-1580,13
372,1-6916,1
373,1-6918,10
374,1-6919,6
375,MLG14,5
376,1-7874,6
377,1-7213,1
378,1-6561,14
379,1-4640,4
380,1-7004,7
381,1-2335,22
382,1-18558,15
383,1-8551,18
384,1-9270,20
385,1-6974,15
386,MLG68,17
387,1-10539,2
388,MLG49,10
389,1-0278,12
390,MLG64,19
391,MLG30,15
392,1-9609,1
393,1-7819,2
394,1-2423,14
395,1-6787,1
396,1-9963,17
397,1-9808,9
398,1-0303,20
399,MLG60,12
400,1-18709,2
401,1-7204,16
402,1-5744,1
403,1-1770,15
404,1-4682,9
405,1-3104,5
406,1-17907,8
407,1-8421,20
408,MLG53,7
409,1-9645,8
410,MLG12,3
411,MLG15,18
412,1-6858,10
413,1-8314,17
414,1-8285,2
415,1-1957,22
416,1-18203,15
417,1-10451,7
418,1-6216,3
419,1-6692,22
420,1-8172,20
421,1-8398,10
422,1-6878,18
423,1-7122,3
424,1-4700,2
425,1-6006,8
426,1-4355,9
427,1-9379,12
428,1-2701,3
429,1-6693,4
430,1-3141,8
431,1-7614,5
432,1-6914,9
433,1-5654,17
434,MLG59,4
435,1-9610,1
436,1-5161,14
437,1-6980,4
438,MLG10,14
439,MLG72,21
440,MLG52,2
441,1-19166,2
442,MLG11,10
443,1-3447,11
444,1-3217,1
445,1-6538,13
446,1-3534,12
447,1-7152,16
448,1-3106,4
449,1-1935,3
450,1-2297,6
451,1-4098,21
452,1-8529,14
453,1-8397,16
454,1-0272,12
455,1-17790,19
456,1-8186,1
457,1-8503,1
458,1-7182,6
459,1-2545,16
460,1-7993,1
461,1-9651,1
462,1-1183,5
463,1-1989,1
464,1-10060,2
465,1-5913,19
466,1-5981,3
467,1-13247,21
468,1-6228,17
469,1-8578,1
470,1-1204,1
471,1-9794,22
472,1-9518,16
473,1-9452,3
474,1-8400,21
475,1-18234,3
476,1-19205,10
477,1-9055,1
478,1-9394,22
479,1-9286,8
480,1-1005,10
481,1-10038,6
482,1-4390,22
483,1-9491,14
484,MLG31,1
485,1-5980,9
486,1-8678,13
487,1-6900,13
488,1-11350,12
489,1-9578,15
490,1-3551,19
491,MLG09,7
492,1-6028,1
493,1-1836,9
494,1-3265,9
495,MLG08,8
496,1-3176,21
497,1-8493,8
498,1-19915,14
499,1-8627,8
500,1-0292,18
501,1-18487,17
502,1-20012,1
503,1-9076,3
504,1-5425,4
505,1-4747,20
506,1-6227,1
507,1-6909,4
508,1-8532,4
509,1-18935,13
510,1-3206,9
511,1-9697,9
512,1-3033,4
513,1-8094,18
514,1-11206,14
515,1-6531,10
516,1-5036,7
517,1-18028,9
518,1-1850,3
519,1-4926,19
520,1-2034,9
521,1-19549,9
522,1-5282,3
523,1-9861,6
524,1-9338,8
525,1-3175,15
526,1-5002,8
527,1-5531,6
528,1-6718,15
529,1-6217,4
530,1-4847,2
531,1-5891,12
532,1-19447,2
533,1-7530,21
534,1-9457,18
535,1-5990,6
536,1-9971,7
537,1-4494,2
538,1-9576,4
539,1-9436,1
540,1-5413,1
541,1-5424,1
542,1-1191,6
543,1-5803,1
544,1-5799,3
545,1-19567,1
546,1-7527,2
547,MLG67,19
548,1-3087,3
549,1-4842,6
550,1-19568,3
551,1-9838,12
552,MLG46,1
553,1-5555,1
554,1-10444,1
555,1-3646,4
556,1-10951,3
557,1-9806,3
558,1-0055,9
559,1-5914,15
560,1-0027,8
561,1-9455,8
562,1-0003,8
563,1-21192,11
564,1-9034,6
565,1-19927,16
