,Exam Group,Exam Block
0,72-0103,16
1,1-9185,12
2,MLG17,21
3,1-8222,18
4,1-6240,12
5,1-5549,1
6,1-8021,3
7,1-8767,18
8,1-8181,9
9,1-8020,18
10,1-7964,17
11,1-9722,2
12,MLG84,3
13,1-9805,15
14,1-6098,19
15,1-8093,4
16,1-9955,9
17,1-18603,15
18,1-3521,3
19,1-2596,8
20,1-5167,22
21,1-3519,2
22,1-7995,5
23,1-2025,8
24,1-7140,17
25,1-9607,15
26,1-9907,6
27,1-18409,11
28,1-10071,10
29,1-18735,12
30,1-8418,2
31,1-8938,6
32,1-0022,1
33,1-7991,15
34,1-6642,16
35,1-2869,1
36,1-2714,6
37,1-5508,20
38,1-2104,17
39,1-7467,18
40,1-7722,2
41,1-7509,19
42,1-1207,14
43,1-8705,1
44,1-5214,13
45,1-9444,18
46,1-8566,5
47,1-19547,7
48,1-0405,14
49,1-2178,1
50,1-8174,18
51,1-9925,13
52,72-12387,9
53,1-9850,14
54,1-8125,1
55,1-8095,2
56,1-5877,10
57,1-1224,10
58,1-17733,10
59,1-9331,7
60,1-18202,1
61,1-7341,2
62,1-9818,6
63,1-7066,18
64,1-9674,10
65,1-8659,5
66,1-7536,1
67,1-7481,22
68,1-7845,9
69,1-18498,8
70,1-2584,12
71,1-6532,8
72,1-9614,16
73,1-5355,8
74,1-8124,14
75,1-8401,4
76,1-8541,15
77,1-2153,14
78,1-4088,17
79,1-9739,3
80,1-9115,3
81,1-7770,19
82,1-17645,3
83,1-18423,4
84,1-18714,7
85,1-8084,7
86,1-9345,12
87,MLG35,8
88,1-5626,11
89,1-18004,4
90,1-19222,12
91,72-12171,11
92,1-7807,13
93,1-20003,1
94,1-3083,6
95,1-3312,19
96,MLG37,4
97,1-9237,5
98,1-8127,7
99,1-5775,18
100,1-19598,14
101,1-9892,20
102,1-3564,11
103,1-8820,10
104,1-8267,13
105,1-1258,12
106,MLG69,21
107,1-6971,4
108,1-9731,4
109,1-9768,20
110,72-18936,11
111,1-19897,9
112,1-10698,1
113,1-4499,5
114,1-7496,20
115,1-3178,4
116,1-20047,14
117,1-0358,1
118,1-6543,6
119,1-5929,1
120,1-10232,4
121,1-7070,12
