,Exam Group,Exam Block
0,72-0103,4
1,1-9185,13
2,MLG17,1
3,1-8222,3
4,1-6240,22
5,1-5549,21
6,1-8021,19
7,1-8767,6
8,1-8181,12
9,1-8020,19
10,1-7964,8
11,1-9722,19
12,MLG84,16
13,1-9805,8
14,1-6098,3
15,1-8093,6
16,1-9955,6
17,1-18603,7
18,1-3521,16
19,1-2596,6
20,1-5167,8
21,1-3519,18
22,1-7995,14
23,1-2025,16
24,1-7140,5
25,1-9607,18
26,1-9907,16
27,1-18409,14
28,1-10071,17
29,1-18735,3
30,1-8418,18
31,1-8938,3
32,1-0022,13
33,1-7991,15
34,1-6642,18
35,1-2869,2
36,1-2714,18
37,1-5508,1
38,1-2104,16
39,1-7467,21
40,1-7722,10
41,1-7509,13
42,1-1207,23
43,1-8705,4
44,1-5214,20
45,1-9444,19
46,1-8566,7
47,1-19547,4
48,1-0405,14
49,1-2178,3
50,1-8174,2
51,1-9925,10
52,72-12387,12
53,1-9850,20
54,1-8125,9
55,1-8095,4
56,1-5877,20
57,1-1224,10
58,1-17733,10
59,1-9331,16
60,1-18202,18
61,1-7341,8
62,1-9818,2
63,1-7066,3
64,1-9674,10
65,1-8659,12
66,1-7536,1
67,1-7481,6
68,1-7845,1
69,1-18498,8
70,1-2584,8
71,1-6532,20
72,1-9614,3
73,1-5355,14
74,1-8124,1
75,1-8401,14
76,1-8541,12
77,1-2153,2
78,1-4088,6
79,1-9739,19
80,1-9115,13
81,1-7770,14
82,1-17645,22
83,1-18423,9
84,1-18714,11
85,1-8084,3
86,1-9345,9
87,MLG35,20
88,1-5626,11
89,1-18004,4
90,1-19222,5
91,72-12171,6
92,1-7807,17
93,1-20003,12
94,1-3083,7
95,1-3312,10
96,MLG37,1
97,1-9237,1
98,1-8127,1
99,1-5775,14
100,1-19598,1
101,1-9892,7
102,1-3564,4
103,1-8820,10
104,1-8267,17
105,1-1258,11
106,MLG69,16
107,1-6971,12
108,1-9731,12
109,1-9768,7
110,72-18936,7
111,1-19897,1
112,1-10698,14
113,1-4499,7
114,1-7496,17
115,1-3178,8
116,1-20047,8
117,1-0358,8
118,1-6543,9
119,1-5929,9
120,1-10232,7
121,1-7070,13
122,MLG42,8
123,MLG55,22
124,1-8427,2
125,1-8622,9
126,1-8488,8
127,1-9643,2
128,1-19286,4
129,1-2573,20
130,1-1833,14
131,1-9283,2
132,1-9110,9
133,1-8576,5
134,1-9465,22
135,1-9712,2
136,1-9549,9
137,1-1972,18
138,1-5515,23
139,1-7863,11
140,1-2294,15
141,MLG45,14
142,P-16454,8
143,1-8928,11
144,1-7744,11
145,MLG06,21
146,1-7453,19
147,1-17657,22
148,1-0001,1
149,MLG58,1
150,1-7005,6
151,1-9870,6
152,1-9500,19
153,1-1350,22
154,1-18994,15
155,1-9447,1
156,1-8634,19
157,1-6061,3
158,1-7599,19
159,1-10696,6
160,1-19813,19
161,MLG41,12
162,1-8067,10
163,1-9137,9
164,1-9740,18
165,1-7721,7
166,MLG40,20
167,1-4929,21
168,1-9655,14
169,1-9606,3
170,1-5043,11
171,1-8100,17
172,1-8573,10
173,1-9588,15
174,MLG38,12
175,1-4910,9
176,1-8042,1
177,1-10948,8
178,1-7525,9
179,1-4052,23
180,1-0037,20
181,1-8641,10
182,1-7752,22
183,1-9496,3
184,1-8074,14
185,1-8906,7
186,72-11994,14
187,1-7321,12
188,1-20167,3
189,1-9156,14
190,1-2382,12
191,1-8328,17
192,1-9770,1
193,1-9553,6
194,1-9253,16
195,1-2670,19
196,1-9646,2
197,1-8646,14
198,1-9839,15
199,MLG39,12
200,1-4634,5
201,1-9902,5
202,1-8988,5
203,1-1250,18
204,1-9733,8
205,1-8018,21
206,1-9752,7
207,1-7058,4
208,1-10468,10
209,1-9938,10
210,1-7842,1
211,1-5406,6
212,1-10922,19
213,1-18563,10
214,1-0053,3
215,1-19839,5
216,1-9887,5
217,1-9630,11
218,1-9416,1
219,1-5653,1
220,MLG73,8
221,1-8023,1
222,1-4149,2
223,1-0205,6
224,1-9227,6
225,1-9650,9
226,1-9996,9
227,1-3068,17
228,1-17835,13
229,1-4361,19
230,1-3089,22
231,1-8450,12
232,1-18371,1
233,MLG07,16
234,MLG29,9
235,1-8113,3
236,1-7024,1
237,1-9667,9
238,1-9855,9
239,1-7042,6
240,MLG33,20
241,1-19448,14
242,1-20791,5
243,1-1015,17
244,MLG57,7
245,1-6647,13
246,MLG56,8
247,1-20467,23
248,1-2400,17
249,1-6931,19
250,1-9333,19
251,1-7268,15
252,1-21195,8
253,1-4649,13
254,1-8379,2
255,1-9946,14
256,1-9277,12
257,1-9504,1
258,1-9516,17
259,1-3596,16
260,1-0129,20
261,1-1942,4
262,1-8623,16
263,1-6927,10
264,P-0009,4
265,1-11330,13
266,1-2103,11
267,1-6181,5
268,MLG44,4
269,1-7839,12
270,1-1390,12
271,1-7897,19
272,1-1570,11
273,1-3589,2
274,1-0033,13
275,1-3216,2
276,1-9495,15
277,1-4051,9
278,1-10762,14
279,MLG43,21
280,1-7608,7
281,1-9995,5
282,1-1608,8
283,1-3535,2
284,1-4136,7
285,1-18615,7
286,1-3587,17
287,1-9836,1
288,1-8590,8
289,1-1592,14
290,1-8341,6
291,MLG02,5
292,1-9997,1
293,1-8066,5
294,1-3509,5
295,1-3639,14
296,1-9404,10
297,1-8352,16
298,1-7019,1
299,MLG54,13
300,1-4020,7
301,1-1177,5
302,MLG51,7
303,1-8157,15
304,1-19004,18
305,1-7866,19
306,1-18377,6
307,1-5530,1
308,1-6743,2
309,1-3516,17
310,1-4855,8
311,1-20578,17
312,1-3108,4
313,1-7521,2
314,1-3139,4
315,1-1769,10
316,1-7441,11
317,1-10978,8
318,1-2324,5
319,1-3584,3
320,MLG13,6
321,1-5172,11
322,1-0296,15
323,1-3647,14
324,1-6734,11
325,1-19924,4
326,1-8826,17
327,P-16616,4
328,1-9497,3
329,1-1317,10
330,1-4531,6
331,MLG75,9
332,MLG78,12
333,1-11329,13
334,1-20641,3
335,1-8910,16
336,1-1827,7
337,1-18613,4
338,1-6296,5
339,1-3523,15
340,1-3362,17
341,1-0031,11
342,MLG65,20
343,1-4319,10
344,1-6035,3
345,1-1131,18
346,MLG32,4
347,1-8188,7
348,1-17758,10
349,1-3052,6
350,1-2282,12
351,1-19229,4
352,MLG63,21
353,MLG50,13
354,1-9417,10
355,1-9498,11
356,1-9761,17
357,1-4760,2
358,1-9831,10
359,1-4417,5
360,1-6611,4
361,1-0008,5
362,1-1462,6
363,1-10785,11
364,1-7682,21
365,MLG48,16
366,1-5163,15
367,1-8544,3
368,1-5197,10
369,1-6594,11
370,MLG62,21
371,1-1580,15
372,1-6916,8
373,1-6918,7
374,1-6919,20
375,MLG14,18
376,1-7874,6
377,1-7213,3
378,1-6561,11
379,1-4640,17
380,1-7004,17
381,1-2335,2
382,1-18558,19
383,1-8551,1
384,1-9270,11
385,1-6974,2
386,MLG68,23
387,1-10539,23
388,MLG49,2
389,1-0278,13
390,MLG64,20
391,MLG30,5
392,1-9609,5
393,1-7819,1
394,1-2423,5
395,1-6787,9
396,1-9963,11
397,1-9808,5
398,1-0303,19
399,MLG60,20
400,1-18709,3
401,1-7204,16
402,1-5744,20
403,1-1770,13
404,1-4682,21
405,1-3104,13
406,1-17907,17
407,1-8421,11
408,MLG53,1
409,1-9645,13
410,MLG12,4
411,MLG15,12
412,1-6858,10
413,1-8314,7
414,1-8285,20
415,1-1957,15
416,1-18203,1
417,1-10451,20
418,1-6216,6
419,1-6692,21
420,1-8172,11
421,1-8398,14
422,1-6878,5
423,1-7122,22
424,1-4700,17
425,1-6006,2
426,1-4355,15
427,1-9379,12
428,1-2701,17
429,1-6693,3
430,1-3141,11
431,1-7614,15
432,1-6914,10
433,1-5654,9
434,MLG59,21
435,1-9610,4
436,1-5161,1
437,1-6980,11
438,MLG10,8
439,MLG72,16
440,MLG52,3
441,1-19166,20
442,MLG11,10
443,1-3447,13
444,1-3217,2
445,1-6538,2
446,1-3534,17
447,1-7152,17
448,1-3106,3
449,1-1935,19
450,1-2297,7
451,1-4098,5
452,1-8529,14
453,1-8397,4
