,Exam Group,Exam Block
0,72-0103,20
1,1-9185,1
2,MLG17,8
3,1-8222,2
4,1-6240,5
5,1-5549,19
6,1-8021,13
7,1-8767,2
8,1-8181,19
9,1-8020,9
10,1-7964,12
11,1-9722,18
12,MLG84,2
13,1-9805,4
14,1-6098,10
15,1-8093,7
16,1-9955,17
17,1-18603,6
18,1-3521,12
19,1-2596,7
20,1-5167,9
21,1-3519,16
22,1-7995,5
23,1-2025,13
24,1-7140,12
25,1-9607,15
26,1-9907,1
27,1-18409,6
28,1-10071,17
29,1-18735,5
30,1-8418,18
31,1-8938,19
32,1-0022,16
33,1-7991,4
34,1-6642,9
35,1-2869,2
36,1-2714,9
37,1-5508,3
38,1-2104,9
39,1-7467,13
40,1-7722,14
41,1-7509,3
42,1-1207,18
43,1-8705,18
44,1-5214,7
45,1-9444,10
46,1-8566,6
47,1-19547,17
48,1-0405,10
49,1-2178,17
50,1-8174,6
51,1-9925,2
52,72-12387,4
53,1-9850,2
54,1-8125,16
55,1-8095,5
56,1-5877,6
57,1-1224,8
58,1-17733,11
59,1-9331,4
60,1-18202,5
61,1-7341,14
62,1-9818,1
63,1-7066,10
64,1-9674,11
65,1-8659,3
66,1-7536,9
67,1-7481,7
68,1-7845,2
69,1-18498,13
70,1-2584,12
71,1-6532,12
72,1-9614,3
73,1-5355,6
74,1-8124,13
75,1-8401,10
76,1-8541,16
77,1-2153,5
78,1-4088,9
79,1-9739,3
80,1-9115,1
81,1-7770,6
82,1-17645,5
83,1-18423,16
84,1-18714,5
85,1-8084,10
86,1-9345,8
87,MLG35,1
88,1-5626,6
89,1-18004,2
90,1-19222,11
91,72-12171,5
92,1-7807,14
93,1-20003,17
94,1-3083,16
95,1-3312,8
96,MLG37,9
97,1-9237,6
98,1-8127,20
99,1-5775,15
100,1-19598,16
101,1-9892,13
102,1-3564,3
103,1-8820,15
104,1-8267,14
105,1-1258,6
106,MLG69,17
107,1-6971,14
108,1-9731,18
109,1-9768,3
110,72-18936,8
111,1-19897,9
112,1-10698,10
113,1-4499,3
114,1-7496,14
115,1-3178,13
116,1-20047,1
117,1-0358,2
118,1-6543,18
119,1-5929,7
120,1-10232,14
121,1-7070,5
122,MLG42,5
123,MLG55,5
124,1-8427,13
125,1-8622,18
126,1-8488,4
127,1-9643,7
128,1-19286,19
129,1-2573,3
130,1-1833,3
131,1-9283,13
132,1-9110,1
133,1-8576,15
134,1-9465,15
135,1-9712,15
136,1-9549,19
137,1-1972,19
138,1-5515,20
139,1-7863,6
140,1-2294,16
141,MLG45,2
142,P-16454,6
143,1-8928,7
144,1-7744,2
145,MLG06,3
146,1-7453,7
147,1-17657,10
148,1-0001,10
149,MLG58,15
150,1-7005,20
151,1-9870,12
152,1-9500,13
153,1-1350,5
154,1-18994,7
155,1-9447,11
156,1-8634,5
157,1-6061,10
158,1-7599,17
159,1-10696,3
160,1-19813,9
161,MLG41,7
162,1-8067,11
163,1-9137,7
164,1-9740,1
165,1-7721,11
166,MLG40,4
167,1-4929,11
168,1-9655,4
169,1-9606,14
170,1-5043,6
171,1-8100,4
172,1-8573,11
173,1-9588,1
174,MLG38,7
175,1-4910,8
176,1-8042,1
177,1-10948,3
178,1-7525,8
179,1-4052,2
180,1-0037,4
181,1-8641,9
182,1-7752,3
183,1-9496,11
184,1-8074,2
185,1-8906,6
186,72-11994,6
187,1-7321,15
188,1-20167,10
189,1-9156,2
190,1-2382,7
191,1-8328,17
192,1-9770,7
193,1-9553,20
194,1-9253,17
195,1-2670,2
196,1-9646,15
197,1-8646,9
198,1-9839,1
199,MLG39,8
200,1-4634,10
201,1-9902,4
202,1-8988,3
203,1-1250,3
204,1-9733,2
205,1-8018,18
206,1-9752,17
207,1-7058,17
208,1-10468,11
209,1-9938,11
210,1-7842,18
211,1-5406,15
212,1-10922,12
213,1-18563,17
214,1-0053,10
215,1-19839,1
216,1-9887,12
217,1-9630,18
218,1-9416,20
219,1-5653,8
220,MLG73,2
221,1-8023,3
222,1-4149,13
223,1-0205,3
224,1-9227,20
225,1-9650,2
226,1-9996,1
227,1-3068,14
228,1-17835,10
229,1-4361,18
230,1-3089,1
231,1-8450,17
232,1-18371,15
233,MLG07,1
234,MLG29,1
235,1-8113,7
236,1-7024,18
237,1-9667,5
238,1-9855,2
239,1-7042,1
240,MLG33,1
241,1-19448,15
242,1-20791,9
243,1-1015,14
244,MLG57,8
245,1-6647,13
246,MLG56,17
247,1-20467,5
248,1-2400,12
249,1-6931,8
250,1-9333,18
251,1-7268,13
252,1-21195,11
253,1-4649,9
254,1-8379,2
255,1-9946,2
256,1-9277,20
257,1-9504,12
258,1-9516,20
259,1-3596,7
260,1-0129,6
261,1-1942,4
262,1-8623,1
263,1-6927,11
264,P-0009,1
265,1-11330,1
266,1-2103,16
267,1-6181,12
268,MLG44,4
269,1-7839,1
270,1-1390,7
271,1-7897,2
272,1-1570,6
273,1-3589,1
274,1-0033,2
275,1-3216,7
276,1-9495,3
277,1-4051,1
278,1-10762,8
279,MLG43,4
280,1-7608,9
281,1-9995,15
282,1-1608,19
283,1-3535,13
284,1-4136,1
285,1-18615,4
286,1-3587,14
287,1-9836,2
288,1-8590,19
289,1-1592,2
290,1-8341,20
291,MLG02,12
292,1-9997,10
293,1-8066,3
294,1-3509,12
295,1-3639,11
296,1-9404,11
297,1-8352,9
298,1-7019,1
299,MLG54,9
300,1-4020,5
301,1-1177,19
302,MLG51,8
303,1-8157,1
304,1-19004,4
305,1-7866,16
306,1-18377,1
307,1-5530,18
308,1-6743,19
309,1-3516,14
310,1-4855,9
311,1-20578,15
312,1-3108,19
313,1-7521,12
314,1-3139,20
315,1-1769,11
316,1-7441,6
317,1-10978,1
318,1-2324,12
319,1-3584,10
320,MLG13,20
321,1-5172,6
322,1-0296,16
323,1-3647,15
324,1-6734,6
325,1-19924,15
326,1-8826,20
327,P-16616,4
328,1-9497,10
329,1-1317,11
330,1-4531,20
331,MLG75,1
332,MLG78,4
333,1-11329,8
334,1-20641,1
335,1-8910,20
336,1-1827,4
337,1-18613,1
338,1-6296,12
339,1-3523,16
340,1-3362,14
341,1-0031,16
342,MLG65,9
343,1-4319,11
344,1-6035,8
345,1-1131,3
346,MLG32,4
347,1-8188,2
348,1-17758,11
349,1-3052,20
350,1-2282,7
351,1-19229,18
352,MLG63,13
353,MLG50,9
354,1-9417,11
355,1-9498,8
356,1-9761,3
357,1-4760,3
358,1-9831,11
359,1-4417,12
360,1-6611,14
361,1-0008,15
362,1-1462,20
363,1-10785,6
364,1-7682,5
365,MLG48,19
366,1-5163,2
367,1-8544,4
368,1-5197,11
369,1-6594,1
370,MLG62,7
371,1-1580,16
372,1-6916,4
373,1-6918,14
374,1-6919,17
375,MLG14,19
376,1-7874,6
377,1-7213,1
378,1-6561,6
379,1-4640,14
380,1-7004,14
381,1-2335,13
382,1-18558,4
383,1-8551,14
384,1-9270,6
385,1-6974,2
386,MLG68,15
387,1-10539,13
388,MLG49,8
389,1-0278,4
390,MLG64,4
391,MLG30,3
392,1-9609,10
393,1-7819,4
394,1-2423,1
395,1-6787,5
396,1-9963,6
397,1-9808,12
398,1-0303,18
