,Exam Group,Exam Block
491,MLG09,5
492,1-6028,11
493,1-1836,6
494,1-3265,16
495,MLG08,16
496,1-3176,10
497,1-8493,7
498,1-19915,10
499,1-8627,6
500,1-0292,9
501,1-18487,16
502,1-20012,4
503,1-9076,2
504,1-5425,15
505,1-4747,18
506,1-6227,7
507,1-6909,18
508,1-8532,7
509,1-18935,2
510,1-3206,16
511,1-9697,10
512,1-3033,1
513,1-8094,2
514,1-11206,2
515,1-6531,14
516,1-5036,15
517,1-18028,8
518,1-1850,7
519,1-4926,2
520,1-2034,4
521,1-19549,1
522,1-5282,6
523,1-9861,8
524,1-9338,15
525,1-3175,10
526,1-5002,4
527,1-5531,3
528,1-6718,14
529,1-6217,2
530,1-4847,3
531,1-5891,8
532,1-19447,16
533,1-7530,16
534,1-9457,3
535,1-5990,7
536,1-9971,8
537,1-4494,5
538,1-9576,3
539,1-9436,16
540,1-5413,1
541,1-5424,6
542,1-1191,8
543,1-5803,1
544,1-5799,1
545,1-19567,7
546,1-7527,12
547,MLG67,18
548,1-3087,15
549,1-4842,4
550,1-19568,13
551,1-9838,14
552,MLG46,2
553,1-5555,14
554,1-10444,2
555,1-3646,16
556,1-10951,11
557,1-9806,2
558,1-0055,1
559,1-5914,2
560,1-0027,4
561,1-9455,3
562,1-0003,12
563,1-21192,1
564,1-9034,13
565,1-19927,6
