,Exam Group,Exam Block
0,72-0103,17
1,1-9185,1
2,MLG17,3
3,1-8222,12
4,1-6240,19
5,1-5549,4
6,1-8021,8
7,1-8767,6
8,1-8181,2
9,1-8020,1
10,1-7964,19
11,1-9722,6
12,MLG84,4
13,1-9805,6
14,1-6098,12
15,1-8093,8
16,1-9955,12
17,1-18603,7
18,1-3521,1
19,1-2596,20
20,1-5167,5
21,1-3519,6
22,1-7995,9
23,1-2025,10
24,1-7140,9
25,1-9607,5
26,1-9907,11
27,1-18409,7
28,1-10071,3
29,1-18735,4
30,1-8418,2
31,1-8938,7
32,1-0022,5
33,1-7991,11
34,1-6642,13
35,1-2869,3
36,1-2714,12
37,1-5508,15
38,1-2104,12
39,1-7467,21
40,1-7722,15
41,1-7509,2
42,1-1207,10
43,1-8705,9
44,1-5214,1
45,1-9444,9
46,1-8566,12
47,1-19547,5
48,1-0405,12
49,1-2178,8
50,1-8174,4
51,1-9925,4
52,72-12387,11
53,1-9850,2
54,1-8125,14
55,1-8095,5
56,1-5877,10
57,1-1224,7
58,1-17733,21
59,1-9331,11
60,1-18202,9
61,1-7341,4
62,1-9818,12
63,1-7066,14
64,1-9674,16
65,1-8659,13
66,1-7536,1
67,1-7481,16
68,1-7845,4
69,1-18498,9
70,1-2584,16
71,1-6532,19
72,1-9614,7
73,1-5355,1
74,1-8124,21
75,1-8401,4
76,1-8541,17
77,1-2153,1
78,1-4088,17
79,1-9739,9
80,1-9115,13
81,1-7770,14
82,1-17645,3
83,1-18423,7
84,1-18714,9
85,1-8084,4
86,1-9345,19
87,MLG35,2
88,1-5626,11
89,1-18004,3
90,1-19222,3
91,72-12171,18
92,1-7807,6
93,1-20003,10
94,1-3083,5
95,1-3312,13
96,MLG37,8
97,1-9237,1
98,1-8127,9
99,1-5775,16
100,1-19598,9
101,1-9892,4
102,1-3564,17
103,1-8820,19
104,1-8267,1
105,1-1258,9
106,MLG69,14
107,1-6971,3
108,1-9731,19
109,1-9768,16
110,72-18936,15
111,1-19897,8
112,1-10698,7
113,1-4499,1
114,1-7496,20
115,1-3178,14
116,1-20047,1
117,1-0358,6
118,1-6543,6
119,1-5929,9
120,1-10232,11
121,1-7070,19
122,MLG42,10
123,MLG55,16
124,1-8427,19
125,1-8622,9
126,1-8488,17
127,1-9643,12
128,1-19286,13
129,1-2573,8
130,1-1833,1
131,1-9283,9
132,1-9110,5
133,1-8576,9
134,1-9465,12
135,1-9712,14
136,1-9549,7
137,1-1972,6
138,1-5515,18
139,1-7863,11
140,1-2294,13
141,MLG45,11
142,P-16454,7
143,1-8928,2
144,1-7744,13
145,MLG06,7
146,1-7453,16
147,1-17657,4
148,1-0001,8
149,MLG58,21
150,1-7005,17
151,1-9870,18
152,1-9500,3
153,1-1350,18
154,1-18994,8
155,1-9447,12
156,1-8634,18
157,1-6061,12
158,1-7599,21
159,1-10696,1
160,1-19813,10
161,MLG41,16
162,1-8067,8
163,1-9137,18
164,1-9740,1
165,1-7721,12
166,MLG40,5
167,1-4929,3
168,1-9655,7
169,1-9606,7
170,1-5043,11
171,1-8100,6
172,1-8573,8
173,1-9588,6
174,MLG38,3
175,1-4910,3
176,1-8042,19
177,1-10948,1
178,1-7525,9
179,1-4052,13
180,1-0037,2
181,1-8641,10
182,1-7752,14
183,1-9496,12
184,1-8074,4
185,1-8906,10
186,72-11994,19
187,1-7321,3
188,1-20167,12
189,1-9156,18
190,1-2382,19
191,1-8328,10
192,1-9770,21
193,1-9553,7
194,1-9253,9
195,1-2670,8
196,1-9646,14
197,1-8646,3
198,1-9839,17
199,MLG39,7
200,1-4634,6
201,1-9902,16
202,1-8988,4
203,1-1250,1
204,1-9733,2
205,1-8018,3
206,1-9752,2
207,1-7058,1
208,1-10468,7
209,1-9938,3
210,1-7842,2
211,1-5406,5
212,1-10922,9
213,1-18563,15
214,1-0053,8
215,1-19839,6
216,1-9887,19
217,1-9630,8
218,1-9416,12
219,1-5653,3
220,MLG73,2
221,1-8023,14
222,1-4149,18
223,1-0205,1
224,1-9227,17
225,1-9650,2
226,1-9996,16
227,1-3068,15
228,1-17835,20
229,1-4361,11
230,1-3089,16
231,1-8450,7
232,1-18371,16
233,MLG07,16
234,MLG29,10
235,1-8113,9
236,1-7024,9
237,1-9667,3
238,1-9855,7
239,1-7042,6
240,MLG33,2
241,1-19448,2
242,1-20791,1
243,1-1015,18
244,MLG57,21
245,1-6647,11
246,MLG56,14
247,1-20467,6
248,1-2400,5
249,1-6931,1
250,1-9333,8
251,1-7268,5
252,1-21195,15
253,1-4649,14
254,1-8379,4
255,1-9946,1
256,1-9277,8
257,1-9504,4
258,1-9516,15
259,1-3596,14
260,1-0129,4
261,1-1942,1
262,1-8623,9
263,1-6927,5
264,P-0009,1
265,1-11330,17
266,1-2103,2
267,1-6181,20
268,MLG44,3
269,1-7839,18
270,1-1390,21
271,1-7897,20
272,1-1570,3
273,1-3589,2
274,1-0033,19
275,1-3216,20
276,1-9495,1
277,1-4051,13
278,1-10762,12
279,MLG43,5
280,1-7608,14
281,1-9995,5
282,1-1608,13
283,1-3535,20
284,1-4136,18
285,1-18615,18
286,1-3587,15
287,1-9836,7
288,1-8590,10
289,1-1592,17
290,1-8341,17
291,MLG02,16
292,1-9997,10
293,1-8066,13
294,1-3509,2
295,1-3639,2
296,1-9404,21
297,1-8352,14
298,1-7019,20
299,MLG54,19
300,1-4020,18
301,1-1177,11
302,MLG51,11
303,1-8157,3
304,1-19004,2
305,1-7866,18
306,1-18377,14
307,1-5530,16
308,1-6743,15
309,1-3516,1
310,1-4855,19
311,1-20578,13
312,1-3108,14
313,1-7521,18
314,1-3139,17
315,1-1769,8
316,1-7441,11
317,1-10978,18
318,1-2324,19
319,1-3584,3
320,MLG13,17
321,1-5172,11
322,1-0296,11
323,1-3647,8
324,1-6734,1
325,1-19924,14
326,1-8826,17
327,P-16616,2
328,1-9497,12
329,1-1317,21
330,1-4531,17
331,MLG75,9
332,MLG78,3
333,1-11329,3
334,1-20641,3
335,1-8910,14
336,1-1827,17
337,1-18613,2
338,1-6296,18
339,1-3523,10
340,1-3362,4
341,1-0031,6
342,MLG65,16
343,1-4319,8
344,1-6035,10
345,1-1131,2
346,MLG32,3
347,1-8188,4
348,1-17758,5
349,1-3052,17
350,1-2282,1
351,1-19229,15
352,MLG63,15
353,MLG50,20
354,1-9417,5
355,1-9498,6
356,1-9761,17
357,1-4760,3
358,1-9831,8
359,1-4417,10
360,1-6611,17
361,1-0008,19
362,1-1462,16
363,1-10785,11
364,1-7682,5
365,MLG48,4
366,1-5163,4
367,1-8544,12
368,1-5197,8
369,1-6594,13
370,MLG62,11
371,1-1580,13
372,1-6916,3
373,1-6918,20
374,1-6919,6
375,MLG14,13
376,1-7874,17
377,1-7213,10
378,1-6561,10
379,1-4640,5
380,1-7004,15
381,1-2335,10
382,1-18558,20
383,1-8551,17
384,1-9270,4
385,1-6974,2
386,MLG68,14
387,1-10539,8
388,MLG49,11
389,1-0278,6
390,MLG64,10
391,MLG30,12
392,1-9609,4
393,1-7819,21
394,1-2423,13
395,1-6787,5
396,1-9963,10
397,1-9808,6
398,1-0303,7
399,MLG60,15
400,1-18709,5
401,1-7204,5
402,1-5744,2
403,1-1770,11
404,1-4682,4
405,1-3104,8
406,1-17907,1
407,1-8421,13
408,MLG53,11
409,1-9645,11
410,MLG12,3
411,MLG15,13
412,1-6858,13
413,1-8314,5
414,1-8285,6
415,1-1957,9
416,1-18203,18
417,1-10451,1
418,1-6216,2
419,1-6692,2
420,1-8172,10
421,1-8398,15
422,1-6878,7
423,1-7122,19
424,1-4700,12
425,1-6006,3
