,Exam Group,Exam Block
206,1-9752,11
207,1-7058,12
208,1-10468,19
209,1-9938,5
210,1-7842,6
211,1-5406,6
212,1-10922,12
213,1-18563,19
214,1-0053,11
215,1-19839,4
216,1-9887,7
217,1-9630,10
218,1-9416,3
219,1-5653,3
220,MLG73,9
221,1-8023,9
222,1-4149,20
223,1-0205,23
224,1-9227,14
225,1-9650,16
226,1-9996,2
227,1-3068,14
228,1-17835,3
229,1-4361,6
230,1-3089,22
231,1-8450,15
232,1-18371,22
233,MLG07,16
234,MLG29,17
235,1-8113,1
236,1-7024,22
237,1-9667,9
238,1-9855,19
239,1-7042,8
240,MLG33,17
241,1-19448,18
242,1-20791,22
243,1-1015,18
244,MLG57,7
245,1-6647,17
246,MLG56,14
247,1-20467,7
248,1-2400,10
249,1-6931,1
250,1-9333,21
251,1-7268,9
252,1-21195,5
253,1-4649,15
254,1-8379,1
255,1-9946,13
256,1-9277,11
257,1-9504,9
258,1-9516,2
259,1-3596,21
260,1-0129,18
261,1-1942,5
262,1-8623,10
263,1-6927,8
264,P-0009,8
265,1-11330,4
266,1-2103,4
267,1-6181,19
268,MLG44,12
269,1-7839,7
270,1-1390,4
271,1-7897,20
272,1-1570,12
273,1-3589,3
274,1-0033,5
275,1-3216,8
276,1-9495,11
277,1-4051,1
278,1-10762,14
279,MLG43,21
280,1-7608,8
281,1-9995,11
282,1-1608,9
283,1-3535,10
284,1-4136,12
285,1-18615,15
286,1-3587,10
287,1-9836,1
288,1-8590,18
289,1-1592,17
290,1-8341,3
291,MLG02,23
292,1-9997,18
293,1-8066,16
294,1-3509,3
295,1-3639,13
296,1-9404,4
297,1-8352,12
298,1-7019,18
299,MLG54,6
300,1-4020,20
301,1-1177,4
302,MLG51,18
303,1-8157,3
304,1-19004,23
305,1-7866,7
306,1-18377,2
307,1-5530,5
308,1-6743,10
309,1-3516,14
310,1-4855,4
311,1-20578,12
312,1-3108,3
313,1-7521,17
314,1-3139,14
315,1-1769,1
316,1-7441,5
317,1-10978,1
318,1-2324,7
319,1-3584,22
320,MLG13,4
321,1-5172,23
322,1-0296,6
323,1-3647,2
324,1-6734,16
325,1-19924,1
326,1-8826,23
327,P-16616,15
328,1-9497,12
329,1-1317,8
330,1-4531,11
331,MLG75,22
332,MLG78,17
333,1-11329,4
334,1-20641,5
335,1-8910,14
336,1-1827,5
337,1-18613,14
338,1-6296,19
339,1-3523,13
340,1-3362,5
341,1-0031,8
342,MLG65,4
343,1-4319,17
344,1-6035,2
345,1-1131,22
346,MLG32,12
347,1-8188,23
348,1-17758,21
349,1-3052,11
350,1-2282,15
351,1-19229,4
352,MLG63,13
353,MLG50,11
354,1-9417,8
355,1-9498,6
356,1-9761,2
357,1-4760,12
358,1-9831,8
359,1-4417,19
360,1-6611,14
361,1-0008,21
362,1-1462,7
363,1-10785,16
364,1-7682,20
365,MLG48,5
366,1-5163,13
367,1-8544,15
368,1-5197,1
369,1-6594,4
370,MLG62,23
371,1-1580,6
372,1-6916,15
373,1-6918,11
374,1-6919,7
375,MLG14,16
376,1-7874,8
377,1-7213,1
378,1-6561,12
379,1-4640,11
380,1-7004,18
381,1-2335,1
382,1-18558,21
383,1-8551,4
384,1-9270,9
385,1-6974,16
386,MLG68,14
387,1-10539,9
388,MLG49,2
389,1-0278,15
390,MLG64,15
391,MLG30,3
392,1-9609,23
393,1-7819,14
394,1-2423,2
395,1-6787,7
396,1-9963,3
397,1-9808,19
398,1-0303,7
399,MLG60,7
400,1-18709,13
401,1-7204,3
402,1-5744,2
403,1-1770,10
404,1-4682,5
405,1-3104,11
406,1-17907,20
407,1-8421,16
408,MLG53,4
409,1-9645,13
410,MLG12,16
411,MLG15,8
412,1-6858,23
413,1-8314,8
414,1-8285,3
415,1-1957,9
416,1-18203,18
417,1-10451,22
418,1-6216,2
419,1-6692,17
420,1-8172,20
421,1-8398,7
422,1-6878,2
423,1-7122,23
424,1-4700,8
425,1-6006,11
426,1-4355,22
427,1-9379,15
428,1-2701,10
429,1-6693,3
430,1-3141,20
431,1-7614,14
432,1-6914,1
433,1-5654,12
434,MLG59,2
435,1-9610,18
436,1-5161,7
437,1-6980,18
438,MLG10,4
439,MLG72,2
440,MLG52,23
441,1-19166,15
442,MLG11,21
443,1-3447,2
444,1-3217,3
445,1-6538,9
446,1-3534,10
447,1-7152,5
448,1-3106,2
449,1-1935,11
450,1-2297,20
451,1-4098,20
452,1-8529,13
453,1-8397,5
454,1-0272,1
455,1-17790,20
456,1-8186,4
457,1-8503,18
458,1-7182,19
459,1-2545,17
460,1-7993,5
461,1-9651,1
462,1-1183,18
463,1-1989,17
464,1-10060,5
465,1-5913,1
466,1-5981,21
467,1-13247,3
468,1-6228,14
469,1-8578,10
470,1-1204,20
471,1-9794,20
472,1-9518,12
473,1-9452,2
474,1-8400,4
475,1-18234,7
476,1-19205,6
477,1-9055,2
478,1-9394,16
479,1-9286,13
480,1-1005,6
481,1-10038,2
482,1-4390,8
483,1-9491,1
484,MLG31,4
485,1-5980,12
486,1-8678,10
487,1-6900,13
488,1-11350,21
489,1-9578,7
490,1-3551,19
491,MLG09,15
492,1-6028,1
493,1-1836,18
494,1-3265,1
495,MLG08,7
496,1-3176,1
497,1-8493,22
498,1-19915,17
499,1-8627,5
500,1-0292,3
501,1-18487,15
502,1-20012,2
503,1-9076,3
504,1-5425,1
505,1-4747,23
506,1-6227,3
507,1-6909,1
508,1-8532,7
509,1-18935,14
510,1-3206,13
511,1-9697,9
512,1-3033,23
513,1-8094,9
514,1-11206,1
515,1-6531,1
516,1-5036,23
517,1-18028,11
518,1-1850,19
519,1-4926,5
520,1-2034,10
521,1-19549,7
522,1-5282,4
523,1-9861,4
524,1-9338,16
525,1-3175,14
526,1-5002,8
527,1-5531,6
528,1-6718,3
529,1-6217,5
530,1-4847,9
531,1-5891,16
532,1-19447,13
533,1-7530,10
534,1-9457,8
535,1-5990,11
536,1-9971,7
537,1-4494,5
538,1-9576,1
539,1-9436,20
540,1-5413,15
541,1-5424,14
542,1-1191,21
543,1-5803,4
544,1-5799,1
545,1-19567,3
546,1-7527,8
547,MLG67,5
548,1-3087,1
549,1-4842,10
550,1-19568,3
551,1-9838,6
552,MLG46,13
553,1-5555,20
554,1-10444,1
555,1-3646,21
556,1-10951,6
557,1-9806,15
558,1-0055,6
559,1-5914,8
560,1-0027,18
561,1-9455,6
562,1-0003,11
563,1-21192,2
564,1-9034,2
565,1-19927,9
