,Exam Group,Exam Block
0,72-0103,13
1,1-9185,2
2,MLG17,1
3,1-8222,2
4,1-6240,19
5,1-5549,4
6,1-8021,9
7,1-8767,3
8,1-8181,3
9,1-8020,15
10,1-7964,7
11,1-9722,4
12,MLG84,1
13,1-9805,14
14,1-6098,21
15,1-8093,4
16,1-9955,3
17,1-18603,12
18,1-3521,3
19,1-2596,7
20,1-5167,9
21,1-3519,10
22,1-7995,1
23,1-2025,17
24,1-7140,15
25,1-9607,15
26,1-9907,1
27,1-18409,14
28,1-10071,7
29,1-18735,1
30,1-8418,15
31,1-8938,7
32,1-0022,4
33,1-7991,4
34,1-6642,6
35,1-2869,8
36,1-2714,4
37,1-5508,1
38,1-2104,8
39,1-7467,2
40,1-7722,16
41,1-7509,4
42,1-1207,3
43,1-8705,1
44,1-5214,3
45,1-9444,3
46,1-8566,6
47,1-19547,4
48,1-0405,4
49,1-2178,3
50,1-8174,4
51,1-9925,22
52,72-12387,1
53,1-9850,3
54,1-8125,8
55,1-8095,5
56,1-5877,1
57,1-1224,4
58,1-17733,9
59,1-9331,22
60,1-18202,14
61,1-7341,3
62,1-9818,12
63,1-7066,1
64,1-9674,3
65,1-8659,2
66,1-7536,20
67,1-7481,3
68,1-7845,22
69,1-18498,2
70,1-2584,14
71,1-6532,4
72,1-9614,21
73,1-5355,4
74,1-8124,20
75,1-8401,4
76,1-8541,18
77,1-2153,11
78,1-4088,5
79,1-9739,2
80,1-9115,4
81,1-7770,1
82,1-17645,11
83,1-18423,5
84,1-18714,2
85,1-8084,11
86,1-9345,19
87,MLG35,5
88,1-5626,6
89,1-18004,2
90,1-19222,6
91,72-12171,2
92,1-7807,13
93,1-20003,12
94,1-3083,21
95,1-3312,4
96,MLG37,5
97,1-9237,18
98,1-8127,2
99,1-5775,22
100,1-19598,4
101,1-9892,3
102,1-3564,11
103,1-8820,20
104,1-8267,13
105,1-1258,6
106,MLG69,12
107,1-6971,17
108,1-9731,12
109,1-9768,16
110,72-18936,8
111,1-19897,20
112,1-10698,11
113,1-4499,6
114,1-7496,13
115,1-3178,16
116,1-20047,1
117,1-0358,3
118,1-6543,10
119,1-5929,9
120,1-10232,10
121,1-7070,19
122,MLG42,1
123,MLG55,14
124,1-8427,2
125,1-8622,18
126,1-8488,6
127,1-9643,3
128,1-19286,5
129,1-2573,5
130,1-1833,14
131,1-9283,19
132,1-9110,12
133,1-8576,15
134,1-9465,2
135,1-9712,3
136,1-9549,3
137,1-1972,4
138,1-5515,20
139,1-7863,6
140,1-2294,9
141,MLG45,21
142,P-16454,1
143,1-8928,13
144,1-7744,6
145,MLG06,13
