,Exam Group,Exam Block
0,72-0103,2
1,1-9185,3
2,MLG17,18
3,1-8222,11
4,1-6240,20
5,1-5549,18
6,1-8021,18
7,1-8767,1
8,1-8181,10
9,1-8020,5
10,1-7964,6
11,1-9722,1
12,MLG84,11
13,1-9805,8
14,1-6098,15
15,1-8093,1
16,1-9955,10
17,1-18603,10
18,1-3521,4
19,1-2596,14
20,1-5167,16
21,1-3519,17
22,1-7995,9
23,1-2025,1
24,1-7140,17
25,1-9607,2
26,1-9907,6
27,1-18409,14
28,1-10071,5
29,1-18735,19
30,1-8418,4
31,1-8938,1
32,1-0022,1
33,1-7991,9
34,1-6642,2
35,1-2869,1
36,1-2714,7
37,1-5508,6
38,1-2104,12
39,1-7467,9
40,1-7722,4
41,1-7509,15
42,1-1207,10
43,1-8705,11
44,1-5214,18
45,1-9444,6
46,1-8566,12
47,1-19547,8
48,1-0405,15
49,1-2178,16
50,1-8174,5
51,1-9925,7
52,72-12387,15
53,1-9850,7
54,1-8125,2
55,1-8095,1
56,1-5877,12
57,1-1224,8
58,1-17733,7
59,1-9331,2
60,1-18202,13
61,1-7341,2
62,1-9818,5
63,1-7066,7
64,1-9674,11
65,1-8659,11
66,1-7536,9
67,1-7481,8
68,1-7845,3
69,1-18498,15
70,1-2584,8
71,1-6532,7
72,1-9614,15
73,1-5355,8
74,1-8124,5
75,1-8401,1
76,1-8541,19
77,1-2153,1
78,1-4088,9
79,1-9739,3
80,1-9115,6
81,1-7770,6
82,1-17645,2
83,1-18423,8
84,1-18714,4
85,1-8084,10
86,1-9345,15
87,MLG35,8
88,1-5626,3
89,1-18004,13
90,1-19222,6
91,72-12171,3
92,1-7807,18
93,1-20003,1
94,1-3083,14
95,1-3312,4
96,MLG37,14
97,1-9237,16
98,1-8127,7
99,1-5775,13
100,1-19598,6
101,1-9892,1
102,1-3564,9
103,1-8820,11
104,1-8267,9
105,1-1258,17
106,MLG69,16
107,1-6971,9
108,1-9731,17
109,1-9768,13
110,72-18936,11
111,1-19897,7
112,1-10698,10
113,1-4499,3
114,1-7496,20
115,1-3178,12
116,1-20047,1
117,1-0358,9
118,1-6543,5
119,1-5929,5
120,1-10232,4
121,1-7070,20
122,MLG42,18
123,MLG55,16
124,1-8427,5
125,1-8622,17
126,1-8488,2
127,1-9643,15
128,1-19286,2
129,1-2573,13
130,1-1833,14
131,1-9283,20
132,1-9110,6
133,1-8576,4
134,1-9465,7
135,1-9712,12
136,1-9549,15
137,1-1972,18
138,1-5515,9
139,1-7863,16
140,1-2294,19
141,MLG45,18
142,P-16454,4
143,1-8928,6
144,1-7744,1
145,MLG06,5
146,1-7453,8
147,1-17657,7
148,1-0001,1
149,MLG58,4
150,1-7005,19
151,1-9870,1
152,1-9500,6
153,1-1350,1
154,1-18994,13
155,1-9447,17
156,1-8634,2
157,1-6061,15
158,1-7599,2
159,1-10696,10
160,1-19813,4
161,MLG41,14
162,1-8067,14
163,1-9137,3
164,1-9740,1
165,1-7721,2
166,MLG40,14
167,1-4929,3
168,1-9655,9
169,1-9606,15
170,1-5043,17
171,1-8100,6
