,Exam Group,Exam Block
0,72-0103,2
1,1-9185,1
2,MLG17,20
3,1-8222,10
4,1-6240,21
5,1-5549,11
6,1-8021,13
7,1-8767,6
8,1-8181,11
9,1-8020,6
10,1-7964,5
11,1-9722,12
12,MLG84,11
13,1-9805,17
14,1-6098,18
15,1-8093,10
16,1-9955,10
17,1-18603,6
18,1-3521,8
19,1-2596,17
20,1-5167,10
21,1-3519,12
22,1-7995,14
23,1-2025,13
24,1-7140,10
25,1-9607,2
26,1-9907,3
27,1-18409,2
28,1-10071,7
29,1-18735,18
30,1-8418,5
31,1-8938,15
32,1-0022,15
33,1-7991,5
34,1-6642,13
35,1-2869,14
36,1-2714,8
37,1-5508,15
38,1-2104,21
39,1-7467,15
40,1-7722,4
41,1-7509,2
42,1-1207,1
43,1-8705,17
44,1-5214,11
45,1-9444,7
46,1-8566,12
47,1-19547,14
48,1-0405,9
49,1-2178,5
50,1-8174,16
51,1-9925,1
52,72-12387,1
53,1-9850,7
54,1-8125,4
55,1-8095,3
56,1-5877,16
57,1-1224,14
58,1-17733,4
59,1-9331,18
60,1-18202,11
61,1-7341,17
62,1-9818,1
63,1-7066,18
64,1-9674,4
65,1-8659,20
66,1-7536,17
67,1-7481,3
68,1-7845,1
69,1-18498,12
70,1-2584,12
71,1-6532,9
72,1-9614,18
73,1-5355,9
74,1-8124,4
75,1-8401,9
76,1-8541,3
77,1-2153,15
78,1-4088,13
79,1-9739,4
80,1-9115,16
81,1-7770,3
82,1-17645,13
83,1-18423,14
84,1-18714,12
85,1-8084,5
86,1-9345,18
87,MLG35,2
88,1-5626,17
89,1-18004,2
90,1-19222,6
91,72-12171,2
92,1-7807,19
93,1-20003,21
94,1-3083,12
95,1-3312,14
96,MLG37,3
97,1-9237,11
98,1-8127,9
99,1-5775,16
100,1-19598,9
101,1-9892,15
102,1-3564,6
103,1-8820,4
104,1-8267,19
105,1-1258,21
106,MLG69,11
107,1-6971,13
108,1-9731,8
109,1-9768,16
110,72-18936,5
111,1-19897,15
112,1-10698,12
113,1-4499,10
114,1-7496,7
115,1-3178,7
116,1-20047,18
117,1-0358,7
118,1-6543,10
119,1-5929,10
120,1-10232,9
121,1-7070,21
122,MLG42,11
