,Exam Group,Exam Block
0,72-0103,18
1,1-9185,17
2,MLG17,15
3,1-8222,12
4,1-6240,17
5,1-5549,1
6,1-8021,10
7,1-8767,1
8,1-8181,13
9,1-8020,14
10,1-7964,13
11,1-9722,4
12,MLG84,6
13,1-9805,16
14,1-6098,12
15,1-8093,2
16,1-9955,2
17,1-18603,10
18,1-3521,15
19,1-2596,7
20,1-5167,19
21,1-3519,10
22,1-7995,11
23,1-2025,13
24,1-7140,7
25,1-9607,5
26,1-9907,3
27,1-18409,6
28,1-10071,17
29,1-18735,11
30,1-8418,7
31,1-8938,1
32,1-0022,12
33,1-7991,6
34,1-6642,14
35,1-2869,9
36,1-2714,19
37,1-5508,21
38,1-2104,2
39,1-7467,3
40,1-7722,2
41,1-7509,4
42,1-1207,2
43,1-8705,1
44,1-5214,3
45,1-9444,14
46,1-8566,1
47,1-19547,2
48,1-0405,12
49,1-2178,2
50,1-8174,2
51,1-9925,19
52,72-12387,14
53,1-9850,1
54,1-8125,4
55,1-8095,5
56,1-5877,5
57,1-1224,8
58,1-17733,14
59,1-9331,1
60,1-18202,3
61,1-7341,18
62,1-9818,14
63,1-7066,5
64,1-9674,20
65,1-8659,2
66,1-7536,2
67,1-7481,3
68,1-7845,15
69,1-18498,10
70,1-2584,10
71,1-6532,21
72,1-9614,1
73,1-5355,9
74,1-8124,11
75,1-8401,1
76,1-8541,11
77,1-2153,15
78,1-4088,3
79,1-9739,17
80,1-9115,17
81,1-7770,18
82,1-17645,8
83,1-18423,12
84,1-18714,13
85,1-8084,12
86,1-9345,8
87,MLG35,8
88,1-5626,10
89,1-18004,12
90,1-19222,1
91,72-12171,17
92,1-7807,3
93,1-20003,7
94,1-3083,2
95,1-3312,8
96,MLG37,4
97,1-9237,4
98,1-8127,11
99,1-5775,5
100,1-19598,1
101,1-9892,5
102,1-3564,11
103,1-8820,2
104,1-8267,21
105,1-1258,11
106,MLG69,8
107,1-6971,11
108,1-9731,5
109,1-9768,15
110,72-18936,12
111,1-19897,19
112,1-10698,2
113,1-4499,4
