,Exam Group,Exam Block
0,72-0103,13
1,1-9185,15
2,MLG17,16
3,1-8222,4
4,1-6240,9
5,1-5549,14
6,1-8021,22
7,1-8767,18
8,1-8181,1
9,1-8020,16
10,1-7964,4
11,1-9722,11
12,MLG84,10
13,1-9805,18
14,1-6098,6
15,1-8093,14
16,1-9955,1
17,1-18603,18
18,1-3521,11
19,1-2596,17
20,1-5167,17
21,1-3519,5
22,1-7995,5
23,1-2025,6
24,1-7140,4
25,1-9607,1
26,1-9907,2
27,1-18409,1
28,1-10071,2
29,1-18735,9
30,1-8418,17
31,1-8938,2
32,1-0022,19
33,1-7991,5
34,1-6642,2
35,1-2869,13
36,1-2714,1
37,1-5508,10
38,1-2104,9
39,1-7467,19
40,1-7722,12
41,1-7509,3
42,1-1207,1
43,1-8705,18
44,1-5214,11
45,1-9444,9
46,1-8566,8
47,1-19547,2
48,1-0405,21
49,1-2178,12
50,1-8174,6
51,1-9925,6
52,72-12387,15
53,1-9850,1
54,1-8125,2
55,1-8095,3
56,1-5877,8
57,1-1224,22
58,1-17733,20
59,1-9331,16
60,1-18202,9
61,1-7341,6
62,1-9818,2
63,1-7066,22
64,1-9674,20
65,1-8659,11
66,1-7536,1
67,1-7481,11
68,1-7845,3
69,1-18498,7
70,1-2584,12
71,1-6532,3
72,1-9614,7
73,1-5355,12
74,1-8124,5
75,1-8401,7
76,1-8541,14
77,1-2153,18
78,1-4088,6
79,1-9739,2
80,1-9115,17
81,1-7770,9
82,1-17645,13
83,1-18423,5
84,1-18714,10
85,1-8084,6
86,1-9345,14
87,MLG35,1
88,1-5626,12
89,1-18004,1
90,1-19222,5
91,72-12171,9
92,1-7807,10
93,1-20003,10
94,1-3083,17
95,1-3312,22
96,MLG37,18
97,1-9237,2
98,1-8127,2
99,1-5775,19
100,1-19598,8
101,1-9892,3
102,1-3564,19
103,1-8820,20
104,1-8267,10
105,1-1258,12
106,MLG69,13
107,1-6971,13
108,1-9731,13
109,1-9768,3
110,72-18936,3
111,1-19897,10
112,1-10698,13
113,1-4499,7
114,1-7496,10
115,1-3178,16
116,1-20047,1
117,1-0358,1
118,1-6543,8
119,1-5929,1
120,1-10232,2
121,1-7070,15
122,MLG42,22
123,MLG55,21
124,1-8427,9
125,1-8622,4
126,1-8488,2
127,1-9643,5
128,1-19286,2
129,1-2573,7
130,1-1833,1
131,1-9283,9
132,1-9110,1
133,1-8576,1
134,1-9465,2
135,1-9712,17
136,1-9549,8
137,1-1972,3
138,1-5515,19
139,1-7863,8
140,1-2294,1
141,MLG45,6
142,P-16454,13
143,1-8928,2
144,1-7744,18
145,MLG06,21
146,1-7453,11
147,1-17657,8
148,1-0001,7
149,MLG58,19
150,1-7005,7
151,1-9870,20
152,1-9500,18
153,1-1350,9
154,1-18994,1
155,1-9447,2
156,1-8634,15
157,1-6061,6
158,1-7599,21
159,1-10696,18
160,1-19813,1
161,MLG41,19
162,1-8067,20
163,1-9137,3
164,1-9740,3
165,1-7721,19
166,MLG40,1
167,1-4929,6
168,1-9655,15
169,1-9606,22
170,1-5043,12
171,1-8100,8
172,1-8573,16
173,1-9588,16
174,MLG38,1
175,1-4910,6
176,1-8042,9
177,1-10948,16
178,1-7525,10
179,1-4052,2
180,1-0037,21
181,1-8641,9
182,1-7752,22
183,1-9496,11
184,1-8074,3
185,1-8906,15
186,72-11994,4
187,1-7321,12
188,1-20167,6
189,1-9156,3
190,1-2382,2
191,1-8328,17
192,1-9770,3
193,1-9553,11
194,1-9253,13
195,1-2670,6
196,1-9646,14
197,1-8646,8
198,1-9839,18
199,MLG39,1
200,1-4634,4
201,1-9902,15
202,1-8988,5
203,1-1250,11
204,1-9733,1
205,1-8018,21
206,1-9752,4
207,1-7058,17
208,1-10468,20
209,1-9938,20
210,1-7842,3
211,1-5406,12
212,1-10922,13
213,1-18563,1
214,1-0053,16
215,1-19839,4
216,1-9887,4
217,1-9630,5
218,1-9416,6
219,1-5653,7
220,MLG73,4
221,1-8023,22
222,1-4149,6
223,1-0205,5
224,1-9227,7
225,1-9650,5
226,1-9996,7
227,1-3068,15
228,1-17835,2
229,1-4361,12
230,1-3089,18
231,1-8450,2
232,1-18371,3
233,MLG07,14
234,MLG29,5
235,1-8113,6
236,1-7024,18
237,1-9667,21
238,1-9855,10
239,1-7042,5
240,MLG33,14
241,1-19448,3
242,1-20791,1
243,1-1015,1
244,MLG57,22
245,1-6647,5
246,MLG56,13
247,1-20467,19
248,1-2400,1
249,1-6931,13
250,1-9333,3
251,1-7268,9
252,1-21195,16
253,1-4649,7
254,1-8379,1
255,1-9946,1
256,1-9277,7
257,1-9504,1
258,1-9516,7
259,1-3596,11
260,1-0129,12
261,1-1942,1
262,1-8623,16
263,1-6927,20
264,P-0009,1
265,1-11330,1
266,1-2103,18
267,1-6181,4
268,MLG44,11
269,1-7839,14
270,1-1390,2
271,1-7897,3
272,1-1570,12
273,1-3589,2
274,1-0033,9
275,1-3216,2
276,1-9495,17
277,1-4051,15
278,1-10762,8
279,MLG43,2
280,1-7608,4
281,1-9995,4
282,1-1608,9
283,1-3535,3
284,1-4136,1
285,1-18615,22
286,1-3587,10
287,1-9836,13
288,1-8590,2
289,1-1592,1
290,1-8341,5
291,MLG02,4
292,1-9997,6
293,1-8066,4
294,1-3509,4
295,1-3639,22
296,1-9404,20
297,1-8352,19
298,1-7019,4
299,MLG54,15
300,1-4020,3
301,1-1177,5
302,MLG51,22
303,1-8157,8
304,1-19004,4
305,1-7866,17
306,1-18377,7
307,1-5530,2
308,1-6743,2
309,1-3516,10
310,1-4855,9
311,1-20578,10
312,1-3108,1
313,1-7521,2
314,1-3139,7
315,1-1769,20
316,1-7441,12
317,1-10978,13
318,1-2324,4
319,1-3584,14
320,MLG13,5
321,1-5172,21
322,1-0296,17
323,1-3647,17
324,1-6734,5
325,1-19924,13
326,1-8826,15
327,P-16616,14
328,1-9497,6
329,1-1317,20
330,1-4531,1
331,MLG75,18
332,MLG78,19
333,1-11329,1
334,1-20641,8
335,1-8910,7
336,1-1827,1
337,1-18613,8
338,1-6296,1
339,1-3523,17
340,1-3362,10
341,1-0031,18
342,MLG65,15
343,1-4319,20
344,1-6035,6
345,1-1131,15
346,MLG32,1
347,1-8188,21
348,1-17758,20
349,1-3052,7
350,1-2282,2
351,1-19229,2
352,MLG63,19
353,MLG50,22
354,1-9417,20
355,1-9498,18
356,1-9761,15
357,1-4760,17
358,1-9831,20
