,Exam Group,Exam Block
0,72-0103,21
1,1-9185,17
2,MLG17,6
3,1-8222,3
4,1-6240,17
5,1-5549,5
6,1-8021,12
7,1-8767,9
8,1-8181,16
9,1-8020,8
10,1-7964,8
11,1-9722,5
12,MLG84,7
13,1-9805,5
14,1-6098,15
15,1-8093,3
16,1-9955,21
17,1-18603,14
18,1-3521,16
19,1-2596,1
20,1-5167,5
21,1-3519,13
22,1-7995,1
23,1-2025,10
24,1-7140,20
25,1-9607,19
26,1-9907,1
27,1-18409,13
28,1-10071,3
29,1-18735,10
30,1-8418,5
31,1-8938,15
32,1-0022,9
33,1-7991,18
34,1-6642,16
35,1-2869,2
36,1-2714,2
37,1-5508,21
38,1-2104,5
39,1-7467,18
40,1-7722,6
41,1-7509,14
42,1-1207,13
43,1-8705,3
44,1-5214,14
45,1-9444,6
46,1-8566,7
47,1-19547,4
48,1-0405,13
49,1-2178,7
50,1-8174,21
51,1-9925,15
52,72-12387,7
53,1-9850,18
54,1-8125,4
55,1-8095,17
56,1-5877,12
57,1-1224,12
58,1-17733,19
59,1-9331,7
60,1-18202,7
61,1-7341,5
62,1-9818,9
63,1-7066,4
64,1-9674,19
65,1-8659,10
66,1-7536,18
67,1-7481,9
68,1-7845,4
69,1-18498,12
70,1-2584,17
71,1-6532,9
72,1-9614,22
73,1-5355,16
74,1-8124,13
75,1-8401,20
76,1-8541,6
77,1-2153,2
78,1-4088,15
79,1-9739,17
80,1-9115,11
81,1-7770,16
82,1-17645,11
83,1-18423,12
84,1-18714,19
85,1-8084,15
86,1-9345,1
87,MLG35,3
88,1-5626,11
89,1-18004,3
90,1-19222,13
91,72-12171,8
92,1-7807,4
93,1-20003,14
94,1-3083,18
95,1-3312,15
96,MLG37,1
97,1-9237,3
98,1-8127,21
99,1-5775,3
100,1-19598,1
101,1-9892,12
102,1-3564,2
103,1-8820,19
104,1-8267,4
105,1-1258,11
106,MLG69,22
107,1-6971,1
108,1-9731,7
109,1-9768,13
110,72-18936,14
111,1-19897,15
112,1-10698,5
113,1-4499,21
114,1-7496,9
115,1-3178,4
116,1-20047,14
117,1-0358,9
118,1-6543,2
119,1-5929,8
120,1-10232,6
121,1-7070,16
122,MLG42,6
123,MLG55,1
124,1-8427,17
125,1-8622,20
126,1-8488,18
127,1-9643,6
128,1-19286,7
129,1-2573,22
130,1-1833,9
131,1-9283,17
132,1-9110,10
133,1-8576,7
134,1-9465,6
135,1-9712,7
136,1-9549,13
137,1-1972,8
138,1-5515,17
139,1-7863,11
140,1-2294,19
141,MLG45,12
142,P-16454,10
143,1-8928,10
144,1-7744,18
145,MLG06,12
146,1-7453,1
147,1-17657,12
148,1-0001,1
149,MLG58,3
150,1-7005,21
151,1-9870,6
152,1-9500,6
153,1-1350,17
154,1-18994,18
155,1-9447,16
156,1-8634,5
157,1-6061,15
158,1-7599,8
159,1-10696,10
160,1-19813,8
161,MLG41,3
162,1-8067,19
163,1-9137,8
164,1-9740,3
165,1-7721,11
166,MLG40,2
167,1-4929,20
168,1-9655,21
169,1-9606,11
170,1-5043,11
171,1-8100,15
172,1-8573,19
173,1-9588,16
174,MLG38,14
175,1-4910,13
176,1-8042,18
177,1-10948,7
178,1-7525,12
179,1-4052,14
180,1-0037,1
181,1-8641,1
182,1-7752,8
183,1-9496,10
184,1-8074,16
185,1-8906,8
186,72-11994,9
187,1-7321,4
188,1-20167,13
189,1-9156,16
190,1-2382,2
191,1-8328,4
192,1-9770,10
193,1-9553,2
194,1-9253,14
195,1-2670,15
196,1-9646,16
197,1-8646,3
198,1-9839,13
199,MLG39,12
200,1-4634,15
201,1-9902,20
202,1-8988,6
203,1-1250,22
204,1-9733,3
205,1-8018,12
206,1-9752,9
207,1-7058,5
208,1-10468,19
209,1-9938,19
210,1-7842,7
211,1-5406,2
212,1-10922,8
213,1-18563,13
214,1-0053,15
215,1-19839,2
216,1-9887,20
217,1-9630,14
218,1-9416,16
219,1-5653,20
220,MLG73,6
221,1-8023,8
222,1-4149,7
223,1-0205,13
224,1-9227,21
225,1-9650,7
226,1-9996,17
227,1-3068,4
228,1-17835,17
229,1-4361,2
230,1-3089,21
231,1-8450,22
232,1-18371,16
233,MLG07,13
234,MLG29,15
235,1-8113,8
236,1-7024,7
237,1-9667,20
238,1-9855,12
239,1-7042,7
240,MLG33,5
241,1-19448,6
242,1-20791,9
243,1-1015,4
244,MLG57,12
245,1-6647,22
246,MLG56,8
247,1-20467,8
248,1-2400,7
249,1-6931,12
250,1-9333,4
251,1-7268,17
252,1-21195,14
253,1-4649,22
254,1-8379,1
255,1-9946,11
256,1-9277,3
257,1-9504,8
258,1-9516,1
259,1-3596,22
260,1-0129,11
261,1-1942,21
262,1-8623,8
263,1-6927,19
264,P-0009,4
265,1-11330,7
266,1-2103,12
267,1-6181,20
268,MLG44,5
269,1-7839,18
270,1-1390,2
271,1-7897,16
272,1-1570,11
273,1-3589,3
274,1-0033,9
275,1-3216,5
276,1-9495,3
277,1-4051,11
278,1-10762,22
279,MLG43,3
280,1-7608,7
281,1-9995,3
282,1-1608,8
283,1-3535,16
284,1-4136,10
285,1-18615,5
286,1-3587,14
287,1-9836,2
288,1-8590,2
289,1-1592,21
290,1-8341,21
291,MLG02,20
292,1-9997,11
293,1-8066,20
294,1-3509,20
295,1-3639,1
296,1-9404,19
297,1-8352,13
298,1-7019,20
299,MLG54,13
300,1-4020,16
301,1-1177,6
302,MLG51,10
303,1-8157,16
304,1-19004,12
305,1-7866,18
306,1-18377,5
307,1-5530,11
308,1-6743,2
309,1-3516,4
310,1-4855,4
311,1-20578,19
312,1-3108,11
313,1-7521,20
314,1-3139,21
315,1-1769,19
316,1-7441,11
317,1-10978,10
318,1-2324,1
319,1-3584,15
320,MLG13,5
321,1-5172,9
322,1-0296,18
323,1-3647,6
324,1-6734,11
325,1-19924,4
326,1-8826,4
327,P-16616,22
328,1-9497,15
329,1-1317,19
330,1-4531,21
331,MLG75,7
332,MLG78,14
333,1-11329,11
334,1-20641,4
335,1-8910,22
336,1-1827,17
337,1-18613,1
338,1-6296,20
339,1-3523,18
340,1-3362,1
341,1-0031,7
342,MLG65,13
343,1-4319,19
344,1-6035,11
345,1-1131,13
346,MLG32,5
347,1-8188,8
348,1-17758,16
349,1-3052,21
350,1-2282,2
351,1-19229,10
352,MLG63,14
353,MLG50,10
354,1-9417,19
355,1-9498,9
356,1-9761,21
357,1-4760,18
358,1-9831,19
359,1-4417,8
360,1-6611,4
361,1-0008,20
362,1-1462,21
363,1-10785,11
364,1-7682,6
365,MLG48,14
366,1-5163,8
367,1-8544,22
368,1-5197,19
369,1-6594,2
370,MLG62,3
371,1-1580,18
372,1-6916,15
373,1-6918,9
374,1-6919,10
375,MLG14,3
376,1-7874,12
377,1-7213,15
378,1-6561,11
379,1-4640,12
380,1-7004,22
381,1-2335,3
382,1-18558,18
383,1-8551,4
384,1-9270,11
385,1-6974,16
386,MLG68,6
387,1-10539,17
388,MLG49,5
389,1-0278,6
390,MLG64,10
391,MLG30,20
392,1-9609,15
393,1-7819,1
394,1-2423,5
395,1-6787,12
