,Exam Group,Exam Block
0,72-0103,2
1,1-9185,19
2,MLG17,4
3,1-8222,2
4,1-6240,12
5,1-5549,16
6,1-8021,7
7,1-8767,6
8,1-8181,9
9,1-8020,15
10,1-7964,2
11,1-9722,18
12,MLG84,7
13,1-9805,3
14,1-6098,9
15,1-8093,7
16,1-9955,12
17,1-18603,7
18,1-3521,5
19,1-2596,11
20,1-5167,7
21,1-3519,11
22,1-7995,7
23,1-2025,6
24,1-7140,2
25,1-9607,14
26,1-9907,11
27,1-18409,12
28,1-10071,10
29,1-18735,5
30,1-8418,15
31,1-8938,15
32,1-0022,8
33,1-7991,18
34,1-6642,7
35,1-2869,10
36,1-2714,13
37,1-5508,6
38,1-2104,17
39,1-7467,20
40,1-7722,15
41,1-7509,2
42,1-1207,1
43,1-8705,18
44,1-5214,8
45,1-9444,12
46,1-8566,1
47,1-19547,7
48,1-0405,17
49,1-2178,11
50,1-8174,9
51,1-9925,16
52,72-12387,10
53,1-9850,1
54,1-8125,3
55,1-8095,1
56,1-5877,14
57,1-1224,16
58,1-17733,16
59,1-9331,4
60,1-18202,10
61,1-7341,3
62,1-9818,9
63,1-7066,15
64,1-9674,16
65,1-8659,7
66,1-7536,1
67,1-7481,5
68,1-7845,1
69,1-18498,10
70,1-2584,14
71,1-6532,19
72,1-9614,9
73,1-5355,20
74,1-8124,18
75,1-8401,3
76,1-8541,5
77,1-2153,3
78,1-4088,18
79,1-9739,14
80,1-9115,20
81,1-7770,13
82,1-17645,13
83,1-18423,15
84,1-18714,7
85,1-8084,9
86,1-9345,12
87,MLG35,13
88,1-5626,3
89,1-18004,1
90,1-19222,3
91,72-12171,1
92,1-7807,6
93,1-20003,5
94,1-3083,12
95,1-3312,16
96,MLG37,1
97,1-9237,4
98,1-8127,1
99,1-5775,4
100,1-19598,15
101,1-9892,4
102,1-3564,18
103,1-8820,16
104,1-8267,6
105,1-1258,3
106,MLG69,13
107,1-6971,8
108,1-9731,17
109,1-9768,4
110,72-18936,15
111,1-19897,6
112,1-10698,13
113,1-4499,5
114,1-7496,6
115,1-3178,10
116,1-20047,3
117,1-0358,12
118,1-6543,6
119,1-5929,15
120,1-10232,17
121,1-7070,19
122,MLG42,12
123,MLG55,11
124,1-8427,18
125,1-8622,2
126,1-8488,14
127,1-9643,11
128,1-19286,1
129,1-2573,5
130,1-1833,4
131,1-9283,18
132,1-9110,11
133,1-8576,2
134,1-9465,13
135,1-9712,8
136,1-9549,20
137,1-1972,12
138,1-5515,12
139,1-7863,3
140,1-2294,16
141,MLG45,15
142,P-16454,1
143,1-8928,10
144,1-7744,3
145,MLG06,10
146,1-7453,15
147,1-17657,13
148,1-0001,1
149,MLG58,10
150,1-7005,5
151,1-9870,9
152,1-9500,10
153,1-1350,7
154,1-18994,14
155,1-9447,3
156,1-8634,16
157,1-6061,9
158,1-7599,4
159,1-10696,18
160,1-19813,15
161,MLG41,11
162,1-8067,16
163,1-9137,5
164,1-9740,10
165,1-7721,11
166,MLG40,8
167,1-4929,2
168,1-9655,19
169,1-9606,10
170,1-5043,17
171,1-8100,13
172,1-8573,13
173,1-9588,17
174,MLG38,15
175,1-4910,10
176,1-8042,12
177,1-10948,13
178,1-7525,17
179,1-4052,19
180,1-0037,20
181,1-8641,17
182,1-7752,7
183,1-9496,4
184,1-8074,4
185,1-8906,13
186,72-11994,3
187,1-7321,8
188,1-20167,9
189,1-9156,4
190,1-2382,11
191,1-8328,6
192,1-9770,4
193,1-9553,18
194,1-9253,7
195,1-2670,13
196,1-9646,17
197,1-8646,9
198,1-9839,1
199,MLG39,11
200,1-4634,2
201,1-9902,2
202,1-8988,2
203,1-1250,8
204,1-9733,6
205,1-8018,17
206,1-9752,2
207,1-7058,1
208,1-10468,16
209,1-9938,16
210,1-7842,4
211,1-5406,13
212,1-10922,10
213,1-18563,13
214,1-0053,9
215,1-19839,11
216,1-9887,2
217,1-9630,10
218,1-9416,19
219,1-5653,5
220,MLG73,2
221,1-8023,20
222,1-4149,12
223,1-0205,5
224,1-9227,5
225,1-9650,1
226,1-9996,6
227,1-3068,6
228,1-17835,10
229,1-4361,13
230,1-3089,1
231,1-8450,11
232,1-18371,4
233,MLG07,1
234,MLG29,9
235,1-8113,3
236,1-7024,3
237,1-9667,7
238,1-9855,3
239,1-7042,6
240,MLG33,19
241,1-19448,12
242,1-20791,11
243,1-1015,6
244,MLG57,12
245,1-6647,19
246,MLG56,7
247,1-20467,12
248,1-2400,6
249,1-6931,4
250,1-9333,4
251,1-7268,18
252,1-21195,15
253,1-4649,5
254,1-8379,1
255,1-9946,12
256,1-9277,5
257,1-9504,1
258,1-9516,5
259,1-3596,13
260,1-0129,20
261,1-1942,5
262,1-8623,15
263,1-6927,16
264,P-0009,15
265,1-11330,9
266,1-2103,7
267,1-6181,2
268,MLG44,8
269,1-7839,12
270,1-1390,11
271,1-7897,4
272,1-1570,8
273,1-3589,5
274,1-0033,9
275,1-3216,14
276,1-9495,8
277,1-4051,8
278,1-10762,15
279,MLG43,11
280,1-7608,7
281,1-9995,2
282,1-1608,7
283,1-3535,4
284,1-4136,3
285,1-18615,17
286,1-3587,6
287,1-9836,7
288,1-8590,4
289,1-1592,5
290,1-8341,1
291,MLG02,2
292,1-9997,9
293,1-8066,2
294,1-3509,2
295,1-3639,16
296,1-9404,16
297,1-8352,1
298,1-7019,2
299,MLG54,10
300,1-4020,12
301,1-1177,3
302,MLG51,12
303,1-8157,4
304,1-19004,2
305,1-7866,15
306,1-18377,8
307,1-5530,1
308,1-6743,16
309,1-3516,6
310,1-4855,1
311,1-20578,14
312,1-3108,3
313,1-7521,2
314,1-3139,5
315,1-1769,16
316,1-7441,3
317,1-10978,8
318,1-2324,2
319,1-3584,9
320,MLG13,1
321,1-5172,20
