,Exam Group,Exam Block
0,72-0103,1
1,1-9185,17
2,MLG17,19
3,1-8222,15
4,1-6240,20
5,1-5549,9
6,1-8021,2
7,1-8767,18
8,1-8181,3
9,1-8020,3
10,1-7964,15
11,1-9722,9
12,MLG84,7
13,1-9805,9
14,1-6098,20
15,1-8093,4
16,1-9955,13
17,1-18603,3
18,1-3521,6
19,1-2596,12
20,1-5167,8
21,1-3519,3
22,1-7995,20
23,1-2025,11
24,1-7140,8
25,1-9607,4
26,1-9907,8
27,1-18409,2
28,1-10071,16
29,1-18735,4
30,1-8418,8
31,1-8938,2
32,1-0022,10
33,1-7991,9
34,1-6642,11
35,1-2869,10
36,1-2714,3
37,1-5508,7
38,1-2104,12
39,1-7467,5
40,1-7722,10
41,1-7509,2
42,1-1207,8
43,1-8705,1
44,1-5214,13
45,1-9444,1
46,1-8566,15
47,1-19547,2
48,1-0405,15
49,1-2178,2
50,1-8174,1
51,1-9925,6
52,72-12387,13
53,1-9850,7
54,1-8125,15
55,1-8095,16
56,1-5877,12
57,1-1224,14
58,1-17733,14
59,1-9331,4
60,1-18202,1
61,1-7341,7
62,1-9818,11
63,1-7066,19
64,1-9674,3
65,1-8659,7
66,1-7536,15
67,1-7481,14
68,1-7845,6
69,1-18498,18
70,1-2584,8
71,1-6532,4
72,1-9614,18
73,1-5355,9
74,1-8124,8
75,1-8401,3
76,1-8541,19
77,1-2153,6
78,1-4088,12
79,1-9739,9
80,1-9115,5
81,1-7770,9
82,1-17645,1
83,1-18423,2
84,1-18714,1
85,1-8084,20
86,1-9345,20
87,MLG35,7
88,1-5626,18
89,1-18004,2
90,1-19222,8
91,72-12171,5
92,1-7807,20
93,1-20003,18
94,1-3083,6
95,1-3312,3
96,MLG37,14
97,1-9237,6
98,1-8127,18
99,1-5775,6
100,1-19598,7
101,1-9892,6
102,1-3564,2
103,1-8820,15
104,1-8267,7
105,1-1258,9
106,MLG69,6
107,1-6971,12
108,1-9731,1
109,1-9768,6
110,72-18936,12
111,1-19897,11
112,1-10698,8
113,1-4499,19
114,1-7496,7
115,1-3178,1
116,1-20047,2
117,1-0358,5
118,1-6543,10
119,1-5929,8
120,1-10232,13
121,1-7070,1
122,MLG42,9
123,MLG55,16
124,1-8427,15
125,1-8622,5
126,1-8488,9
127,1-9643,10
128,1-19286,15
129,1-2573,16
130,1-1833,6
131,1-9283,17
132,1-9110,4
133,1-8576,13
134,1-9465,5
135,1-9712,1
136,1-9549,2
137,1-1972,13
138,1-5515,1
139,1-7863,17
140,1-2294,15
141,MLG45,12
142,P-16454,14
143,1-8928,11
144,1-7744,18
145,MLG06,4
146,1-7453,11
147,1-17657,11
148,1-0001,4
149,MLG58,10
150,1-7005,20
151,1-9870,7
152,1-9500,10
153,1-1350,2
154,1-18994,19
155,1-9447,16
156,1-8634,14
157,1-6061,2
158,1-7599,2
159,1-10696,19
160,1-19813,4
161,MLG41,7
162,1-8067,14
163,1-9137,16
164,1-9740,14
165,1-7721,2
166,MLG40,20
167,1-4929,1
168,1-9655,19
169,1-9606,12
170,1-5043,2
171,1-8100,6
172,1-8573,15
173,1-9588,8
174,MLG38,2
175,1-4910,1
176,1-8042,1
177,1-10948,1
178,1-7525,10
179,1-4052,5
180,1-0037,17
181,1-8641,8
182,1-7752,12
183,1-9496,4
184,1-8074,11
185,1-8906,2
186,72-11994,11
187,1-7321,2
188,1-20167,14
189,1-9156,11
190,1-2382,14
191,1-8328,1
192,1-9770,6
193,1-9553,1
194,1-9253,1
195,1-2670,17
196,1-9646,20
197,1-8646,16
198,1-9839,1
199,MLG39,18
200,1-4634,1
201,1-9902,3
202,1-8988,10
203,1-1250,10
204,1-9733,1
205,1-8018,19
206,1-9752,18
207,1-7058,17
208,1-10468,18
209,1-9938,10
210,1-7842,7
211,1-5406,19
212,1-10922,1
213,1-18563,1
214,1-0053,13
215,1-19839,2
216,1-9887,2
217,1-9630,4
218,1-9416,5
219,1-5653,12
220,MLG73,8
221,1-8023,19
222,1-4149,7
223,1-0205,19
224,1-9227,16
225,1-9650,17
226,1-9996,18
227,1-3068,19
228,1-17835,10
229,1-4361,1
230,1-3089,15
231,1-8450,6
232,1-18371,16
233,MLG07,3
234,MLG29,14
235,1-8113,2
236,1-7024,11
237,1-9667,16
238,1-9855,16
239,1-7042,5
240,MLG33,15
241,1-19448,11
242,1-20791,2
243,1-1015,3
244,MLG57,11
245,1-6647,6
246,MLG56,9
247,1-20467,13
248,1-2400,4
249,1-6931,6
250,1-9333,14
251,1-7268,11
