,Exam Group,Exam Block
0,72-0103,1
1,1-9185,4
2,MLG17,23
3,1-8222,3
4,1-6240,19
5,1-5549,15
6,1-8021,12
7,1-8767,20
8,1-8181,7
9,1-8020,13
10,1-7964,13
11,1-9722,1
12,MLG84,7
13,1-9805,1
14,1-6098,5
15,1-8093,1
16,1-9955,13
17,1-18603,5
18,1-3521,3
19,1-2596,5
20,1-5167,1
21,1-3519,15
22,1-7995,14
23,1-2025,1
24,1-7140,21
25,1-9607,9
26,1-9907,12
27,1-18409,6
28,1-10071,5
29,1-18735,3
30,1-8418,1
31,1-8938,2
32,1-0022,1
33,1-7991,22
34,1-6642,2
35,1-2869,1
36,1-2714,20
37,1-5508,10
38,1-2104,1
39,1-7467,4
40,1-7722,23
41,1-7509,11
42,1-1207,22
43,1-8705,12
44,1-5214,10
45,1-9444,6
46,1-8566,9
47,1-19547,3
48,1-0405,19
49,1-2178,9
50,1-8174,17
51,1-9925,7
52,72-12387,14
53,1-9850,10
54,1-8125,1
55,1-8095,18
56,1-5877,18
57,1-1224,3
58,1-17733,17
59,1-9331,19
60,1-18202,2
61,1-7341,5
62,1-9818,9
63,1-7066,8
64,1-9674,17
65,1-8659,12
66,1-7536,12
67,1-7481,8
68,1-7845,9
69,1-18498,19
70,1-2584,2
71,1-6532,19
72,1-9614,4
73,1-5355,4
74,1-8124,12
75,1-8401,7
76,1-8541,9
77,1-2153,4
78,1-4088,22
79,1-9739,15
80,1-9115,10
81,1-7770,9
82,1-17645,5
83,1-18423,9
84,1-18714,3
85,1-8084,7
86,1-9345,20
87,MLG35,4
88,1-5626,2
89,1-18004,1
90,1-19222,22
91,72-12171,8
92,1-7807,10
93,1-20003,5
94,1-3083,2
95,1-3312,4
96,MLG37,1
97,1-9237,11
98,1-8127,5
99,1-5775,16
100,1-19598,22
101,1-9892,4
102,1-3564,1
103,1-8820,17
104,1-8267,10
105,1-1258,18
106,MLG69,9
107,1-6971,19
108,1-9731,17
109,1-9768,22
110,72-18936,20
111,1-19897,5
112,1-10698,1
113,1-4499,20
114,1-7496,10
115,1-3178,13
116,1-20047,1
117,1-0358,4
118,1-6543,1
119,1-5929,1
120,1-10232,18
121,1-7070,19
122,MLG42,10
123,MLG55,6
124,1-8427,19
125,1-8622,9
126,1-8488,8
127,1-9643,16
128,1-19286,11
129,1-2573,20
130,1-1833,1
131,1-9283,19
132,1-9110,15
133,1-8576,21
134,1-9465,19
135,1-9712,4
136,1-9549,1
137,1-1972,2
138,1-5515,16
139,1-7863,18
140,1-2294,17
141,MLG45,7
142,P-16454,15
143,1-8928,10
144,1-7744,18
145,MLG06,5
146,1-7453,1
147,1-17657,5
148,1-0001,1
149,MLG58,15
150,1-7005,8
151,1-9870,3
152,1-9500,14
153,1-1350,19
154,1-18994,19
155,1-9447,1
156,1-8634,4
157,1-6061,15
158,1-7599,1
159,1-10696,12
160,1-19813,1
161,MLG41,4
162,1-8067,17
163,1-9137,6
164,1-9740,6
165,1-7721,3
166,MLG40,14
167,1-4929,7
168,1-9655,20
169,1-9606,2
170,1-5043,18
171,1-8100,5
172,1-8573,17
173,1-9588,11
174,MLG38,7
175,1-4910,6
176,1-8042,14
177,1-10948,5
178,1-7525,1
179,1-4052,6
180,1-0037,17
181,1-8641,9
182,1-7752,18
183,1-9496,17
184,1-8074,4
185,1-8906,12
186,72-11994,13
187,1-7321,1
188,1-20167,13
189,1-9156,16
190,1-2382,13
191,1-8328,10
192,1-9770,16
193,1-9553,23
194,1-9253,13
195,1-2670,7
196,1-9646,3
197,1-8646,16
198,1-9839,5
199,MLG39,6
200,1-4634,21
201,1-9902,4
202,1-8988,22
203,1-1250,20
204,1-9733,1
205,1-8018,4
206,1-9752,23
207,1-7058,11
208,1-10468,17
209,1-9938,12
210,1-7842,16
211,1-5406,2
212,1-10922,1
213,1-18563,12
214,1-0053,3
215,1-19839,9
216,1-9887,3
217,1-9630,22
218,1-9416,5
219,1-5653,12
220,MLG73,14
221,1-8023,6
222,1-4149,5
223,1-0205,8
224,1-9227,8
225,1-9650,20
226,1-9996,6
227,1-3068,8
228,1-17835,21
229,1-4361,1
230,1-3089,20
231,1-8450,9
232,1-18371,22
233,MLG07,2
234,MLG29,3
235,1-8113,2
236,1-7024,12
237,1-9667,2
238,1-9855,4
239,1-7042,8
240,MLG33,5
241,1-19448,16
242,1-20791,17
243,1-1015,10
244,MLG57,6
245,1-6647,11
246,MLG56,23
247,1-20467,11
248,1-2400,10
249,1-6931,1
250,1-9333,3
251,1-7268,19
252,1-21195,12
253,1-4649,9
254,1-8379,1
255,1-9946,6
256,1-9277,8
257,1-9504,6
258,1-9516,8
259,1-3596,9
260,1-0129,18
261,1-1942,13
262,1-8623,1
263,1-6927,17
264,P-0009,11
265,1-11330,12
266,1-2103,4
267,1-6181,21
268,MLG44,14
269,1-7839,1
270,1-1390,13
271,1-7897,6
272,1-1570,18
273,1-3589,5
274,1-0033,11
275,1-3216,2
276,1-9495,17
277,1-4051,9
278,1-10762,14
279,MLG43,7
280,1-7608,5
281,1-9995,16
282,1-1608,19
283,1-3535,16
284,1-4136,14
285,1-18615,1
286,1-3587,10
287,1-9836,16
288,1-8590,1
289,1-1592,7
290,1-8341,8
291,MLG02,21
292,1-9997,2
293,1-8066,21
294,1-3509,20
295,1-3639,16
296,1-9404,2
297,1-8352,5
298,1-7019,21
299,MLG54,13
300,1-4020,3
301,1-1177,7
302,MLG51,23
303,1-8157,7
304,1-19004,3
305,1-7866,11
306,1-18377,8
307,1-5530,8
308,1-6743,22
309,1-3516,8
310,1-4855,6
311,1-20578,10
312,1-3108,2
313,1-7521,6
314,1-3139,8
315,1-1769,23
316,1-7441,14
317,1-10978,22
318,1-2324,3
319,1-3584,3
320,MLG13,3
321,1-5172,18
322,1-0296,1
323,1-3647,2
324,1-6734,3
325,1-19924,1
326,1-8826,8
327,P-16616,9
328,1-9497,11
329,1-1317,17
330,1-4531,8
331,MLG75,12
332,MLG78,2
333,1-11329,6
334,1-20641,2
335,1-8910,9
336,1-1827,3
337,1-18613,8
338,1-6296,21
339,1-3523,20
340,1-3362,10
341,1-0031,12
342,MLG65,13
343,1-4319,4
344,1-6035,5
