,Exam Group,Exam Block
209,1-5355,5
210,1-19897,11
211,1-1191,11
212,1-8450,16
213,MLG32,14
214,1-6227,1
215,1-8042,18
216,1-8397,15
217,MLG40,4
218,1-9770,3
219,1-2400,16
220,1-4355,13
221,MLG35,19
222,1-9610,3
223,1-6228,12
224,1-8767,17
225,1-8705,1
226,1-9277,12
227,1-4634,4
228,MLG60,22
229,1-1957,21
230,1-18423,5
231,1-9345,19
232,1-3587,21
233,1-9794,22
234,1-8095,13
235,1-8418,5
236,1-10451,22
237,1-1989,16
238,1-7991,7
239,1-3206,21
240,1-6216,12
241,1-4390,12
242,1-8174,8
243,1-19166,14
244,1-5002,6
245,1-1183,3
246,1-19448,20
247,1-6734,5
248,1-6217,9
249,1-6538,18
250,1-6918,12
251,1-6916,17
252,1-6919,22
253,1-18234,2
254,1-9578,20
255,1-2025,4
256,1-0296,7
257,1-3564,14
258,1-17758,22
259,1-8172,1
260,1-6061,22
261,1-5214,12
262,1-7509,11
263,1-4760,15
264,1-19286,8
265,1-8573,14
266,1-5413,16
267,1-1204,15
268,1-9496,8
269,1-8928,16
270,1-19229,7
271,1-5508,13
272,1-8551,16
273,1-9237,15
274,1-8493,19
275,1-9651,1
276,1-7744,1
277,1-2573,14
278,1-4020,18
279,1-7845,3
280,1-3312,9
281,1-6909,21
282,1-9887,2
283,1-6642,17
284,1-8314,15
285,1-10060,9
286,1-2584,16
287,1-2104,9
288,1-0037,11
289,1-2596,18
290,1-9761,22
291,1-3509,2
292,1-5549,9
293,1-1770,4
294,1-3106,20
295,1-1942,12
296,1-9740,17
297,1-1250,11
298,1-0205,12
299,1-7481,16
300,1-18709,6
301,MLG31,22
302,1-9630,1
303,1-8400,1
304,1-9500,4
305,1-8127,13
306,1-1972,4
307,1-18714,2
308,1-1592,16
309,1-9185,19
310,1-9739,9
311,1-4700,6
312,1-1850,15
313,1-10071,8
314,1-18935,21
315,1-4088,1
316,1-9504,1
317,1-9902,1
318,1-8641,1
319,1-8938,6
320,1-9614,22
321,1-8181,7
322,1-5980,1
323,1-18203,18
324,1-13247,5
325,1-0027,22
326,1-5515,20
327,1-7752,15
328,1-9338,9
329,1-19549,15
330,1-8988,8
331,1-9110,22
332,1-9818,11
333,1-9996,14
334,P-16616,3
335,1-5981,16
336,1-18994,14
337,1-18735,1
338,MLG67,16
339,1-9850,11
340,1-3589,15
341,1-9870,19
342,1-3519,22
343,1-6531,19
344,1-9655,19
345,1-6532,6
346,1-8186,20
347,1-2103,5
348,1-3087,8
349,1-7204,11
350,1-3584,6
351,1-9805,4
352,1-9650,9
353,1-9609,2
354,1-2324,19
355,1-2297,8
356,1-9331,13
357,1-4747,5
358,1-8627,19
359,1-18613,14
360,1-7530,22
361,1-7839,17
362,1-5167,1
363,1-9253,1
364,1-8590,1
365,1-10696,14
366,1-7993,11
367,1-9995,1
368,1-9444,19
369,1-1827,15
370,1-7213,22
371,1-18202,4
372,1-8488,1
373,MLG39,21
374,1-9553,13
375,1-6035,5
376,1-18487,14
377,1-6858,8
378,1-7066,13
379,1-7182,9
380,1-18409,22
381,1-3521,7
382,1-18615,21
383,1-9722,16
384,1-9892,17
385,1-9752,1
386,1-0358,1
387,1-4855,18
388,1-9518,1
389,1-9436,1
390,1-20003,1
391,1-7842,11
392,1-8125,22
393,1-7964,1
394,1-8646,4
395,1-6718,18
396,1-1836,4
397,1-19813,15
398,MLG33,2
399,72-18936,19
400,1-20047,22
401,1-7721,1
402,1-9697,22
403,1-9839,1
404,72-12171,13
405,1-9607,9
406,1-20578,1
407,1-18603,6
408,1-8100,15
409,1-3265,21
410,1-9549,17
411,1-9495,8
412,1-5744,1
413,1-8124,9
414,MLG06,14
415,1-3108,18
416,1-9465,6
417,1-0055,14
418,1-0022,4
419,1-9907,14
420,1-3639,7
421,1-0001,22
422,1-1177,22
423,1-5425,22
424,1-0003,17
425,1-7536,12
426,MLG46,22
427,1-17835,16
428,1-5282,21
429,1-8678,1
430,1-2034,19
431,1-9997,20
432,1-9452,22
433,1-3089,5
434,1-8503,11
435,1-4494,17
436,1-5163,17
437,1-4682,22
438,1-3104,9
439,1-9606,5
440,1-4098,2
441,1-9115,5
442,1-4149,12
443,1-20641,17
444,1-8023,21
445,1-19447,1
446,1-5803,22
447,1-19222,12
448,1-8906,14
449,1-5654,4
450,1-9971,21
451,1-9588,12
452,MLG42,19
453,1-11206,21
454,1-11329,22
455,1-11330,17
456,1-5036,1
457,1-7995,12
458,MLG43,22
459,1-9667,5
460,1-18377,2
461,1-5913,22
462,1-20791,8
463,1-18498,19
464,1-7496,10
465,1-19839,16
466,1-20467,19
467,1-0031,16
468,1-7453,12
469,1-2153,10
470,1-4052,22
471,1-9416,20
472,1-1935,1
473,1-2178,13
474,1-9946,14
475,1-20012,16
476,1-5161,21
477,1-9055,15
478,1-4499,3
479,1-18004,8
480,1-6543,9
481,1-8222,4
482,1-19205,4
483,1-19598,17
484,1-5653,1
485,1-7770,8
486,1-9731,2
487,1-8578,11
488,1-9457,9
489,1-6971,22
490,1-4929,15
491,1-9712,9
492,1-5555,22
493,1-8634,19
494,1-5406,4
495,1-9576,17
496,MLG73,1
497,1-0033,15
498,1-7521,1
499,1-4361,1
500,1-9076,1
501,1-2869,22
502,1-17645,22
503,1-8113,14
504,MLG72,19
505,1-17657,8
506,1-9861,22
507,1-10444,1
508,1-9806,9
509,1-18563,1
510,72-11994,21
511,1-5531,12
512,1-9643,17
513,P-16454,14
514,1-9855,22
515,P-0009,1
516,1-3033,16
517,1-5530,14
518,1-7321,22
519,1-3646,17
520,1-5799,10
521,1-9447,9
522,1-10698,22
523,1-3175,22
524,1-3551,1
525,1-7525,22
526,1-3178,1
527,1-10762,22
528,1-4842,2
529,1-5990,16
530,1-10232,1
531,1-8566,2
532,1-9836,6
533,1-3217,1
534,1-8623,1
535,1-5424,11
536,1-8379,4
537,1-3216,5
538,1-17790,8
539,1-4136,1
540,1-3647,22
541,1-4051,20
542,1-21192,16
543,1-5929,14
544,1-8532,16
545,1-4910,22
546,1-7608,2
547,1-9733,9
548,1-4926,16
549,1-8093,18
550,1-7599,19
551,1-9838,18
552,1-9034,1
553,1-5914,1
554,1-3176,22
555,1-9455,1
556,1-4847,18
557,1-10948,1
558,1-6028,1
559,1-19567,12
560,1-19568,4
561,1-19924,1
562,1-19927,1
563,1-7527,15
564,1-10922,1
565,1-10951,22
566,1-10978,1
567,1-21195,1
568,1-6931,1
569,1-8352,1
