,Exam Group,Exam Block
0,72-0103,8
1,1-9185,1
2,MLG17,5
3,1-8222,6
4,1-6240,18
5,1-5549,3
6,1-8021,6
7,1-8767,1
8,1-8181,13
9,1-8020,10
10,1-7964,8
11,1-9722,5
12,MLG84,12
13,1-9805,19
14,1-6098,6
15,1-8093,11
16,1-9955,4
17,1-18603,6
18,1-3521,1
19,1-2596,2
20,1-5167,3
21,1-3519,7
22,1-7995,12
23,1-2025,13
24,1-7140,6
25,1-9607,16
26,1-9907,13
27,1-18409,8
28,1-10071,5
29,1-18735,14
30,1-8418,1
31,1-8938,19
32,1-0022,8
33,1-7991,3
34,1-6642,1
35,1-2869,6
36,1-2714,10
37,1-5508,7
38,1-2104,1
39,1-7467,17
40,1-7722,14
41,1-7509,4
42,1-1207,1
43,1-8705,3
44,1-5214,14
45,1-9444,3
46,1-8566,6
47,1-19547,3
48,1-0405,18
49,1-2178,2
50,1-8174,1
51,1-9925,17
52,72-12387,3
53,1-9850,9
54,1-8125,7
55,1-8095,3
56,1-5877,16
57,1-1224,20
58,1-17733,9
59,1-9331,7
60,1-18202,2
61,1-7341,13
62,1-9818,7
63,1-7066,7
64,1-9674,21
65,1-8659,15
66,1-7536,1
67,1-7481,19
68,1-7845,11
69,1-18498,3
70,1-2584,11
71,1-6532,14
72,1-9614,8
73,1-5355,14
74,1-8124,17
75,1-8401,3
76,1-8541,5
77,1-2153,6
78,1-4088,19
79,1-9739,18
80,1-9115,3
81,1-7770,3
82,1-17645,2
83,1-18423,4
84,1-18714,21
85,1-8084,20
86,1-9345,4
87,MLG35,1
88,1-5626,9
89,1-18004,11
90,1-19222,18
91,72-12171,8
92,1-7807,15
93,1-20003,5
94,1-3083,2
95,1-3312,13
96,MLG37,9
97,1-9237,5
98,1-8127,17
99,1-5775,11
100,1-19598,6
101,1-9892,4
102,1-3564,1
103,1-8820,9
104,1-8267,4
105,1-1258,7
106,MLG69,21
107,1-6971,2
108,1-9731,6
109,1-9768,2
110,72-18936,4
111,1-19897,10
112,1-10698,6
113,1-4499,5
114,1-7496,15
115,1-3178,1
116,1-20047,7
117,1-0358,16
118,1-6543,15
119,1-5929,6
120,1-10232,9
121,1-7070,1
122,MLG42,17
123,MLG55,19
124,1-8427,16
125,1-8622,9
126,1-8488,7
127,1-9643,10
128,1-19286,3
129,1-2573,2
130,1-1833,19
131,1-9283,18
132,1-9110,12
133,1-8576,12
134,1-9465,8
135,1-9712,11
136,1-9549,17
137,1-1972,8
138,1-5515,10
139,1-7863,7
140,1-2294,1
141,MLG45,1
142,P-16454,1
143,1-8928,5
144,1-7744,16
145,MLG06,14
146,1-7453,4
147,1-17657,2
148,1-0001,14
149,MLG58,16
150,1-7005,14
151,1-9870,15
152,1-9500,17
153,1-1350,18
154,1-18994,18
155,1-9447,19
156,1-8634,21
157,1-6061,13
158,1-7599,6
159,1-10696,10
160,1-19813,10
161,MLG41,2
162,1-8067,9
163,1-9137,16
164,1-9740,1
165,1-7721,3
166,MLG40,5
167,1-4929,1
168,1-9655,11
169,1-9606,2
170,1-5043,7
171,1-8100,12
172,1-8573,17
173,1-9588,10
174,MLG38,2
175,1-4910,2
176,1-8042,8
177,1-10948,5
178,1-7525,17
179,1-4052,1
180,1-0037,4
181,1-8641,3
182,1-7752,18
183,1-9496,13
184,1-8074,17
185,1-8906,21
186,72-11994,9
187,1-7321,5
188,1-20167,20
189,1-9156,17
190,1-2382,19
191,1-8328,11
192,1-9770,11
193,1-9553,7
194,1-9253,1
195,1-2670,11
196,1-9646,3
197,1-8646,8
198,1-9839,12
199,MLG39,1
200,1-4634,10
201,1-9902,11
202,1-8988,12
203,1-1250,13
204,1-9733,14
205,1-8018,14
206,1-9752,2
207,1-7058,16
208,1-10468,3
209,1-9938,1
210,1-7842,3
211,1-5406,6
212,1-10922,1
213,1-18563,12
214,1-0053,4
215,1-19839,15
216,1-9887,19
217,1-9630,9
218,1-9416,4
219,1-5653,10
220,MLG73,8
221,1-8023,4
222,1-4149,12
223,1-0205,3
224,1-9227,10
225,1-9650,5
226,1-9996,16
227,1-3068,10
228,1-17835,11
229,1-4361,4
230,1-3089,20
231,1-8450,1
232,1-18371,4
233,MLG07,2
234,MLG29,12
235,1-8113,1
236,1-7024,20
237,1-9667,2
238,1-9855,9
239,1-7042,14
240,MLG33,12
241,1-19448,17
242,1-20791,3
243,1-1015,7
244,MLG57,4
245,1-6647,1
246,MLG56,13
247,1-20467,12
248,1-2400,15
249,1-6931,1
250,1-9333,20
251,1-7268,1
252,1-21195,1
253,1-4649,8
254,1-8379,1
255,1-9946,7
256,1-9277,14
257,1-9504,13
258,1-9516,21
259,1-3596,21
260,1-0129,7
261,1-1942,3
262,1-8623,6
263,1-6927,15
264,P-0009,18
265,1-11330,3
266,1-2103,16
267,1-6181,6
268,MLG44,5
269,1-7839,18
270,1-1390,1
271,1-7897,1
272,1-1570,5
273,1-3589,10
274,1-0033,8
275,1-3216,1
276,1-9495,13
