,Exam Group,Exam Block
0,72-0103,20
1,1-9185,23
2,MLG17,5
3,1-8222,7
4,1-6240,19
5,1-5549,3
6,1-8021,11
7,1-8767,21
8,1-8181,10
9,1-8020,14
10,1-7964,7
11,1-9722,14
12,MLG84,9
13,1-9805,14
14,1-6098,10
15,1-8093,2
16,1-9955,18
17,1-18603,3
18,1-3521,12
19,1-2596,3
20,1-5167,1
21,1-3519,18
22,1-7995,4
23,1-2025,10
24,1-7140,7
25,1-9607,1
26,1-9907,21
27,1-18409,17
28,1-10071,23
29,1-18735,1
30,1-8418,9
31,1-8938,1
32,1-0022,9
33,1-7991,3
34,1-6642,12
35,1-2869,13
36,1-2714,16
37,1-5508,9
38,1-2104,1
39,1-7467,23
40,1-7722,9
41,1-7509,2
42,1-1207,21
43,1-8705,7
44,1-5214,6
45,1-9444,12
46,1-8566,5
47,1-19547,2
48,1-0405,18
49,1-2178,1
50,1-8174,18
51,1-9925,20
52,72-12387,3
53,1-9850,9
54,1-8125,13
55,1-8095,8
56,1-5877,17
57,1-1224,22
58,1-17733,22
59,1-9331,10
60,1-18202,8
61,1-7341,10
62,1-9818,13
63,1-7066,1
64,1-9674,22
65,1-8659,23
66,1-7536,3
67,1-7481,6
68,1-7845,23
69,1-18498,7
70,1-2584,17
71,1-6532,5
72,1-9614,3
73,1-5355,21
74,1-8124,15
75,1-8401,1
76,1-8541,23
77,1-2153,7
78,1-4088,16
79,1-9739,1
80,1-9115,4
81,1-7770,6
82,1-17645,23
83,1-18423,11
84,1-18714,1
85,1-8084,10
86,1-9345,5
87,MLG35,2
88,1-5626,21
89,1-18004,23
90,1-19222,17
91,72-12171,1
92,1-7807,12
93,1-20003,16
94,1-3083,9
95,1-3312,4
96,MLG37,6
97,1-9237,20
98,1-8127,10
99,1-5775,20
100,1-19598,11
101,1-9892,4
102,1-3564,11
103,1-8820,22
104,1-8267,13
105,1-1258,18
106,MLG69,14
107,1-6971,13
108,1-9731,16
109,1-9768,17
110,72-18936,5
111,1-19897,11
112,1-10698,16
113,1-4499,14
114,1-7496,13
115,1-3178,13
116,1-20047,13
117,1-0358,16
118,1-6543,11
119,1-5929,1
120,1-10232,17
121,1-7070,19
122,MLG42,9
123,MLG55,1
124,1-8427,19
125,1-8622,1
126,1-8488,23
127,1-9643,6
128,1-19286,5
129,1-2573,5
130,1-1833,17
131,1-9283,19
132,1-9110,14
133,1-8576,7
134,1-9465,1
135,1-9712,9
136,1-9549,10
137,1-1972,1
138,1-5515,4
139,1-7863,21
140,1-2294,22
141,MLG45,2
142,P-16454,17
143,1-8928,2
144,1-7744,23
145,MLG06,3
146,1-7453,21
147,1-17657,14
148,1-0001,5
149,MLG58,20
150,1-7005,8
151,1-9870,9
152,1-9500,14
153,1-1350,1
154,1-18994,21
155,1-9447,10
156,1-8634,4
157,1-6061,10
158,1-7599,15
159,1-10696,5
160,1-19813,3
161,MLG41,2
162,1-8067,22
163,1-9137,11
164,1-9740,1
165,1-7721,15
166,MLG40,5
167,1-4929,19
168,1-9655,3
169,1-9606,21
170,1-5043,18
171,1-8100,6
172,1-8573,4
173,1-9588,16
174,MLG38,6
175,1-4910,17
176,1-8042,19
177,1-10948,16
178,1-7525,11
179,1-4052,15
180,1-0037,15
181,1-8641,15
182,1-7752,6
183,1-9496,17
184,1-8074,11
185,1-8906,6
186,72-11994,4
187,1-7321,4
188,1-20167,20
189,1-9156,11
190,1-2382,13
191,1-8328,12
192,1-9770,20
193,1-9553,4
194,1-9253,12
195,1-2670,5
196,1-9646,16
197,1-8646,7
198,1-9839,16
199,MLG39,2
200,1-4634,10
201,1-9902,10
202,1-8988,15
203,1-1250,14
204,1-9733,9
205,1-8018,1
206,1-9752,9
207,1-7058,6
208,1-10468,22
209,1-9938,22
210,1-7842,14
211,1-5406,13
212,1-10922,21
213,1-18563,10
214,1-0053,4
215,1-19839,2
216,1-9887,1
217,1-9630,13
218,1-9416,20
219,1-5653,7
220,MLG73,1
221,1-8023,15
222,1-4149,8
223,1-0205,15
224,1-9227,8
225,1-9650,22
226,1-9996,13
227,1-3068,3
228,1-17835,19
229,1-4361,15
230,1-3089,8
231,1-8450,20
232,1-18371,11
233,MLG07,14
234,MLG29,10
235,1-8113,12
236,1-7024,20
237,1-9667,1
238,1-9855,11
239,1-7042,13
240,MLG33,15
241,1-19448,4
242,1-20791,9
243,1-1015,12
244,MLG57,17
245,1-6647,17
246,MLG56,12
247,1-20467,17
248,1-2400,12
249,1-6931,21
250,1-9333,11
251,1-7268,2
252,1-21195,10
253,1-4649,15
254,1-8379,1
255,1-9946,9
256,1-9277,8
257,1-9504,1
258,1-9516,8
259,1-3596,14
260,1-0129,18
261,1-1942,8
262,1-8623,21
263,1-6927,22
264,P-0009,17
265,1-11330,5
266,1-2103,1
267,1-6181,7
268,MLG44,10
269,1-7839,17
270,1-1390,4
271,1-7897,5
272,1-1570,5
273,1-3589,3
274,1-0033,3
275,1-3216,2
276,1-9495,22
277,1-4051,4
278,1-10762,2
279,MLG43,2
280,1-7608,7
281,1-9995,1
282,1-1608,19
283,1-3535,11
284,1-4136,4
