,Exam Group,Exam Block
0,72-0103,2
1,1-9185,13
2,MLG17,14
3,1-8222,8
4,1-6240,21
5,1-5549,15
6,1-8021,15
7,1-8767,1
8,1-8181,22
9,1-8020,21
10,1-7964,2
11,1-9722,5
12,MLG84,9
13,1-9805,6
14,1-6098,22
15,1-8093,3
16,1-9955,9
17,1-18603,22
18,1-3521,11
19,1-2596,11
20,1-5167,2
21,1-3519,3
22,1-7995,3
23,1-2025,2
24,1-7140,9
25,1-9607,20
26,1-9907,7
27,1-18409,20
28,1-10071,21
29,1-18735,13
30,1-8418,4
31,1-8938,3
32,1-0022,10
33,1-7991,16
34,1-6642,2
35,1-2869,2
36,1-2714,14
37,1-5508,7
38,1-2104,2
39,1-7467,20
40,1-7722,3
41,1-7509,1
42,1-1207,18
43,1-8705,3
44,1-5214,11
45,1-9444,12
46,1-8566,8
47,1-19547,5
48,1-0405,5
49,1-2178,4
50,1-8174,2
51,1-9925,10
52,72-12387,6
53,1-9850,16
54,1-8125,10
55,1-8095,12
56,1-5877,7
57,1-1224,16
58,1-17733,10
59,1-9331,8
60,1-18202,3
61,1-7341,15
62,1-9818,1
63,1-7066,5
64,1-9674,10
65,1-8659,19
66,1-7536,13
67,1-7481,11
68,1-7845,16
69,1-18498,3
70,1-2584,10
71,1-6532,14
72,1-9614,23
73,1-5355,1
74,1-8124,15
75,1-8401,2
76,1-8541,18
77,1-2153,7
78,1-4088,12
79,1-9739,4
80,1-9115,4
81,1-7770,12
82,1-17645,2
83,1-18423,2
84,1-18714,11
85,1-8084,6
86,1-9345,13
87,MLG35,23
88,1-5626,13
89,1-18004,4
90,1-19222,20
91,72-12171,6
92,1-7807,17
93,1-20003,21
94,1-3083,5
95,1-3312,10
96,MLG37,2
97,1-9237,20
98,1-8127,20
99,1-5775,1
100,1-19598,2
101,1-9892,1
102,1-3564,2
103,1-8820,14
104,1-8267,17
105,1-1258,6
106,MLG69,19
107,1-6971,3
108,1-9731,2
109,1-9768,1
110,72-18936,6
111,1-19897,3
112,1-10698,11
113,1-4499,9
114,1-7496,16
115,1-3178,2
116,1-20047,2
117,1-0358,23
118,1-6543,4
119,1-5929,2
120,1-10232,8
121,1-7070,7
122,MLG42,21
123,MLG55,8
124,1-8427,11
125,1-8622,20
126,1-8488,12
127,1-9643,4
128,1-19286,23
129,1-2573,2
130,1-1833,5
131,1-9283,12
132,1-9110,4
133,1-8576,6
134,1-9465,5
135,1-9712,1
136,1-9549,14
137,1-1972,21
138,1-5515,3
139,1-7863,6
140,1-2294,10
141,MLG45,1
142,P-16454,2
143,1-8928,12
144,1-7744,7
145,MLG06,1
146,1-7453,16
147,1-17657,2
148,1-0001,6
149,MLG58,11
150,1-7005,2
151,1-9870,19
152,1-9500,6
153,1-1350,4
154,1-18994,5
155,1-9447,2
156,1-8634,11
157,1-6061,22
158,1-7599,3
159,1-10696,11
160,1-19813,3
