,Exam Group,Exam Block
0,72-0103,4
1,1-9185,8
2,MLG17,13
3,1-8222,1
4,1-6240,20
5,1-5549,10
6,1-8021,14
7,1-8767,6
8,1-8181,11
9,1-8020,15
10,1-7964,17
11,1-9722,3
12,MLG84,15
13,1-9805,16
14,1-6098,11
15,1-8093,10
16,1-9955,14
17,1-18603,16
18,1-3521,9
19,1-2596,6
20,1-5167,10
21,1-3519,15
22,1-7995,7
23,1-2025,12
24,1-7140,16
25,1-9607,13
26,1-9907,1
27,1-18409,2
28,1-10071,6
29,1-18735,2
30,1-8418,17
31,1-8938,11
32,1-0022,11
33,1-7991,4
34,1-6642,7
35,1-2869,5
36,1-2714,4
37,1-5508,9
38,1-2104,1
39,1-7467,14
40,1-7722,6
41,1-7509,7
42,1-1207,5
43,1-8705,15
44,1-5214,5
45,1-9444,16
46,1-8566,1
47,1-19547,4
48,1-0405,11
49,1-2178,15
50,1-8174,8
51,1-9925,10
52,72-12387,13
53,1-9850,5
54,1-8125,3
55,1-8095,4
56,1-5877,9
57,1-1224,10
58,1-17733,10
59,1-9331,15
60,1-18202,9
61,1-7341,1
62,1-9818,3
63,1-7066,3
64,1-9674,10
65,1-8659,4
66,1-7536,2
67,1-7481,18
68,1-7845,13
69,1-18498,12
70,1-2584,7
71,1-6532,2
72,1-9614,18
73,1-5355,12
74,1-8124,16
75,1-8401,18
76,1-8541,3
77,1-2153,17
78,1-4088,14
79,1-9739,6
80,1-9115,4
81,1-7770,20
82,1-17645,5
83,1-18423,2
84,1-18714,9
85,1-8084,11
86,1-9345,2
87,MLG35,6
88,1-5626,12
89,1-18004,11
90,1-19222,7
91,72-12171,14
92,1-7807,9
93,1-20003,14
94,1-3083,2
95,1-3312,4
96,MLG37,2
97,1-9237,7
98,1-8127,13
99,1-5775,13
100,1-19598,14
101,1-9892,3
102,1-3564,2
103,1-8820,6
104,1-8267,9
105,1-1258,12
106,MLG69,18
107,1-6971,9
108,1-9731,7
109,1-9768,19
110,72-18936,5
111,1-19897,2
112,1-10698,8
113,1-4499,10
114,1-7496,3
115,1-3178,16
116,1-20047,3
117,1-0358,16
118,1-6543,1
119,1-5929,1
120,1-10232,15
121,1-7070,20
122,MLG42,20
123,MLG55,1
124,1-8427,20
125,1-8622,1
126,1-8488,16
127,1-9643,2
128,1-19286,13
129,1-2573,5
130,1-1833,19
131,1-9283,18
132,1-9110,17
133,1-8576,17
134,1-9465,4
135,1-9712,7
136,1-9549,7
137,1-1972,8
138,1-5515,2
139,1-7863,12
140,1-2294,4
141,MLG45,20
142,P-16454,4
143,1-8928,16
144,1-7744,17
145,MLG06,12
146,1-7453,9
147,1-17657,2
148,1-0001,14
149,MLG58,13
150,1-7005,5
151,1-9870,20
152,1-9500,8
153,1-1350,20
154,1-18994,2
155,1-9447,12
156,1-8634,10
157,1-6061,4
158,1-7599,18
159,1-10696,12
160,1-19813,15
161,MLG41,14
162,1-8067,10
163,1-9137,17
164,1-9740,3
165,1-7721,7
166,MLG40,14
167,1-4929,20
168,1-9655,8
169,1-9606,2
170,1-5043,12
171,1-8100,7
172,1-8573,1
173,1-9588,6
174,MLG38,8
175,1-4910,17
176,1-8042,14
177,1-10948,16
178,1-7525,14
179,1-4052,7
180,1-0037,4
181,1-8641,18
182,1-7752,19
183,1-9496,11
184,1-8074,19
185,1-8906,13
186,72-11994,1
187,1-7321,4
188,1-20167,11
189,1-9156,19
190,1-2382,8
191,1-8328,2
192,1-9770,19
193,1-9553,9
194,1-9253,15
195,1-2670,3
196,1-9646,15
197,1-8646,10
198,1-9839,16
199,MLG39,8
200,1-4634,11
201,1-9902,1
202,1-8988,4
203,1-1250,18
204,1-9733,7
205,1-8018,16
206,1-9752,1
207,1-7058,12
208,1-10468,10
209,1-9938,15
210,1-7842,13
211,1-5406,17
212,1-10922,4
213,1-18563,7
214,1-0053,11
215,1-19839,1
216,1-9887,2
217,1-9630,7
218,1-9416,9
219,1-5653,1
220,MLG73,1
221,1-8023,9
222,1-4149,18
223,1-0205,5
224,1-9227,5
225,1-9650,3
226,1-9996,3
227,1-3068,4
228,1-17835,13
229,1-4361,17
230,1-3089,19
231,1-8450,19
232,1-18371,19
233,MLG07,5
234,MLG29,11
235,1-8113,5
236,1-7024,16
237,1-9667,13
238,1-9855,2
239,1-7042,3
240,MLG33,8
241,1-19448,16
242,1-20791,10
243,1-1015,9
244,MLG57,6
245,1-6647,7
246,MLG56,4
247,1-20467,7
248,1-2400,1
249,1-6931,16
250,1-9333,19
251,1-7268,6
252,1-21195,15
253,1-4649,18
254,1-8379,5
255,1-9946,10
256,1-9277,5
257,1-9504,17
258,1-9516,5
259,1-3596,18
260,1-0129,12
261,1-1942,5
262,1-8623,7
263,1-6927,14
264,P-0009,3
265,1-11330,5
266,1-2103,12
267,1-6181,1
268,MLG44,14
269,1-7839,3
270,1-1390,8
271,1-7897,19
272,1-1570,12
273,1-3589,5
274,1-0033,4
275,1-3216,7
276,1-9495,1
277,1-4051,18
278,1-10762,18
279,MLG43,1
280,1-7608,14
281,1-9995,13
282,1-1608,4
283,1-3535,19
284,1-4136,6
285,1-18615,8
286,1-3587,3
287,1-9836,3
288,1-8590,4
289,1-1592,5
290,1-8341,5
291,MLG02,1
292,1-9997,3
293,1-8066,1
294,1-3509,16
295,1-3639,10
296,1-9404,10
297,1-8352,8
298,1-7019,20
299,MLG54,7
300,1-4020,17
301,1-1177,4
302,MLG51,13
303,1-8157,19
304,1-19004,1
305,1-7866,2
306,1-18377,5
307,1-5530,5
308,1-6743,6
309,1-3516,9
310,1-4855,4
311,1-20578,2
312,1-3108,20
313,1-7521,1
314,1-3139,5
315,1-1769,14
316,1-7441,12
317,1-10978,15
318,1-2324,15
319,1-3584,11
320,MLG13,5
321,1-5172,12
322,1-0296,18
323,1-3647,12
324,1-6734,12
325,1-19924,16
326,1-8826,5
327,P-16616,8
328,1-9497,11
329,1-1317,10
330,1-4531,5
331,MLG75,15
332,MLG78,20
333,1-11329,8
334,1-20641,4
335,1-8910,5
336,1-1827,20
337,1-18613,3
338,1-6296,17
339,1-3523,2
340,1-3362,9
341,1-0031,2
342,MLG65,7
343,1-4319,10
344,1-6035,11
345,1-1131,3
346,MLG32,14
347,1-8188,16
348,1-17758,2
349,1-3052,5
350,1-2282,8
351,1-19229,16
352,MLG63,6
353,MLG50,7
354,1-9417,10
355,1-9498,12
356,1-9761,6
357,1-4760,2
358,1-9831,10
359,1-4417,17
360,1-6611,9
361,1-0008,17
362,1-1462,5
363,1-10785,12
364,1-7682,20
365,MLG48,8
366,1-5163,18
367,1-8544,7
368,1-5197,10
369,1-6594,3
370,MLG62,13
371,1-1580,2
372,1-6916,8
373,1-6918,11
374,1-6919,4
375,MLG14,3
376,1-7874,5
377,1-7213,14
378,1-6561,12
379,1-4640,9
380,1-7004,9
381,1-2335,19
382,1-18558,2
383,1-8551,9
384,1-9270,12
385,1-6974,19
386,MLG68,15
387,1-10539,20
388,MLG49,13
389,1-0278,8
390,MLG64,14
391,MLG30,17
392,1-9609,11
393,1-7819,20
394,1-2423,3
395,1-6787,18
396,1-9963,12
397,1-9808,1
398,1-0303,16
399,MLG60,15
400,1-18709,11
401,1-7204,15
402,1-5744,1
403,1-1770,7
404,1-4682,16
405,1-3104,18
406,1-17907,9
407,1-8421,12
408,MLG53,13
409,1-9645,18
410,MLG12,13
411,MLG15,8
412,1-6858,14
413,1-8314,16
414,1-8285,8
415,1-1957,19
416,1-18203,4
417,1-10451,16
418,1-6216,2
419,1-6692,19
420,1-8172,19
421,1-8398,15
422,1-6878,17
423,1-7122,13
424,1-4700,9
425,1-6006,3
426,1-4355,18
427,1-9379,8
428,1-2701,19
429,1-6693,11
430,1-3141,12
431,1-7614,5
432,1-6914,10
433,1-5654,4
434,MLG59,17
435,1-9610,19
436,1-5161,18
437,1-6980,6
438,MLG10,17
439,MLG72,6
440,MLG52,7
441,1-19166,5
442,MLG11,6
443,1-3447,8
444,1-3217,3
445,1-6538,19
446,1-3534,9
447,1-7152,4
448,1-3106,6
449,1-1935,3
450,1-2297,10
451,1-4098,17
452,1-8529,15
453,1-8397,4
454,1-0272,9
455,1-17790,17
456,1-8186,19
457,1-8503,11
458,1-7182,20
459,1-2545,15
460,1-7993,13
461,1-9651,6
462,1-1183,13
463,1-1989,19
464,1-10060,20
465,1-5913,20
466,1-5981,3
467,1-13247,13
468,1-6228,3
469,1-8578,11
470,1-1204,2
471,1-9794,15
472,1-9518,1
473,1-9452,3
474,1-8400,10
475,1-18234,1
476,1-19205,1
477,1-9055,4
478,1-9394,19
479,1-9286,4
480,1-1005,11
481,1-10038,6
482,1-4390,5
483,1-9491,20
484,MLG31,6
485,1-5980,8
486,1-8678,2
487,1-6900,6
488,1-11350,2
489,1-9578,2
490,1-3551,1
491,MLG09,18
492,1-6028,10
493,1-1836,15
494,1-3265,1
495,MLG08,3
496,1-3176,1
497,1-8493,10
498,1-19915,14
499,1-8627,20
500,1-0292,17
501,1-18487,17
502,1-20012,6
503,1-9076,4
504,1-5425,14
505,1-4747,6
506,1-6227,14
507,1-6909,18
508,1-8532,3
509,1-18935,4
510,1-3206,2
511,1-9697,8
512,1-3033,2
513,1-8094,2
514,1-11206,4
515,1-6531,9
516,1-5036,11
517,1-18028,18
518,1-1850,3
519,1-4926,16
520,1-2034,11
521,1-19549,1
522,1-5282,14
523,1-9861,17
524,1-9338,10
525,1-3175,1
526,1-5002,11
527,1-5531,13
528,1-6718,14
529,1-6217,17
530,1-4847,6
531,1-5891,6
532,1-19447,15
533,1-7530,9
534,1-9457,13
535,1-5990,7
536,1-9971,18
537,1-4494,20
538,1-9576,1
539,1-9436,6
540,1-5413,3
541,1-5424,5
542,1-1191,19
543,1-5803,2
544,1-5799,8
545,1-19567,3
546,1-7527,9
547,MLG67,16
548,1-3087,3
549,1-4842,1
550,1-19568,18
551,1-9838,1
552,MLG46,7
553,1-5555,20
554,1-10444,2
555,1-3646,3
556,1-10951,13
557,1-9806,8
558,1-0055,20
559,1-5914,9
560,1-0027,11
561,1-9455,6
562,1-0003,20
563,1-21192,1
564,1-9034,6
565,1-19927,15
