,Exam Group,Exam Block
0,72-0103,6
1,1-9185,11
2,MLG17,10
3,1-8222,14
4,1-6240,22
5,1-5549,7
6,1-8021,15
7,1-8767,11
8,1-8181,13
9,1-8020,20
10,1-7964,14
11,1-9722,3
12,MLG84,9
13,1-9805,7
14,1-6098,13
15,1-8093,9
16,1-9955,4
17,1-18603,7
18,1-3521,8
19,1-2596,11
20,1-5167,1
21,1-3519,5
22,1-7995,11
23,1-2025,19
24,1-7140,14
25,1-9607,21
26,1-9907,2
27,1-18409,10
28,1-10071,7
29,1-18735,22
30,1-8418,3
31,1-8938,3
32,1-0022,5
33,1-7991,7
34,1-6642,17
35,1-2869,13
36,1-2714,3
37,1-5508,21
38,1-2104,3
39,1-7467,2
40,1-7722,4
41,1-7509,4
42,1-1207,10
43,1-8705,21
44,1-5214,15
45,1-9444,1
46,1-8566,2
47,1-19547,5
48,1-0405,21
49,1-2178,4
50,1-8174,1
51,1-9925,1
52,72-12387,2
53,1-9850,5
54,1-8125,6
55,1-8095,8
56,1-5877,17
57,1-1224,17
58,1-17733,17
59,1-9331,9
60,1-18202,2
61,1-7341,19
62,1-9818,15
63,1-7066,9
64,1-9674,17
65,1-8659,5
66,1-7536,10
67,1-7481,3
68,1-7845,6
69,1-18498,7
70,1-2584,12
71,1-6532,7
72,1-9614,2
73,1-5355,12
74,1-8124,15
75,1-8401,1
76,1-8541,18
77,1-2153,11
78,1-4088,13
79,1-9739,20
80,1-9115,8
81,1-7770,21
82,1-17645,9
83,1-18423,13
84,1-18714,2
85,1-8084,13
86,1-9345,2
87,MLG35,6
88,1-5626,12
89,1-18004,11
90,1-19222,13
91,72-12171,9
92,1-7807,5
93,1-20003,16
94,1-3083,19
95,1-3312,13
96,MLG37,6
97,1-9237,6
98,1-8127,7
99,1-5775,8
100,1-19598,1
101,1-9892,8
102,1-3564,12
103,1-8820,6
104,1-8267,4
105,1-1258,12
106,MLG69,20
107,1-6971,6
108,1-9731,11
109,1-9768,8
110,72-18936,14
111,1-19897,1
112,1-10698,1
113,1-4499,15
114,1-7496,5
115,1-3178,1
116,1-20047,2
117,1-0358,11
118,1-6543,1
119,1-5929,1
120,1-10232,1
121,1-7070,11
122,MLG42,21
123,MLG55,22
124,1-8427,11
125,1-8622,7
126,1-8488,3
127,1-9643,1
128,1-19286,6
129,1-2573,22
130,1-1833,4
131,1-9283,11
132,1-9110,3
133,1-8576,7
134,1-9465,1
135,1-9712,17
136,1-9549,10
137,1-1972,19
138,1-5515,5
139,1-7863,12
140,1-2294,17
141,MLG45,4
142,P-16454,7
143,1-8928,1
144,1-7744,12
145,MLG06,3
146,1-7453,20
147,1-17657,2
148,1-0001,20
149,MLG58,1
150,1-7005,18
151,1-9870,13
152,1-9500,16
153,1-1350,7
154,1-18994,10
155,1-9447,1
156,1-8634,16
157,1-6061,9
158,1-7599,3
159,1-10696,5
160,1-19813,1
161,MLG41,4
162,1-8067,17
163,1-9137,18
164,1-9740,1
165,1-7721,1
166,MLG40,4
167,1-4929,4
168,1-9655,5
169,1-9606,9
170,1-5043,15
171,1-8100,13
172,1-8573,9
173,1-9588,3
174,MLG38,4
175,1-4910,1
176,1-8042,4
177,1-10948,16
178,1-7525,2
179,1-4052,22
180,1-0037,2
181,1-8641,1
182,1-7752,7
183,1-9496,17
184,1-8074,8
185,1-8906,12
186,72-11994,14
187,1-7321,14
188,1-20167,2
189,1-9156,8
190,1-2382,15
191,1-8328,5
192,1-9770,16
193,1-9553,18
194,1-9253,1
195,1-2670,4
196,1-9646,11
197,1-8646,14
198,1-9839,10
199,MLG39,3
200,1-4634,14
201,1-9902,4
202,1-8988,19
203,1-1250,8
204,1-9733,6
205,1-8018,3
206,1-9752,14
207,1-7058,15
208,1-10468,17
209,1-9938,11
210,1-7842,6
211,1-5406,6
212,1-10922,1
213,1-18563,8
214,1-0053,13
215,1-19839,16
216,1-9887,14
217,1-9630,6
218,1-9416,5
219,1-5653,1
220,MLG73,2
221,1-8023,20
222,1-4149,9
223,1-0205,13
224,1-9227,18
225,1-9650,16
226,1-9996,12
227,1-3068,5
228,1-17835,1
229,1-4361,1
230,1-3089,16
231,1-8450,8
232,1-18371,8
233,MLG07,22
234,MLG29,13
235,1-8113,8
236,1-7024,11
237,1-9667,9
238,1-9855,4
239,1-7042,19
240,MLG33,1
241,1-19448,10
242,1-20791,6
243,1-1015,19
244,MLG57,16
245,1-6647,8
246,MLG56,7
247,1-20467,4
248,1-2400,5
249,1-6931,1
250,1-9333,8
251,1-7268,11
252,1-21195,1
253,1-4649,18
254,1-8379,3
255,1-9946,2
256,1-9277,18
257,1-9504,6
258,1-9516,9
259,1-3596,20
260,1-0129,12
261,1-1942,6
262,1-8623,1
263,1-6927,17
264,P-0009,19
265,1-11330,1
266,1-2103,7
267,1-6181,14
268,MLG44,3
269,1-7839,7
270,1-1390,15
271,1-7897,22
272,1-1570,12
273,1-3589,22
274,1-0033,22
275,1-3216,1
276,1-9495,10
277,1-4051,1
278,1-10762,21
279,MLG43,3
280,1-7608,2
281,1-9995,16
282,1-1608,9
283,1-3535,8
284,1-4136,1
285,1-18615,11
286,1-3587,7
287,1-9836,1
288,1-8590,1
289,1-1592,5
290,1-8341,18
291,MLG02,14
292,1-9997,2
293,1-8066,8
294,1-3509,16
295,1-3639,17
296,1-9404,17
297,1-8352,1
298,1-7019,11
299,MLG54,19
300,1-4020,9
301,1-1177,12
302,MLG51,16
303,1-8157,10
304,1-19004,6
305,1-7866,21
306,1-18377,5
307,1-5530,11
308,1-6743,5
309,1-3516,5
310,1-4855,6
311,1-20578,14
312,1-3108,12
313,1-7521,6
314,1-3139,18
315,1-1769,19
316,1-7441,12
317,1-10978,1
318,1-2324,11
319,1-3584,10
320,MLG13,6
321,1-5172,12
322,1-0296,22
323,1-3647,1
324,1-6734,12
325,1-19924,1
326,1-8826,5
327,P-16616,9
328,1-9497,13
329,1-1317,17
330,1-4531,18
331,MLG75,10
332,MLG78,20
333,1-11329,1
334,1-20641,2
335,1-8910,9
336,1-1827,22
337,1-18613,18
338,1-6296,14
339,1-3523,21
340,1-3362,5
341,1-0031,20
342,MLG65,2
343,1-4319,17
344,1-6035,13
345,1-1131,1
346,MLG32,3
347,1-8188,11
348,1-17758,19
349,1-3052,18
350,1-2282,9
351,1-19229,7
352,MLG63,6
353,MLG50,19
354,1-9417,4
355,1-9498,12
356,1-9761,5
357,1-4760,20
358,1-9831,17
359,1-4417,14
360,1-6611,5
361,1-0008,14
362,1-1462,18
363,1-10785,12
364,1-7682,20
365,MLG48,15
366,1-5163,3
367,1-8544,15
368,1-5197,17
369,1-6594,7
370,MLG62,20
371,1-1580,21
372,1-6916,2
373,1-6918,20
374,1-6919,13
375,MLG14,1
376,1-7874,18
377,1-7213,13
378,1-6561,12
379,1-4640,3
380,1-7004,5
381,1-2335,8
382,1-18558,20
383,1-8551,5
384,1-9270,12
385,1-6974,19
386,MLG68,10
387,1-10539,2
388,MLG49,16
389,1-0278,19
390,MLG64,2
391,MLG30,14
392,1-9609,1
393,1-7819,7
394,1-2423,14
395,1-6787,13
396,1-9963,12
397,1-9808,20
398,1-0303,11
399,MLG60,10
400,1-18709,4
401,1-7204,4
402,1-5744,8
403,1-1770,9
404,1-4682,2
405,1-3104,9
406,1-17907,22
407,1-8421,12
408,MLG53,16
409,1-9645,19
410,MLG12,11
411,MLG15,4
412,1-6858,1
413,1-8314,4
414,1-8285,9
415,1-1957,3
416,1-18203,16
417,1-10451,13
418,1-6216,18
419,1-6692,8
420,1-8172,12
421,1-8398,16
422,1-6878,4
