,Exam Group,Exam Block
0,72-0103,3
1,1-9185,2
2,MLG17,11
3,1-8222,20
4,1-6240,16
5,1-5549,8
6,1-8021,14
7,1-8767,6
8,1-8181,13
9,1-8020,2
10,1-7964,20
11,1-9722,11
12,MLG84,9
13,1-9805,15
14,1-6098,13
15,1-8093,6
16,1-9955,3
17,1-18603,8
18,1-3521,10
19,1-2596,20
20,1-5167,2
21,1-3519,4
22,1-7995,2
23,1-2025,2
24,1-7140,20
25,1-9607,11
26,1-9907,13
27,1-18409,17
28,1-10071,11
29,1-18735,7
30,1-8418,9
31,1-8938,9
32,1-0022,1
33,1-7991,1
34,1-6642,1
35,1-2869,3
36,1-2714,5
37,1-5508,3
38,1-2104,2
39,1-7467,2
40,1-7722,18
41,1-7509,1
42,1-1207,5
43,1-8705,6
44,1-5214,3
45,1-9444,19
46,1-8566,14
47,1-19547,7
48,1-0405,13
49,1-2178,10
50,1-8174,1
51,1-9925,8
52,72-12387,13
53,1-9850,19
54,1-8125,2
55,1-8095,4
56,1-5877,17
57,1-1224,8
58,1-17733,8
59,1-9331,11
60,1-18202,15
61,1-7341,17
62,1-9818,19
63,1-7066,3
64,1-9674,8
65,1-8659,6
66,1-7536,4
67,1-7481,2
68,1-7845,6
69,1-18498,11
70,1-2584,1
71,1-6532,12
72,1-9614,6
73,1-5355,19
74,1-8124,4
75,1-8401,1
76,1-8541,4
77,1-2153,9
78,1-4088,2
79,1-9739,10
80,1-9115,7
81,1-7770,16
82,1-17645,1
83,1-18423,14
84,1-18714,4
85,1-8084,13
86,1-9345,16
87,MLG35,1
88,1-5626,17
89,1-18004,12
90,1-19222,16
91,72-12171,14
92,1-7807,3
93,1-20003,11
94,1-3083,18
95,1-3312,8
96,MLG37,14
97,1-9237,14
98,1-8127,12
99,1-5775,12
100,1-19598,1
101,1-9892,5
102,1-3564,17
103,1-8820,8
104,1-8267,3
105,1-1258,17
106,MLG69,10
107,1-6971,2
108,1-9731,15
109,1-9768,6
110,72-18936,1
111,1-19897,3
112,1-10698,2
113,1-4499,4
114,1-7496,3
115,1-3178,1
116,1-20047,13
117,1-0358,3
118,1-6543,3
119,1-5929,1
120,1-10232,6
121,1-7070,16
122,MLG42,15
123,MLG55,19
124,1-8427,16
125,1-8622,2
126,1-8488,2
127,1-9643,7
128,1-19286,2
129,1-2573,4
130,1-1833,19
131,1-9283,16
132,1-9110,4
133,1-8576,20
134,1-9465,1
135,1-9712,3
136,1-9549,2
137,1-1972,1
138,1-5515,12
139,1-7863,17
140,1-2294,8
141,MLG45,13
142,P-16454,6
143,1-8928,5
144,1-7744,9
145,MLG06,2
146,1-7453,10
147,1-17657,6
148,1-0001,2
149,MLG58,15
150,1-7005,4
151,1-9870,7
152,1-9500,17
153,1-1350,16
154,1-18994,11
155,1-9447,4
156,1-8634,19
157,1-6061,13
158,1-7599,4
159,1-10696,6
160,1-19813,18
161,MLG41,1
162,1-8067,8
163,1-9137,9
164,1-9740,1
165,1-7721,3
166,MLG40,7
167,1-4929,5
168,1-9655,3
169,1-9606,10
170,1-5043,17
171,1-8100,10
172,1-8573,8
173,1-9588,3
174,MLG38,1
175,1-4910,8
176,1-8042,14
177,1-10948,1
178,1-7525,2
179,1-4052,15
180,1-0037,1
181,1-8641,1
182,1-7752,12
183,1-9496,2
184,1-8074,1
185,1-8906,5
186,72-11994,7
187,1-7321,1
188,1-20167,19
189,1-9156,12
190,1-2382,18
191,1-8328,3
192,1-9770,6
193,1-9553,4
194,1-9253,1
195,1-2670,19
196,1-9646,15
197,1-8646,20
198,1-9839,10
199,MLG39,13
200,1-4634,1
201,1-9902,5
202,1-8988,1
203,1-1250,11
204,1-9733,16
205,1-8018,18
