,Exam Group,Exam Block
0,72-0103,8
1,1-9185,21
2,MLG17,21
3,1-8222,17
4,1-6240,7
5,1-5549,6
6,1-8021,6
7,1-8767,15
8,1-8181,1
9,1-8020,7
10,1-7964,17
11,1-9722,4
12,MLG84,3
13,1-9805,15
14,1-6098,13
15,1-8093,5
16,1-9955,14
17,1-18603,12
18,1-3521,18
19,1-2596,17
20,1-5167,11
21,1-3519,14
22,1-7995,3
23,1-2025,11
24,1-7140,20
25,1-9607,6
26,1-9907,14
27,1-18409,12
28,1-10071,13
29,1-18735,5
30,1-8418,18
31,1-8938,13
32,1-0022,14
33,1-7991,2
34,1-6642,13
35,1-2869,18
36,1-2714,5
37,1-5508,3
38,1-2104,14
39,1-7467,17
40,1-7722,9
41,1-7509,15
42,1-1207,4
43,1-8705,5
44,1-5214,9
45,1-9444,12
46,1-8566,1
47,1-19547,8
48,1-0405,13
49,1-2178,21
50,1-8174,13
51,1-9925,5
52,72-12387,1
53,1-9850,4
54,1-8125,12
55,1-8095,2
56,1-5877,16
57,1-1224,6
58,1-17733,6
59,1-9331,21
60,1-18202,9
61,1-7341,3
62,1-9818,15
63,1-7066,18
64,1-9674,6
65,1-8659,1
66,1-7536,2
67,1-7481,4
68,1-7845,1
69,1-18498,6
70,1-2584,15
71,1-6532,1
72,1-9614,21
73,1-5355,15
74,1-8124,15
75,1-8401,14
76,1-8541,15
77,1-2153,2
78,1-4088,1
79,1-9739,3
80,1-9115,10
81,1-7770,1
82,1-17645,9
83,1-18423,9
84,1-18714,19
85,1-8084,13
86,1-9345,4
87,MLG35,2
88,1-5626,11
89,1-18004,4
90,1-19222,3
91,72-12171,5
92,1-7807,12
93,1-20003,1
94,1-3083,14
95,1-3312,19
96,MLG37,4
97,1-9237,5
98,1-8127,8
99,1-5775,16
100,1-19598,9
101,1-9892,3
102,1-3564,10
103,1-8820,9
104,1-8267,12
105,1-1258,10
106,MLG69,21
107,1-6971,11
108,1-9731,6
109,1-9768,16
110,72-18936,1
111,1-19897,14
112,1-10698,10
113,1-4499,1
114,1-7496,3
115,1-3178,10
116,1-20047,2
117,1-0358,2
118,1-6543,6
119,1-5929,17
120,1-10232,20
121,1-7070,7
122,MLG42,16
123,MLG55,17
124,1-8427,7
125,1-8622,14
126,1-8488,3
127,1-9643,19
128,1-19286,5
129,1-2573,5
130,1-1833,16
131,1-9283,7
132,1-9110,4
133,1-8576,17
134,1-9465,2
135,1-9712,18
136,1-9549,3
137,1-1972,6
138,1-5515,16
139,1-7863,11
140,1-2294,19
141,MLG45,18
142,P-16454,1
143,1-8928,2
144,1-7744,2
145,MLG06,2
146,1-7453,7
147,1-17657,13
148,1-0001,15
149,MLG58,19
150,1-7005,8
151,1-9870,15
152,1-9500,17
153,1-1350,7
154,1-18994,7
155,1-9447,19
156,1-8634,10
157,1-6061,13
158,1-7599,10
159,1-10696,3
160,1-19813,15
161,MLG41,18
162,1-8067,6
163,1-9137,1
164,1-9740,9
165,1-7721,11
166,MLG40,18
167,1-4929,1
168,1-9655,3
169,1-9606,2
170,1-5043,9
171,1-8100,19
172,1-8573,17
173,1-9588,2
174,MLG38,1
175,1-4910,11
176,1-8042,18
177,1-10948,11
178,1-7525,12
179,1-4052,10
180,1-0037,2
181,1-8641,3
182,1-7752,17
183,1-9496,6
184,1-8074,17
185,1-8906,5
186,72-11994,1
187,1-7321,17
188,1-20167,18
189,1-9156,16
190,1-2382,4
191,1-8328,12
192,1-9770,3
193,1-9553,4
194,1-9253,11
195,1-2670,4
196,1-9646,18
197,1-8646,19
198,1-9839,9
199,MLG39,1
200,1-4634,1
201,1-9902,9
202,1-8988,20
203,1-1250,9
204,1-9733,13
205,1-8018,3
206,1-9752,2
207,1-7058,20
208,1-10468,6
209,1-9938,6
210,1-7842,3
211,1-5406,11
212,1-10922,11
213,1-18563,19
214,1-0053,13
215,1-19839,2
216,1-9887,15
217,1-9630,2
218,1-9416,5
219,1-5653,2
220,MLG73,18
221,1-8023,7
222,1-4149,3
223,1-0205,8
224,1-9227,8
225,1-9650,15
226,1-9996,15
227,1-3068,8
