,Exam Group,Exam Block
0,72-0103,3
1,1-9185,14
2,MLG17,12
3,1-8222,20
4,1-6240,11
5,1-5549,2
6,1-8021,7
7,1-8767,1
8,1-8181,5
9,1-8020,18
10,1-7964,6
11,1-9722,16
12,MLG84,2
13,1-9805,9
14,1-6098,18
15,1-8093,3
16,1-9955,11
17,1-18603,1
18,1-3521,3
19,1-2596,15
20,1-5167,13
21,1-3519,10
22,1-7995,19
23,1-2025,5
24,1-7140,10
25,1-9607,12
26,1-9907,10
27,1-18409,11
28,1-10071,3
29,1-18735,5
30,1-8418,20
31,1-8938,18
32,1-0022,6
33,1-7991,2
34,1-6642,10
35,1-2869,7
36,1-2714,8
37,1-5508,11
38,1-2104,3
39,1-7467,4
40,1-7722,18
41,1-7509,8
42,1-1207,12
43,1-8705,9
44,1-5214,22
45,1-9444,2
46,1-8566,16
47,1-19547,5
48,1-0405,16
49,1-2178,6
50,1-8174,2
51,1-9925,8
52,72-12387,6
53,1-9850,20
54,1-8125,6
55,1-8095,17
56,1-5877,15
57,1-1224,21
58,1-17733,21
59,1-9331,13
60,1-18202,15
61,1-7341,7
62,1-9818,13
63,1-7066,5
64,1-9674,7
65,1-8659,7
66,1-7536,1
67,1-7481,4
68,1-7845,2
69,1-18498,9
70,1-2584,14
71,1-6532,10
72,1-9614,1
73,1-5355,20
74,1-8124,3
75,1-8401,9
76,1-8541,4
77,1-2153,5
78,1-4088,13
79,1-9739,3
80,1-9115,2
81,1-7770,11
82,1-17645,11
83,1-18423,19
84,1-18714,21
85,1-8084,13
86,1-9345,21
87,MLG35,1
88,1-5626,1
89,1-18004,18
90,1-19222,18
91,72-12171,9
92,1-7807,4
93,1-20003,16
94,1-3083,12
95,1-3312,21
96,MLG37,3
97,1-9237,13
98,1-8127,5
99,1-5775,12
100,1-19598,13
101,1-9892,16
102,1-3564,10
103,1-8820,21
104,1-8267,17
105,1-1258,5
106,MLG69,7
107,1-6971,3
108,1-9731,7
109,1-9768,12
110,72-18936,6
111,1-19897,15
112,1-10698,7
113,1-4499,13
114,1-7496,6
115,1-3178,13
116,1-20047,1
117,1-0358,10
118,1-6543,2
119,1-5929,11
120,1-10232,3
121,1-7070,14
122,MLG42,12
123,MLG55,2
124,1-8427,11
125,1-8622,2
126,1-8488,22
127,1-9643,3
128,1-19286,14
129,1-2573,8
130,1-1833,12
131,1-9283,20
132,1-9110,21
133,1-8576,4
134,1-9465,11
135,1-9712,13
136,1-9549,9
137,1-1972,2
138,1-5515,17
139,1-7863,13
140,1-2294,10
141,MLG45,4
142,P-16454,9
143,1-8928,2
144,1-7744,15
145,MLG06,15
146,1-7453,3
147,1-17657,6
148,1-0001,12
149,MLG58,2
150,1-7005,17
151,1-9870,18
152,1-9500,4
153,1-1350,11
154,1-18994,9
155,1-9447,7
156,1-8634,15
157,1-6061,22
158,1-7599,5
159,1-10696,1
160,1-19813,1
161,MLG41,7
162,1-8067,13
163,1-9137,10
164,1-9740,20
165,1-7721,14
166,MLG40,22
167,1-4929,16
168,1-9655,18
169,1-9606,7
170,1-5043,4
171,1-8100,5
172,1-8573,8
173,1-9588,7
174,MLG38,1
175,1-4910,6
176,1-8042,11
177,1-10948,21
178,1-7525,8
179,1-4052,1
180,1-0037,15
181,1-8641,2
182,1-7752,16
183,1-9496,1
184,1-8074,22
185,1-8906,10
186,72-11994,8
187,1-7321,11
188,1-20167,18
189,1-9156,15
190,1-2382,14
191,1-8328,19
192,1-9770,12
193,1-9553,17
194,1-9253,19
195,1-2670,20
196,1-9646,1
197,1-8646,9
198,1-9839,21
199,MLG39,2
200,1-4634,9
201,1-9902,16
202,1-8988,21
203,1-1250,14
204,1-9733,5
205,1-8018,1
206,1-9752,17
207,1-7058,15
208,1-10468,5
209,1-9938,21
210,1-7842,10
211,1-5406,17
212,1-10922,2
213,1-18563,14
214,1-0053,19
215,1-19839,13
216,1-9887,8
217,1-9630,19
218,1-9416,15
219,1-5653,19
220,MLG73,6
221,1-8023,10
222,1-4149,5
223,1-0205,17
224,1-9227,17
225,1-9650,21
226,1-9996,17
227,1-3068,17
228,1-17835,5
229,1-4361,11
230,1-3089,18
231,1-8450,1
232,1-18371,7
233,MLG07,22
234,MLG29,19
235,1-8113,6
236,1-7024,5
237,1-9667,11
238,1-9855,9
239,1-7042,1
240,MLG33,9
241,1-19448,11
242,1-20791,12
243,1-1015,4
244,MLG57,16
245,1-6647,14
246,MLG56,11
247,1-20467,11
248,1-2400,4
249,1-6931,8
250,1-9333,12
251,1-7268,15
252,1-21195,10
253,1-4649,14
254,1-8379,8
255,1-9946,1
256,1-9277,20
257,1-9504,6
258,1-9516,22
259,1-3596,14
260,1-0129,13
261,1-1942,17
262,1-8623,1
263,1-6927,21
264,P-0009,3
265,1-11330,9
266,1-2103,10
267,1-6181,6
268,MLG44,1
269,1-7839,5
270,1-1390,14
271,1-7897,22
272,1-1570,1
273,1-3589,6
274,1-0033,18
275,1-3216,6
276,1-9495,12
277,1-4051,5
278,1-10762,1
279,MLG43,7
280,1-7608,5
281,1-9995,21
282,1-1608,11
283,1-3535,20
284,1-4136,6
285,1-18615,10
286,1-3587,3
287,1-9836,1
288,1-8590,5
289,1-1592,4
290,1-8341,17
291,MLG02,8
292,1-9997,19
293,1-8066,8
294,1-3509,6
295,1-3639,1
296,1-9404,10
297,1-8352,17
298,1-7019,8
299,MLG54,16
300,1-4020,11
301,1-1177,18
302,MLG51,11
303,1-8157,15
304,1-19004,8
305,1-7866,3
306,1-18377,9
307,1-5530,16
308,1-6743,19
309,1-3516,17
310,1-4855,1
311,1-20578,3
312,1-3108,12
313,1-7521,9
314,1-3139,17
315,1-1769,21
316,1-7441,13
317,1-10978,6
318,1-2324,16
319,1-3584,9
320,MLG13,18
321,1-5172,4
322,1-0296,20
323,1-3647,3
324,1-6734,19
325,1-19924,15
326,1-8826,17
327,P-16616,10
328,1-9497,2
329,1-1317,21
330,1-4531,22
331,MLG75,9
332,MLG78,9
333,1-11329,22
334,1-20641,18
335,1-8910,17
336,1-1827,7
337,1-18613,16
338,1-6296,8
339,1-3523,5
340,1-3362,6
341,1-0031,4
342,MLG65,4
343,1-4319,21
344,1-6035,13
345,1-1131,12
346,MLG32,9
347,1-8188,10
348,1-17758,7
349,1-3052,17
350,1-2282,22
351,1-19229,10
352,MLG63,3
353,MLG50,16
354,1-9417,21
355,1-9498,13
356,1-9761,5
357,1-4760,2
358,1-9831,19
359,1-4417,8
360,1-6611,17
361,1-0008,19
362,1-1462,17
363,1-10785,13
364,1-7682,19
365,MLG48,14
366,1-5163,20
367,1-8544,3
368,1-5197,14
369,1-6594,10
370,MLG62,7
371,1-1580,18
372,1-6916,22
373,1-6918,17
374,1-6919,2
375,MLG14,16
376,1-7874,20
377,1-7213,22
378,1-6561,10
379,1-4640,17
380,1-7004,3
381,1-2335,20
382,1-18558,19
383,1-8551,4
384,1-9270,9
385,1-6974,2
386,MLG68,21
387,1-10539,3
388,MLG49,18
389,1-0278,2
390,MLG64,9
391,MLG30,8
392,1-9609,20
393,1-7819,11
394,1-2423,7
395,1-6787,7
396,1-9963,13
397,1-9808,8
