,Exam Group,Exam Block
0,72-0103,20
1,1-9185,1
2,MLG17,3
3,1-8222,5
4,1-6240,4
5,1-5549,17
6,1-8021,4
7,1-8767,16
8,1-8181,7
9,1-8020,3
10,1-7964,5
11,1-9722,14
12,MLG84,11
13,1-9805,12
14,1-6098,19
15,1-8093,13
16,1-9955,20
17,1-18603,13
18,1-3521,17
19,1-2596,9
20,1-5167,2
21,1-3519,16
22,1-7995,11
23,1-2025,5
24,1-7140,5
25,1-9607,3
26,1-9907,5
27,1-18409,2
28,1-10071,8
29,1-18735,3
30,1-8418,16
31,1-8938,12
32,1-0022,1
33,1-7991,8
34,1-6642,8
35,1-2869,7
36,1-2714,6
37,1-5508,15
38,1-2104,2
39,1-7467,2
40,1-7722,11
41,1-7509,15
42,1-1207,10
43,1-8705,3
44,1-5214,11
45,1-9444,4
46,1-8566,3
47,1-19547,9
48,1-0405,19
49,1-2178,1
50,1-8174,1
51,1-9925,10
52,72-12387,1
53,1-9850,12
54,1-8125,15
55,1-8095,1
56,1-5877,8
57,1-1224,12
58,1-17733,1
59,1-9331,8
60,1-18202,1
61,1-7341,2
62,1-9818,14
63,1-7066,1
64,1-9674,2
65,1-8659,17
66,1-7536,2
67,1-7481,17
68,1-7845,6
69,1-18498,8
70,1-2584,6
71,1-6532,14
72,1-9614,1
73,1-5355,3
74,1-8124,10
75,1-8401,9
76,1-8541,17
77,1-2153,16
78,1-4088,8
79,1-9739,15
80,1-9115,13
81,1-7770,4
82,1-17645,3
83,1-18423,3
84,1-18714,14
85,1-8084,13
86,1-9345,3
87,MLG35,10
88,1-5626,7
89,1-18004,18
90,1-19222,8
91,72-12171,6
92,1-7807,4
93,1-20003,13
94,1-3083,15
95,1-3312,7
96,MLG37,18
97,1-9237,12
98,1-8127,13
99,1-5775,10
100,1-19598,9
101,1-9892,20
102,1-3564,10
103,1-8820,17
104,1-8267,1
105,1-1258,3
106,MLG69,7
107,1-6971,6
108,1-9731,1
109,1-9768,19
110,72-18936,8
111,1-19897,12
112,1-10698,1
113,1-4499,11
114,1-7496,20
115,1-3178,7
116,1-20047,2
117,1-0358,14
118,1-6543,19
119,1-5929,6
120,1-10232,6
121,1-7070,15
122,MLG42,9
123,MLG55,1
124,1-8427,14
125,1-8622,5
126,1-8488,8
127,1-9643,3
128,1-19286,11
129,1-2573,1
130,1-1833,10
131,1-9283,3
132,1-9110,1
133,1-8576,5
134,1-9465,1
135,1-9712,9
136,1-9549,16
137,1-1972,8
138,1-5515,13
139,1-7863,6
140,1-2294,13
141,MLG45,6
142,P-16454,6
143,1-8928,12
144,1-7744,7
145,MLG06,4
146,1-7453,19
147,1-17657,2
148,1-0001,12
149,MLG58,14
150,1-7005,11
151,1-9870,19
152,1-9500,3
153,1-1350,19
154,1-18994,15
155,1-9447,13
156,1-8634,7
157,1-6061,20
158,1-7599,19
159,1-10696,1
160,1-19813,1
161,MLG41,12
162,1-8067,17
163,1-9137,19
164,1-9740,18
165,1-7721,12
166,MLG40,11
167,1-4929,16
168,1-9655,20
169,1-9606,9
170,1-5043,7
171,1-8100,4
172,1-8573,7
173,1-9588,2
174,MLG38,12
175,1-4910,10
176,1-8042,6
177,1-10948,7
178,1-7525,15
179,1-4052,1
180,1-0037,6
181,1-8641,2
182,1-7752,6
183,1-9496,9
184,1-8074,8
185,1-8906,2
186,72-11994,1
187,1-7321,16
188,1-20167,9
189,1-9156,10
190,1-2382,1
191,1-8328,15
192,1-9770,20
193,1-9553,9
194,1-9253,4
195,1-2670,1
196,1-9646,11
197,1-8646,1
198,1-9839,17
199,MLG39,19
200,1-4634,5
201,1-9902,20
202,1-8988,5
203,1-1250,11
204,1-9733,12
205,1-8018,8
206,1-9752,9
207,1-7058,15
208,1-10468,16
209,1-9938,18
210,1-7842,2
211,1-5406,16
212,1-10922,7
213,1-18563,10
214,1-0053,6
215,1-19839,9
216,1-9887,5
217,1-9630,1
218,1-9416,1
219,1-5653,16
220,MLG73,1
221,1-8023,14
222,1-4149,12
223,1-0205,14
224,1-9227,16
225,1-9650,20
226,1-9996,2
227,1-3068,2
228,1-17835,13
229,1-4361,4
230,1-3089,1
231,1-8450,10
232,1-18371,10
233,MLG07,18
234,MLG29,19
235,1-8113,4
236,1-7024,14
237,1-9667,3
238,1-9855,3
239,1-7042,18
240,MLG33,20
241,1-19448,10
242,1-20791,4
243,1-1015,13
244,MLG57,9
245,1-6647,9
246,MLG56,9
247,1-20467,1
248,1-2400,2
249,1-6931,1
250,1-9333,12
251,1-7268,4
252,1-21195,1
253,1-4649,14
254,1-8379,19
255,1-9946,4
256,1-9277,1
257,1-9504,6
258,1-9516,2
259,1-3596,16
260,1-0129,12
261,1-1942,2
262,1-8623,5
263,1-6927,4
264,P-0009,11
265,1-11330,1
266,1-2103,11
267,1-6181,5
268,MLG44,11
269,1-7839,19
270,1-1390,11
271,1-7897,13
272,1-1570,8
273,1-3589,12
274,1-0033,4
275,1-3216,4
276,1-9495,17
277,1-4051,2
278,1-10762,19
279,MLG43,17
280,1-7608,7
281,1-9995,5
282,1-1608,17
283,1-3535,3
284,1-4136,1
285,1-18615,4
286,1-3587,13
287,1-9836,1
288,1-8590,6
289,1-1592,20
290,1-8341,15
291,MLG02,5
292,1-9997,8
293,1-8066,10
294,1-3509,5
295,1-3639,17
296,1-9404,16
297,1-8352,16
298,1-7019,5
299,MLG54,18
300,1-4020,14
301,1-1177,3
302,MLG51,13
303,1-8157,11
304,1-19004,5
305,1-7866,13
306,1-18377,1
307,1-5530,1
308,1-6743,20
309,1-3516,2
310,1-4855,17
311,1-20578,3
312,1-3108,15
313,1-7521,11
314,1-3139,2
315,1-1769,17
316,1-7441,14
317,1-10978,13
318,1-2324,5
319,1-3584,10
320,MLG13,14
321,1-5172,7
322,1-0296,8
323,1-3647,3
324,1-6734,15
325,1-19924,4
326,1-8826,2
327,P-16616,16
328,1-9497,8
329,1-1317,17
330,1-4531,2
331,MLG75,2
332,MLG78,7
333,1-11329,14
334,1-20641,12
335,1-8910,11
336,1-1827,4
337,1-18613,4
338,1-6296,5
339,1-3523,15
340,1-3362,2
341,1-0031,17
342,MLG65,7
343,1-4319,17
344,1-6035,8
345,1-1131,12
346,MLG32,1
347,1-8188,18
348,1-17758,2
349,1-3052,11
350,1-2282,12
351,1-19229,18
352,MLG63,7
353,MLG50,13
354,1-9417,16
355,1-9498,18
356,1-9761,9
357,1-4760,12
358,1-9831,7
359,1-4417,5
360,1-6611,11
361,1-0008,5
362,1-1462,2
363,1-10785,8
364,1-7682,4
365,MLG48,17
366,1-5163,1
367,1-8544,10
368,1-5197,8
369,1-6594,4
370,MLG62,10
371,1-1580,10
372,1-6916,13
373,1-6918,7
374,1-6919,18
375,MLG14,20
376,1-7874,18
377,1-7213,1
378,1-6561,15
379,1-4640,9
380,1-7004,13
381,1-2335,6
382,1-18558,15
383,1-8551,14
384,1-9270,6
385,1-6974,6
386,MLG68,3
387,1-10539,13
388,MLG49,12
389,1-0278,12
390,MLG64,7
391,MLG30,5
392,1-9609,3
393,1-7819,3
394,1-2423,5
395,1-6787,19
396,1-9963,15
397,1-9808,5
398,1-0303,18
