,Exam Group,Exam Block
0,1-6098,3
1,1-9227,17
2,1-6240,7
3,1-6181,14
4,MLG68,10
5,MLG57,2
6,MLG54,11
7,MLG69,13
8,1-10468,1
9,1-3523,6
10,MLG62,13
11,MLG56,11
12,1-7024,9
13,1-1258,12
14,1-1317,1
15,1-1580,4
16,1-7140,14
17,1-7004,8
18,MLG63,4
19,1-7863,12
20,1-8067,1
21,MLG02,14
22,MLG50,11
23,1-7866,6
24,1-3535,16
25,1-18028,2
26,1-18558,6
27,1-1608,7
28,1-7005,17
29,1-3534,8
30,1-10785,12
31,1-9156,16
32,1-7874,17
33,1-6296,14
34,MLG51,11
35,MLG64,5
36,1-5775,4
37,1-4649,17
38,1-9768,16
39,1-7807,8
40,1-9283,9
41,MLG14,5
42,1-0008,13
43,1-3596,13
44,1-2282,2
45,1-0303,15
46,MLG30,14
47,1-6974,9
48,MLG65,5
49,1-7122,16
50,1-8341,17
51,1-1350,7
52,1-1462,17
53,1-8427,9
54,MLG49,15
55,MLG75,10
56,1-3068,8
57,1-6927,1
58,1-6878,14
59,1-3052,17
60,MLG29,3
61,1-4319,1
62,MLG48,18
63,1-3516,8
64,1-1015,8
65,MLG17,11
66,1-1224,1
67,1-4417,14
68,1-9497,3
69,MLG12,5
70,1-8074,16
71,1-2545,6
72,1-2335,16
73,1-9674,1
74,1-0053,3
75,1-0129,12
76,1-1570,12
77,1-7682,13
78,MLG13,4
79,1-8188,15
80,1-2382,9
81,1-1131,18
82,1-8910,17
83,1-3141,12
84,1-8267,8
85,1-9831,1
86,1-7070,9
87,1-9270,12
88,1-6980,11
89,MLG52,11
90,MLG09,10
91,1-1005,3
92,1-5626,12
93,1-1833,4
94,1-5043,12
95,1-8826,8
96,1-18371,16
97,1-5172,12
98,1-17907,8
99,1-7042,8
100,1-9394,16
101,1-3362,8
102,MLG37,6
103,1-9963,12
104,1-8328,8
105,1-0272,8
106,1-9137,15
107,1-7441,12
108,1-7496,8
109,1-3447,17
110,1-7341,6
111,1-7152,9
112,1-8421,12
113,MLG08,7
114,1-7019,14
115,1-9646,5
116,MLG15,2
117,1-2670,1
118,1-9333,16
119,1-9404,1
120,1-11350,6
121,1-0292,14
122,1-1390,9
123,1-6693,18
124,1-5891,7
125,1-7897,16
126,1-4531,17
127,1-9925,1
128,1-3139,17
129,MLG55,15
130,MLG53,9
131,1-8659,11
132,MLG07,4
133,1-6611,8
134,1-1769,1
135,MLG11,12
136,1-4640,17
137,1-8066,16
138,1-8820,1
139,1-8084,4
140,1-9286,9
141,1-9491,15
142,1-7058,6
143,MLG78,18
144,1-7964,6
145,1-2423,10
146,1-0278,18
147,1-5877,13
148,1-3083,4
149,MLG38,18
150,1-9516,17
151,1-9417,1
152,1-10038,13
153,1-8157,10
154,1-2294,1
155,1-9808,14
156,1-17733,1
157,1-6914,17
158,1-7614,6
159,1-5197,1
160,1-8285,2
161,MLG59,13
162,MLG58,10
163,1-6692,18
164,72-12387,11
165,72-0103,17
166,1-6594,12
167,1-7268,9
168,MLG45,18
169,1-9645,9
170,1-6900,16
171,1-19547,2
172,1-1207,5
173,MLG41,5
174,1-6561,12
175,1-7467,2
176,1-0405,4
177,1-9498,12
178,MLG84,13
179,1-10539,9
180,1-6647,9
181,1-19915,12
182,1-2714,1
183,1-2701,7
184,1-8541,18
185,MLG10,15
186,1-9955,15
187,1-19004,14
188,1-7722,10
189,MLG44,5
190,1-7819,7
191,1-6743,1
192,1-9379,18
193,1-8094,6
194,1-8018,18
195,1-8021,18
196,1-8401,7
197,1-6006,17
198,1-20167,3
199,1-8020,1
200,1-8529,7
201,1-6787,2
202,1-8576,14
203,1-9938,1
204,1-8541,11
205,1-8622,14
206,1-8544,10
207,1-8398,7
208,1-8573,16
209,1-5355,12
210,1-19897,6
211,1-1191,8
212,1-8450,16
213,MLG32,18
214,1-6227,18
215,1-8042,6
216,1-8397,11
217,MLG40,5
218,1-9770,16
219,1-2400,8
220,1-4355,4
221,MLG35,5
222,1-9610,16
223,1-6228,18
224,1-8767,1
225,1-8705,5
226,1-9277,17
227,1-4634,9
228,MLG60,5
229,1-1957,5
230,1-18423,18
231,1-9345,9
232,1-3587,8
233,1-9794,18
234,1-8095,17
235,1-8418,5
236,1-10451,5
237,1-1989,5
238,1-7991,11
239,1-3206,4
240,1-6216,17
241,1-4390,18
242,1-8174,5
243,1-19166,17
244,1-5002,3
245,1-1183,16
246,1-19448,4
247,1-6734,15
248,1-6217,1
249,1-6538,11
250,1-6918,15
251,1-6916,2
252,1-6919,18
253,1-18234,15
254,1-9578,15
255,1-2025,15
256,1-0296,18
257,1-3564,4
258,1-17758,1
259,1-8172,10
260,1-6061,3
261,1-5214,18
262,1-7509,10
263,1-4760,6
264,1-19286,4
265,1-8573,1
266,1-5413,18
267,1-1204,8
268,1-9496,1
269,1-8928,11
270,1-19229,4
271,1-5508,6
272,1-8551,8
273,1-9237,12
274,1-8493,1
275,1-9651,5
276,1-7744,6
277,1-2573,17
278,1-4020,7
279,1-7845,18
280,1-3312,1
281,1-6909,11
282,1-9887,15
283,1-6642,1
284,1-8314,6
285,1-10060,9
286,1-2584,18
287,1-2104,14
288,1-0037,11
289,1-2596,8
290,1-9761,15
291,1-3509,15
292,1-5549,1
293,1-1770,11
294,1-3106,3
295,1-1942,18
296,1-9740,10
297,1-1250,18
298,1-0205,2
299,1-7481,17
300,1-18709,3
301,MLG31,2
302,1-9630,12
303,1-8400,10
304,1-9500,12
305,1-8127,5
306,1-1972,16
307,1-18714,1
308,1-1592,9
309,1-9185,7
310,1-9739,1
311,1-4700,8
312,1-1850,15
313,1-10071,18
314,1-18935,11
315,1-4088,14
316,1-9504,15
317,1-9902,15
318,1-8641,1
319,1-8938,3
320,1-9614,3
321,1-8181,3
322,1-5980,3
323,1-18203,11
324,1-13247,6
325,1-0027,3
326,1-5515,17
327,1-7752,15
328,1-9338,1
329,1-19549,11
330,1-8988,14
331,1-9110,8
332,1-9818,18
333,1-9996,11
334,P-16616,18
335,1-5981,6
336,1-18994,5
337,1-18735,15
338,MLG67,5
339,1-9850,17
340,1-3589,15
341,1-9870,14
342,1-3519,1
343,1-6531,14
344,1-9655,4
345,1-6532,9
346,1-8186,5
347,1-2103,18
348,1-3087,1
349,1-7204,17
350,1-3584,4
351,1-9805,18
352,1-9650,1
353,1-9609,14
354,1-2324,9
355,1-2297,1
356,1-9331,11
357,1-4747,11
358,1-8627,7
359,1-18613,9
360,1-7530,8
361,1-7839,8
362,1-5167,4
363,1-9253,1
364,1-8590,16
365,1-10696,11
366,1-7993,17
367,1-9995,14
368,1-9444,3
369,1-1827,8
370,1-7213,4
371,1-18202,1
372,1-8488,8
373,MLG39,18
374,1-9553,11
375,1-6035,12
376,1-18487,12
377,1-6858,1
378,1-7066,3
379,1-7182,18
380,1-18409,11
381,1-3521,18
382,1-18615,7
383,1-9722,18
384,1-9892,18
385,1-9752,15
386,1-0358,4
387,1-4855,7
388,1-9518,14
389,1-9436,18
390,1-20003,7
391,1-7842,5
392,1-8125,11
393,1-7964,6
394,1-8646,2
395,1-6718,18
396,1-1836,18
397,1-19813,11
398,MLG33,2
399,72-18936,15
400,1-20047,5
401,1-7721,1
402,1-9697,18
403,1-9839,12
404,72-12171,16
405,1-9607,12
406,1-20578,6
407,1-18603,5
408,1-8100,11
409,1-3265,4
410,1-9549,11
411,1-9495,1
412,1-5744,16
413,1-8124,1
414,MLG06,12
415,1-3108,10
416,1-9465,7
417,1-0055,7
418,1-0022,1
419,1-9907,5
