,Exam Group,Exam Block
0,72-0103,18
1,1-9185,9
2,MLG17,1
3,1-8222,2
4,1-6240,10
5,1-5549,19
6,1-8021,2
7,1-8767,6
8,1-8181,11
9,1-8020,9
10,1-7964,20
11,1-9722,1
12,MLG84,2
13,1-9805,8
14,1-6098,5
15,1-8093,1
16,1-9955,2
17,1-18603,15
18,1-3521,4
19,1-2596,16
20,1-5167,2
21,1-3519,1
22,1-7995,15
23,1-2025,1
24,1-7140,20
25,1-9607,9
26,1-9907,10
27,1-18409,13
28,1-10071,15
29,1-18735,5
30,1-8418,1
31,1-8938,5
32,1-0022,1
33,1-7991,1
34,1-6642,5
35,1-2869,3
36,1-2714,7
37,1-5508,7
38,1-2104,1
39,1-7467,7
40,1-7722,8
41,1-7509,9
42,1-1207,4
43,1-8705,3
44,1-5214,17
45,1-9444,3
46,1-8566,4
47,1-19547,16
48,1-0405,5
49,1-2178,1
50,1-8174,2
51,1-9925,19
52,72-12387,16
53,1-9850,17
54,1-8125,9
55,1-8095,3
56,1-5877,2
57,1-1224,19
58,1-17733,19
59,1-9331,1
60,1-18202,2
61,1-7341,4
62,1-9818,3
63,1-7066,5
64,1-9674,19
65,1-8659,15
66,1-7536,2
67,1-7481,18
68,1-7845,12
69,1-18498,6
70,1-2584,10
71,1-6532,8
72,1-9614,5
73,1-5355,13
74,1-8124,11
75,1-8401,3
76,1-8541,18
77,1-2153,17
78,1-4088,18
79,1-9739,12
80,1-9115,17
81,1-7770,14
82,1-17645,2
83,1-18423,21
84,1-18714,11
85,1-8084,5
86,1-9345,7
87,MLG35,17
88,1-5626,6
89,1-18004,14
90,1-19222,14
91,72-12171,3
92,1-7807,16
93,1-20003,2
94,1-3083,7
95,1-3312,15
96,MLG37,1
97,1-9237,12
98,1-8127,3
99,1-5775,12
100,1-19598,1
101,1-9892,13
102,1-3564,1
103,1-8820,19
104,1-8267,16
105,1-1258,6
106,MLG69,21
107,1-6971,1
108,1-9731,10
109,1-9768,12
110,72-18936,8
111,1-19897,3
112,1-10698,1
113,1-4499,18
114,1-7496,16
115,1-3178,1
116,1-20047,7
117,1-0358,17
118,1-6543,4
119,1-5929,1
120,1-10232,10
121,1-7070,14
122,MLG42,10
123,MLG55,13
124,1-8427,8
125,1-8622,3
126,1-8488,6
127,1-9643,4
128,1-19286,4
129,1-2573,3
130,1-1833,12
131,1-9283,21
132,1-9110,9
133,1-8576,11
134,1-9465,1
135,1-9712,2
136,1-9549,8
137,1-1972,10
138,1-5515,10
139,1-7863,6
140,1-2294,11
141,MLG45,1
142,P-16454,9
143,1-8928,6
144,1-7744,6
145,MLG06,2
146,1-7453,1
147,1-17657,10
148,1-0001,7
149,MLG58,8
150,1-7005,18
151,1-9870,9
152,1-9500,7
153,1-1350,1
154,1-18994,14
155,1-9447,14
156,1-8634,7
157,1-6061,5
158,1-7599,8
159,1-10696,1
160,1-19813,2
161,MLG41,14
162,1-8067,19
163,1-9137,17
164,1-9740,9
165,1-7721,20
166,MLG40,17
167,1-4929,14
168,1-9655,3
169,1-9606,7
170,1-5043,6
171,1-8100,5
172,1-8573,15
173,1-9588,9
174,MLG38,3
175,1-4910,10
176,1-8042,7
177,1-10948,14
178,1-7525,9
179,1-4052,15
180,1-0037,13
181,1-8641,20
182,1-7752,10
183,1-9496,19
184,1-8074,2
185,1-8906,1
186,72-11994,2
187,1-7321,4
188,1-20167,4
189,1-9156,12
190,1-2382,4
191,1-8328,16
192,1-9770,12
193,1-9553,13
194,1-9253,4
195,1-2670,9
196,1-9646,15
197,1-8646,17
198,1-9839,1
199,MLG39,3
200,1-4634,5
201,1-9902,20
202,1-8988,20
203,1-1250,2
204,1-9733,1
205,1-8018,2
206,1-9752,10
207,1-7058,2
208,1-10468,19
209,1-9938,19
210,1-7842,17
211,1-5406,11
212,1-10922,4
213,1-18563,15
214,1-0053,5
215,1-19839,5
216,1-9887,1
217,1-9630,6
218,1-9416,1
219,1-5653,15
220,MLG73,8
221,1-8023,11
222,1-4149,13
223,1-0205,18
224,1-9227,18
225,1-9650,13
226,1-9996,7
227,1-3068,16
228,1-17835,14
229,1-4361,13
230,1-3089,5
231,1-8450,12
232,1-18371,12
233,MLG07,15
234,MLG29,5
235,1-8113,13
236,1-7024,11
237,1-9667,14
238,1-9855,8
239,1-7042,16
240,MLG33,11
241,1-19448,10
242,1-20791,14
243,1-1015,1
244,MLG57,10
245,1-6647,21
246,MLG56,15
247,1-20467,16
248,1-2400,1
249,1-6931,17
250,1-9333,12
251,1-7268,1
252,1-21195,3
253,1-4649,18
254,1-8379,8
255,1-9946,10
256,1-9277,18
257,1-9504,2
258,1-9516,18
259,1-3596,21
260,1-0129,6
261,1-1942,4
262,1-8623,10
263,1-6927,19
264,P-0009,7
265,1-11330,1
266,1-2103,13
267,1-6181,20
268,MLG44,2
269,1-7839,11
270,1-1390,4
271,1-7897,12
272,1-1570,6
273,1-3589,2
274,1-0033,4
275,1-3216,15
276,1-9495,13
277,1-4051,11
278,1-10762,14
279,MLG43,4
280,1-7608,10
281,1-9995,8
282,1-1608,15
283,1-3535,12
284,1-4136,3
285,1-18615,10
286,1-3587,16
287,1-9836,1
288,1-8590,14
289,1-1592,16
290,1-8341,18
291,MLG02,20
292,1-9997,10
293,1-8066,20
294,1-3509,17
295,1-3639,15
296,1-9404,19
297,1-8352,2
298,1-7019,20
299,MLG54,8
300,1-4020,9
301,1-1177,9
302,MLG51,10
303,1-8157,12
304,1-19004,21
