,Exam Group,Exam Block
0,72-0103,4
1,1-9185,13
2,MLG17,20
3,1-8222,19
4,1-6240,16
5,1-5549,22
6,1-8021,14
7,1-8767,13
8,1-8181,10
9,1-8020,14
10,1-7964,23
11,1-9722,3
12,MLG84,8
13,1-9805,2
14,1-6098,11
15,1-8093,12
16,1-9955,4
17,1-18603,5
18,1-3521,10
19,1-2596,7
20,1-5167,16
21,1-3519,6
22,1-7995,4
23,1-2025,3
24,1-7140,23
25,1-9607,7
26,1-9907,8
27,1-18409,1
28,1-10071,12
29,1-18735,2
30,1-8418,18
31,1-8938,1
32,1-0022,19
33,1-7991,2
34,1-6642,13
35,1-2869,20
36,1-2714,6
37,1-5508,20
38,1-2104,2
39,1-7467,18
40,1-7722,3
41,1-7509,6
42,1-1207,9
43,1-8705,6
44,1-5214,4
45,1-9444,20
46,1-8566,15
47,1-19547,3
48,1-0405,17
49,1-2178,3
50,1-8174,1
51,1-9925,2
52,72-12387,5
53,1-9850,20
54,1-8125,5
55,1-8095,2
56,1-5877,8
57,1-1224,3
58,1-17733,7
59,1-9331,11
60,1-18202,15
61,1-7341,17
62,1-9818,4
63,1-7066,4
64,1-9674,7
65,1-8659,13
66,1-7536,4
67,1-7481,1
68,1-7845,6
69,1-18498,14
70,1-2584,15
71,1-6532,1
72,1-9614,17
73,1-5355,1
74,1-8124,9
75,1-8401,10
76,1-8541,22
77,1-2153,21
78,1-4088,14
79,1-9739,1
80,1-9115,17
81,1-7770,16
82,1-17645,8
83,1-18423,4
84,1-18714,13
85,1-8084,14
86,1-9345,16
87,MLG35,8
88,1-5626,5
89,1-18004,17
90,1-19222,4
91,72-12171,16
92,1-7807,3
93,1-20003,22
94,1-3083,15
95,1-3312,8
96,MLG37,20
97,1-9237,2
98,1-8127,20
99,1-5775,2
100,1-19598,8
101,1-9892,10
102,1-3564,2
103,1-8820,7
104,1-8267,3
105,1-1258,18
106,MLG69,21
107,1-6971,22
108,1-9731,6
109,1-9768,12
110,72-18936,17
111,1-19897,3
112,1-10698,8
113,1-4499,17
114,1-7496,3
115,1-3178,8
116,1-20047,5
117,1-0358,18
118,1-6543,7
119,1-5929,12
120,1-10232,12
121,1-7070,21
122,MLG42,19
123,MLG55,12
124,1-8427,10
125,1-8622,18
126,1-8488,12
127,1-9643,15
128,1-19286,18
129,1-2573,22
130,1-1833,12
131,1-9283,14
132,1-9110,21
133,1-8576,21
134,1-9465,16
135,1-9712,15
136,1-9549,1
137,1-1972,22
138,1-5515,3
139,1-7863,5
140,1-2294,6
141,MLG45,19
142,P-16454,17
143,1-8928,1
144,1-7744,14
145,MLG06,18
146,1-7453,6
147,1-17657,15
148,1-0001,19
149,MLG58,2
150,1-7005,22
151,1-9870,19
152,1-9500,2
153,1-1350,16
154,1-18994,2
155,1-9447,2
156,1-8634,1
157,1-6061,17
158,1-7599,10
159,1-10696,10
160,1-19813,5
161,MLG41,9
162,1-8067,7
163,1-9137,11
164,1-9740,1
165,1-7721,10
166,MLG40,19
167,1-4929,11
168,1-9655,3
169,1-9606,7
170,1-5043,5
171,1-8100,14
172,1-8573,9
173,1-9588,18
174,MLG38,9
175,1-4910,12
176,1-8042,16
177,1-10948,13
178,1-7525,10
179,1-4052,13
180,1-0037,6
181,1-8641,9
182,1-7752,19
183,1-9496,11
184,1-8074,9
185,1-8906,22
186,72-11994,2
187,1-7321,12
188,1-20167,11
189,1-9156,19
190,1-2382,14
191,1-8328,15
192,1-9770,16
193,1-9553,9
194,1-9253,2
195,1-2670,16
196,1-9646,5
197,1-8646,2
198,1-9839,5
199,MLG39,10
200,1-4634,3
201,1-9902,23
202,1-8988,23
203,1-1250,5
204,1-9733,1
205,1-8018,14
206,1-9752,23
207,1-7058,10
208,1-10468,7
209,1-9938,18
210,1-7842,12
211,1-5406,6
212,1-10922,20
213,1-18563,5
214,1-0053,11
215,1-19839,13
216,1-9887,23
217,1-9630,21
218,1-9416,16
219,1-5653,6
220,MLG73,2
221,1-8023,19
222,1-4149,1
223,1-0205,4
224,1-9227,4
225,1-9650,18
226,1-9996,5
227,1-3068,3
228,1-17835,12
229,1-4361,8
230,1-3089,11
231,1-8450,19
232,1-18371,6
233,MLG07,16
234,MLG29,11
235,1-8113,13
236,1-7024,14
237,1-9667,16
238,1-9855,15
239,1-7042,3
240,MLG33,1
241,1-19448,8
242,1-20791,21
243,1-1015,20
244,MLG57,12
245,1-6647,13
246,MLG56,20
247,1-20467,3
248,1-2400,3
249,1-6931,16
250,1-9333,22
251,1-7268,13
252,1-21195,10
253,1-4649,17
254,1-8379,3
255,1-9946,18
256,1-9277,6
257,1-9504,3
258,1-9516,4
259,1-3596,21
260,1-0129,5
261,1-1942,4
262,1-8623,2
263,1-6927,7
264,P-0009,9
265,1-11330,2
266,1-2103,5
267,1-6181,23
268,MLG44,22
269,1-7839,3
270,1-1390,13
271,1-7897,16
272,1-1570,5
273,1-3589,4
274,1-0033,5
275,1-3216,1
276,1-9495,1
277,1-4051,1
278,1-10762,11
279,MLG43,9
280,1-7608,21
281,1-9995,3
282,1-1608,16
283,1-3535,13
284,1-4136,1
285,1-18615,20
286,1-3587,3
287,1-9836,17
288,1-8590,21
289,1-1592,3
290,1-8341,4
291,MLG02,6
292,1-9997,12
293,1-8066,23
294,1-3509,23
295,1-3639,15
296,1-9404,7
297,1-8352,7
298,1-7019,1
299,MLG54,17
300,1-4020,2
301,1-1177,20
302,MLG51,10
303,1-8157,2
304,1-19004,1
305,1-7866,15
306,1-18377,4
307,1-5530,1
308,1-6743,7
309,1-3516,21
310,1-4855,13
311,1-20578,6
312,1-3108,2
313,1-7521,1
314,1-3139,4
315,1-1769,22
316,1-7441,5
317,1-10978,7
318,1-2324,20
319,1-3584,11
320,MLG13,4
321,1-5172,12
322,1-0296,21
323,1-3647,2
324,1-6734,5
325,1-19924,20
326,1-8826,18
327,P-16616,14
328,1-9497,11
329,1-1317,7
330,1-4531,6
331,MLG75,18
332,MLG78,9
333,1-11329,8
334,1-20641,11
335,1-8910,4
336,1-1827,23
337,1-18613,4
338,1-6296,23
339,1-3523,15
340,1-3362,3
341,1-0031,15
342,MLG65,17
343,1-4319,7
344,1-6035,5
345,1-1131,17
346,MLG32,8
347,1-8188,6
348,1-17758,21
349,1-3052,4
350,1-2282,9
351,1-19229,14
352,MLG63,22
353,MLG50,20
354,1-9417,7
355,1-9498,5
356,1-9761,4
357,1-4760,9
358,1-9831,7
359,1-4417,23
360,1-6611,1
361,1-0008,6
362,1-1462,4
363,1-10785,5
364,1-7682,1
365,MLG48,21
366,1-5163,15
367,1-8544,11
368,1-5197,7
369,1-6594,2
370,MLG62,9
371,1-1580,15
372,1-6916,11
373,1-6918,22
374,1-6919,12
375,MLG14,1
376,1-7874,5
377,1-7213,9
378,1-6561,5
379,1-4640,1
380,1-7004,10
381,1-2335,19
382,1-18558,15
383,1-8551,1
384,1-9270,5
385,1-6974,13
386,MLG68,2
387,1-10539,10
388,MLG49,12
389,1-0278,8
390,MLG64,8
391,MLG30,23
392,1-9609,11
393,1-7819,4
394,1-2423,23
395,1-6787,11
396,1-9963,5
397,1-9808,23
398,1-0303,8
399,MLG60,1
400,1-18709,11
401,1-7204,22
402,1-5744,4
403,1-1770,16
404,1-4682,14
405,1-3104,7
406,1-17907,3
407,1-8421,5
408,MLG53,14
409,1-9645,17
410,MLG12,2
411,MLG15,9
412,1-6858,19
413,1-8314,8
414,1-8285,22
415,1-1957,19
416,1-18203,13
417,1-10451,22
418,1-6216,1
419,1-6692,19
420,1-8172,12
421,1-8398,5
422,1-6878,23
423,1-7122,2
424,1-4700,3
425,1-6006,4
426,1-4355,2
427,1-9379,9
428,1-2701,16
429,1-6693,11
430,1-3141,5
431,1-7614,16
432,1-6914,4
433,1-5654,15
434,MLG59,19
435,1-9610,12
436,1-5161,21
437,1-6980,21
438,MLG10,8
439,MLG72,2
440,MLG52,20
441,1-19166,4
442,MLG11,21
443,1-3447,17
444,1-3217,9
445,1-6538,16
446,1-3534,3
447,1-7152,3
448,1-3106,20
449,1-1935,4
450,1-2297,7
451,1-4098,9
452,1-8529,20
453,1-8397,5
