,Exam Group,Exam Block
0,72-0103,14
1,1-9185,2
2,MLG17,7
3,1-8222,4
4,1-6240,2
5,1-5549,17
6,1-8021,13
7,1-8767,3
8,1-8181,4
9,1-8020,11
10,1-7964,14
11,1-9722,6
12,MLG84,5
13,1-9805,16
14,1-6098,4
15,1-8093,1
16,1-9955,1
17,1-18603,12
18,1-3521,10
19,1-2596,2
20,1-5167,18
21,1-3519,7
22,1-7995,2
23,1-2025,10
24,1-7140,14
25,1-9607,12
26,1-9907,2
27,1-18409,7
28,1-10071,16
29,1-18735,1
30,1-8418,11
31,1-8938,18
32,1-0022,16
33,1-7991,9
34,1-6642,6
35,1-2869,5
36,1-2714,7
37,1-5508,2
38,1-2104,9
39,1-7467,3
40,1-7722,19
41,1-7509,6
42,1-1207,11
43,1-8705,10
44,1-5214,13
45,1-9444,2
46,1-8566,2
47,1-19547,11
48,1-0405,4
49,1-2178,5
50,1-8174,12
51,1-9925,5
52,72-12387,4
53,1-9850,13
54,1-8125,7
55,1-8095,1
56,1-5877,1
57,1-1224,12
58,1-17733,12
59,1-9331,15
60,1-18202,3
61,1-7341,1
62,1-9818,10
63,1-7066,7
64,1-9674,12
65,1-8659,13
66,1-7536,12
67,1-7481,8
68,1-7845,3
69,1-18498,2
70,1-2584,9
71,1-6532,19
72,1-9614,1
73,1-5355,6
74,1-8124,12
75,1-8401,11
76,1-8541,20
77,1-2153,8
78,1-4088,1
79,1-9739,3
80,1-9115,3
81,1-7770,9
82,1-17645,7
83,1-18423,19
84,1-18714,1
85,1-8084,4
86,1-9345,4
87,MLG35,17
88,1-5626,6
89,1-18004,4
90,1-19222,15
91,72-12171,2
92,1-7807,13
93,1-20003,2
94,1-3083,7
95,1-3312,19
96,MLG37,8
97,1-9237,16
98,1-8127,1
99,1-5775,15
100,1-19598,11
101,1-9892,11
102,1-3564,18
103,1-8820,16
104,1-8267,1
105,1-1258,6
106,MLG69,17
107,1-6971,8
108,1-9731,5
109,1-9768,21
110,72-18936,9
111,1-19897,5
112,1-10698,11
113,1-4499,18
114,1-7496,13
115,1-3178,16
116,1-20047,4
117,1-0358,5
118,1-6543,10
119,1-5929,8
