,Exam Group,Exam Block
0,72-0103,8
1,1-9185,2
2,MLG17,2
3,1-8222,20
4,1-6240,19
5,1-5549,15
6,1-8021,10
7,1-8767,15
8,1-8181,9
9,1-8020,15
10,1-7964,7
11,1-9722,11
12,MLG84,20
13,1-9805,1
14,1-6098,22
15,1-8093,13
16,1-9955,3
17,1-18603,1
18,1-3521,6
19,1-2596,10
20,1-5167,5
21,1-3519,19
22,1-7995,1
23,1-2025,9
24,1-7140,7
25,1-9607,15
26,1-9907,3
27,1-18409,18
28,1-10071,14
29,1-18735,8
30,1-8418,1
31,1-8938,1
32,1-0022,8
33,1-7991,1
34,1-6642,12
35,1-2869,5
36,1-2714,8
37,1-5508,19
38,1-2104,8
39,1-7467,21
40,1-7722,1
41,1-7509,5
42,1-1207,2
43,1-8705,1
44,1-5214,13
45,1-9444,9
46,1-8566,19
47,1-19547,12
48,1-0405,1
49,1-2178,9
50,1-8174,2
51,1-9925,11
52,72-12387,22
53,1-9850,3
54,1-8125,1
55,1-8095,1
56,1-5877,16
57,1-1224,15
58,1-17733,15
59,1-9331,22
60,1-18202,18
61,1-7341,9
62,1-9818,5
63,1-7066,8
64,1-9674,15
65,1-8659,9
66,1-7536,1
67,1-7481,3
68,1-7845,5
69,1-18498,14
70,1-2584,15
71,1-6532,11
72,1-9614,22
73,1-5355,2
74,1-8124,8
75,1-8401,17
76,1-8541,11
77,1-2153,5
78,1-4088,10
79,1-9739,1
80,1-9115,2
81,1-7770,13
82,1-17645,17
83,1-18423,1
84,1-18714,6
85,1-8084,22
86,1-9345,10
87,MLG35,3
88,1-5626,4
89,1-18004,12
90,1-19222,9
91,72-12171,9
92,1-7807,3
93,1-20003,3
94,1-3083,10
95,1-3312,21
96,MLG37,3
97,1-9237,9
98,1-8127,1
99,1-5775,5
100,1-19598,18
101,1-9892,10
102,1-3564,5
103,1-8820,15
104,1-8267,16
105,1-1258,9
106,MLG69,18
107,1-6971,8
108,1-9731,15
109,1-9768,5
110,72-18936,18
111,1-19897,14
112,1-10698,7
113,1-4499,9
114,1-7496,16
115,1-3178,13
116,1-20047,2
117,1-0358,5
118,1-6543,14
119,1-5929,12
120,1-10232,12
121,1-7070,18
122,MLG42,5
123,MLG55,1
124,1-8427,20
125,1-8622,13
126,1-8488,16
127,1-9643,11
128,1-19286,11
129,1-2573,14
130,1-1833,5
131,1-9283,18
132,1-9110,7
133,1-8576,1
134,1-9465,1
135,1-9712,17
136,1-9549,2
137,1-1972,15
138,1-5515,6
139,1-7863,4
140,1-2294,10
141,MLG45,22
142,P-16454,14
143,1-8928,2
144,1-7744,2
145,MLG06,2
146,1-7453,4
147,1-17657,4
148,1-0001,22
149,MLG58,20
150,1-7005,6
151,1-9870,20
152,1-9500,2
153,1-1350,1
154,1-18994,1
155,1-9447,7
156,1-8634,1
157,1-6061,9
158,1-7599,10
159,1-10696,2
160,1-19813,3
161,MLG41,17
162,1-8067,15
163,1-9137,3
164,1-9740,4
165,1-7721,19
166,MLG40,19
167,1-4929,2
168,1-9655,19
169,1-9606,22
170,1-5043,2
171,1-8100,16
172,1-8573,21
173,1-9588,17
174,MLG38,3
175,1-4910,19
176,1-8042,11
177,1-10948,13
178,1-7525,9
179,1-4052,11
180,1-0037,2
181,1-8641,7
182,1-7752,13
183,1-9496,20
184,1-8074,13
185,1-8906,8
186,72-11994,3
187,1-7321,12
188,1-20167,14
189,1-9156,5
190,1-2382,11
191,1-8328,12
192,1-9770,2
193,1-9553,2
194,1-9253,13
195,1-2670,18
196,1-9646,19
197,1-8646,14
198,1-9839,2
199,MLG39,3
200,1-4634,3
201,1-9902,7
202,1-8988,17
203,1-1250,4
204,1-9733,13
205,1-8018,1
206,1-9752,8
207,1-7058,4
208,1-10468,15
209,1-9938,9
210,1-7842,16
211,1-5406,6
212,1-10922,14
213,1-18563,1
214,1-0053,13
215,1-19839,12
216,1-9887,21
217,1-9630,2
218,1-9416,1
219,1-5653,13
220,MLG73,11
221,1-8023,4
222,1-4149,1
223,1-0205,12
224,1-9227,6
225,1-9650,10
226,1-9996,9
227,1-3068,16
228,1-17835,3
229,1-4361,10
230,1-3089,2
231,1-8450,20
232,1-18371,3
233,MLG07,11
234,MLG29,21
235,1-8113,17
236,1-7024,9
237,1-9667,1
238,1-9855,17
239,1-7042,16
240,MLG33,22
241,1-19448,5
242,1-20791,3
243,1-1015,3
244,MLG57,14
245,1-6647,18
246,MLG56,12
247,1-20467,2
248,1-2400,16
249,1-6931,9
250,1-9333,5
251,1-7268,19
252,1-21195,9
253,1-4649,18
254,1-8379,1
255,1-9946,1
256,1-9277,16
257,1-9504,11
258,1-9516,6
259,1-3596,18
260,1-0129,2
261,1-1942,14
262,1-8623,13
263,1-6927,15
264,P-0009,5
265,1-11330,6
266,1-2103,2
267,1-6181,21
268,MLG44,19
269,1-7839,8
270,1-1390,14
271,1-7897,10
272,1-1570,2
273,1-3589,3
274,1-0033,2
275,1-3216,17
276,1-9495,2
277,1-4051,17
278,1-10762,1
279,MLG43,3
280,1-7608,16
281,1-9995,16
282,1-1608,12
283,1-3535,5
284,1-4136,1
285,1-18615,1
286,1-3587,10
287,1-9836,7
288,1-8590,10
289,1-1592,5
290,1-8341,6
291,MLG02,7
