,Exam Group,Exam Block
0,72-0103,11
1,1-9185,3
2,MLG17,2
3,1-8222,1
4,1-6240,16
5,1-5549,8
6,1-8021,19
7,1-8767,13
8,1-8181,17
9,1-8020,7
10,1-7964,11
11,1-9722,17
12,MLG84,6
13,1-9805,14
14,1-6098,5
15,1-8093,16
16,1-9955,15
17,1-18603,1
18,1-3521,16
19,1-2596,6
20,1-5167,9
21,1-3519,5
22,1-7995,14
23,1-2025,13
24,1-7140,11
25,1-9607,12
26,1-9907,2
27,1-18409,12
28,1-10071,5
29,1-18735,3
30,1-8418,15
31,1-8938,16
32,1-0022,12
33,1-7991,20
34,1-6642,1
35,1-2869,16
36,1-2714,12
37,1-5508,12
38,1-2104,1
39,1-7467,12
40,1-7722,20
41,1-7509,10
42,1-1207,15
43,1-8705,7
44,1-5214,7
45,1-9444,6
46,1-8566,17
47,1-19547,21
48,1-0405,1
49,1-2178,18
50,1-8174,1
51,1-9925,8
52,72-12387,5
53,1-9850,2
54,1-8125,3
55,1-8095,2
56,1-5877,5
57,1-1224,2
58,1-17733,4
59,1-9331,10
60,1-18202,2
61,1-7341,20
62,1-9818,6
63,1-7066,2
64,1-9674,8
65,1-8659,23
66,1-7536,18
67,1-7481,15
68,1-7845,6
69,1-18498,1
70,1-2584,4
71,1-6532,17
72,1-9614,2
73,1-5355,17
74,1-8124,19
75,1-8401,4
76,1-8541,13
77,1-2153,10
78,1-4088,2
79,1-9739,5
80,1-9115,9
81,1-7770,1
82,1-17645,11
83,1-18423,2
84,1-18714,2
85,1-8084,22
86,1-9345,4
87,MLG35,3
88,1-5626,4
89,1-18004,12
90,1-19222,12
91,72-12171,7
92,1-7807,18
93,1-20003,15
94,1-3083,6
95,1-3312,14
96,MLG37,9
97,1-9237,9
98,1-8127,21
99,1-5775,17
100,1-19598,1
101,1-9892,3
102,1-3564,7
103,1-8820,8
104,1-8267,18
105,1-1258,22
106,MLG69,23
107,1-6971,1
108,1-9731,4
109,1-9768,23
110,72-18936,18
111,1-19897,2
112,1-10698,1
113,1-4499,8
114,1-7496,18
115,1-3178,15
116,1-20047,1
117,1-0358,22
118,1-6543,14
119,1-5929,1
120,1-10232,1
121,1-7070,18
122,MLG42,3
123,MLG55,2
124,1-8427,7
125,1-8622,19
126,1-8488,22
127,1-9643,10
128,1-19286,9
129,1-2573,21
130,1-1833,17
131,1-9283,7
132,1-9110,15
133,1-8576,14
134,1-9465,5
135,1-9712,1
136,1-9549,10
137,1-1972,4
138,1-5515,16
139,1-7863,22
140,1-2294,4
141,MLG45,3
142,P-16454,1
143,1-8928,23
144,1-7744,22
145,MLG06,7
146,1-7453,1
147,1-17657,6
148,1-0001,19
149,MLG58,10
150,1-7005,21
151,1-9870,3
152,1-9500,23
153,1-1350,19
154,1-18994,20
155,1-9447,19
156,1-8634,17
157,1-6061,2
158,1-7599,8
159,1-10696,4
160,1-19813,13
161,MLG41,12
162,1-8067,8
163,1-9137,4
164,1-9740,10
165,1-7721,18
166,MLG40,3
167,1-4929,1
168,1-9655,13
169,1-9606,20
170,1-5043,13
171,1-8100,23
172,1-8573,8
173,1-9588,19
174,MLG38,3
175,1-4910,10
176,1-8042,19
177,1-10948,20
178,1-7525,16
179,1-4052,15
180,1-0037,14
181,1-8641,12
182,1-7752,13
183,1-9496,6
184,1-8074,17
185,1-8906,2
186,72-11994,6
187,1-7321,2
188,1-20167,2
189,1-9156,17
190,1-2382,15
191,1-8328,18
192,1-9770,17
193,1-9553,7
194,1-9253,18
195,1-2670,2
196,1-9646,12
197,1-8646,9
198,1-9839,14
199,MLG39,2
200,1-4634,5
201,1-9902,3
202,1-8988,4
203,1-1250,10
204,1-9733,2
205,1-8018,3
206,1-9752,13
207,1-7058,14
208,1-10468,8
209,1-9938,8
210,1-7842,13
211,1-5406,16
212,1-10922,14
213,1-18563,11
214,1-0053,5
215,1-19839,3
216,1-9887,12
217,1-9630,22
218,1-9416,16
219,1-5653,2
220,MLG73,12
221,1-8023,16
222,1-4149,22
223,1-0205,21
224,1-9227,21
225,1-9650,1
226,1-9996,19
227,1-3068,18
228,1-17835,11
229,1-4361,1
230,1-3089,16
231,1-8450,19
232,1-18371,17
233,MLG07,21
234,MLG29,5
235,1-8113,1
236,1-7024,10
237,1-9667,3
238,1-9855,18
239,1-7042,12
240,MLG33,17
241,1-19448,17
242,1-20791,6
243,1-1015,18
244,MLG57,16
245,1-6647,3
246,MLG56,19
247,1-20467,4
248,1-2400,18
249,1-6931,15
250,1-9333,17
251,1-7268,9
