,Exam Group,Exam Block
0,72-0103,13
1,1-9185,11
2,MLG17,18
3,1-8222,3
4,1-6240,16
5,1-5549,22
6,1-8021,13
7,1-8767,21
8,1-8181,11
9,1-8020,9
10,1-7964,7
11,1-9722,21
12,MLG84,6
13,1-9805,14
14,1-6098,15
15,1-8093,2
16,1-9955,11
17,1-18603,13
18,1-3521,19
19,1-2596,9
20,1-5167,1
21,1-3519,9
22,1-7995,1
23,1-2025,14
24,1-7140,4
25,1-9607,13
26,1-9907,16
27,1-18409,7
28,1-10071,13
29,1-18735,6
30,1-8418,4
31,1-8938,1
32,1-0022,20
33,1-7991,3
34,1-6642,21
35,1-2869,8
36,1-2714,8
37,1-5508,18
38,1-2104,6
39,1-7467,4
40,1-7722,9
41,1-7509,2
42,1-1207,1
43,1-8705,18
44,1-5214,2
45,1-9444,2
46,1-8566,16
47,1-19547,3
48,1-0405,15
49,1-2178,8
50,1-8174,1
51,1-9925,18
52,72-12387,13
53,1-9850,8
54,1-8125,21
55,1-8095,2
56,1-5877,3
57,1-1224,22
58,1-17733,22
59,1-9331,5
60,1-18202,19
61,1-7341,17
62,1-9818,10
63,1-7066,4
64,1-9674,22
65,1-8659,6
66,1-7536,15
67,1-7481,23
68,1-7845,13
69,1-18498,22
70,1-2584,16
71,1-6532,1
72,1-9614,20
73,1-5355,10
74,1-8124,22
75,1-8401,15
76,1-8541,12
77,1-2153,18
78,1-4088,1
79,1-9739,3
80,1-9115,4
81,1-7770,15
82,1-17645,21
83,1-18423,15
84,1-18714,20
85,1-8084,1
86,1-9345,16
87,MLG35,1
88,1-5626,6
89,1-18004,2
90,1-19222,20
91,72-12171,16
92,1-7807,17
93,1-20003,17
94,1-3083,16
95,1-3312,7
96,MLG37,2
97,1-9237,18
98,1-8127,19
99,1-5775,19
100,1-19598,12
101,1-9892,20
102,1-3564,6
103,1-8820,22
104,1-8267,17
105,1-1258,10
106,MLG69,20
107,1-6971,18
108,1-9731,2
109,1-9768,11
110,72-18936,8
111,1-19897,2
112,1-10698,17
113,1-4499,6
114,1-7496,17
115,1-3178,17
116,1-20047,1
117,1-0358,19
118,1-6543,18
119,1-5929,6
120,1-10232,14
121,1-7070,16
122,MLG42,13
123,MLG55,21
124,1-8427,16
125,1-8622,3
126,1-8488,4
127,1-9643,10
128,1-19286,15
129,1-2573,12
130,1-1833,21
131,1-9283,16
132,1-9110,2
133,1-8576,7
134,1-9465,2
135,1-9712,9
136,1-9549,3
137,1-1972,7
138,1-5515,20
139,1-7863,5
140,1-2294,6
141,MLG45,1
142,P-16454,2
143,1-8928,17
144,1-7744,20
145,MLG06,18
146,1-7453,8
147,1-17657,11
148,1-0001,9
149,MLG58,18
150,1-7005,3
151,1-9870,15
152,1-9500,5
153,1-1350,16
154,1-18994,19
155,1-9447,20
156,1-8634,2
157,1-6061,3
158,1-7599,14
159,1-10696,2
160,1-19813,4
161,MLG41,1
162,1-8067,22
163,1-9137,4
164,1-9740,17
165,1-7721,14
166,MLG40,8
167,1-4929,1
168,1-9655,4
169,1-9606,19
170,1-5043,10
171,1-8100,15
172,1-8573,2
173,1-9588,4
174,MLG38,1
175,1-4910,19
176,1-8042,1
177,1-10948,19
178,1-7525,5
179,1-4052,4
180,1-0037,3
181,1-8641,14
182,1-7752,3
183,1-9496,11
184,1-8074,8
185,1-8906,21
186,72-11994,10
187,1-7321,16
188,1-20167,14
189,1-9156,11
190,1-2382,23
191,1-8328,23
192,1-9770,6
193,1-9553,21
194,1-9253,18
195,1-2670,11
196,1-9646,15
197,1-8646,2
198,1-9839,3
199,MLG39,1
200,1-4634,17
201,1-9902,17
202,1-8988,14
203,1-1250,20
204,1-9733,14
205,1-8018,8
206,1-9752,1
207,1-7058,13
208,1-10468,22
209,1-9938,18
210,1-7842,15
211,1-5406,9
212,1-10922,3
213,1-18563,15
214,1-0053,15
215,1-19839,8
216,1-9887,2
217,1-9630,14
218,1-9416,1
219,1-5653,2
220,MLG73,5
221,1-8023,5
222,1-4149,5
223,1-0205,12
224,1-9227,12
225,1-9650,1
226,1-9996,12
227,1-3068,12
228,1-17835,3
229,1-4361,13
230,1-3089,6
231,1-8450,11
232,1-18371,11
233,MLG07,14
234,MLG29,15
235,1-8113,8
236,1-7024,3
237,1-9667,14
238,1-9855,9
239,1-7042,14
240,MLG33,14
241,1-19448,18
242,1-20791,15
243,1-1015,9
244,MLG57,21
245,1-6647,5
246,MLG56,20
247,1-20467,10
248,1-2400,7
249,1-6931,20
250,1-9333,11
251,1-7268,3
252,1-21195,14
253,1-4649,20
254,1-8379,1
255,1-9946,23
256,1-9277,12
257,1-9504,16
258,1-9516,12
259,1-3596,14
260,1-0129,10
261,1-1942,19
262,1-8623,12
263,1-6927,22
264,P-0009,19
265,1-11330,5
266,1-2103,9
267,1-6181,7
268,MLG44,8
269,1-7839,4
270,1-1390,21
271,1-7897,6
272,1-1570,10
273,1-3589,7
274,1-0033,14
275,1-3216,18
276,1-9495,3
277,1-4051,2
278,1-10762,7
279,MLG43,1
280,1-7608,8
281,1-9995,7
282,1-1608,5
283,1-3535,11
284,1-4136,1
285,1-18615,2
286,1-3587,9
287,1-9836,12
288,1-8590,1
289,1-1592,8
290,1-8341,12
291,MLG02,7
292,1-9997,3
293,1-8066,7
294,1-3509,4
295,1-3639,23
296,1-9404,22
297,1-8352,14
