,Exam Group,Exam Block
0,72-0103,3
1,1-9185,17
2,MLG17,22
3,1-8222,12
4,1-6240,20
5,1-5549,12
6,1-8021,14
7,1-8767,2
8,1-8181,6
9,1-8020,9
10,1-7964,11
11,1-9722,19
12,MLG84,2
13,1-9805,1
14,1-6098,6
15,1-8093,15
16,1-9955,7
17,1-18603,13
18,1-3521,8
19,1-2596,12
20,1-5167,19
21,1-3519,17
22,1-7995,17
23,1-2025,17
24,1-7140,22
25,1-9607,2
26,1-9907,3
27,1-18409,13
28,1-10071,8
29,1-18735,16
30,1-8418,2
31,1-8938,9
32,1-0022,6
33,1-7991,17
34,1-6642,6
35,1-2869,7
36,1-2714,11
37,1-5508,9
38,1-2104,17
39,1-7467,11
40,1-7722,1
41,1-7509,5
42,1-1207,2
43,1-8705,5
44,1-5214,7
45,1-9444,7
46,1-8566,13
47,1-19547,9
48,1-0405,1
49,1-2178,12
50,1-8174,3
51,1-9925,7
52,72-12387,3
53,1-9850,1
54,1-8125,2
55,1-8095,10
56,1-5877,16
57,1-1224,9
58,1-17733,16
59,1-9331,8
60,1-18202,17
61,1-7341,6
62,1-9818,9
63,1-7066,2
64,1-9674,16
65,1-8659,17
66,1-7536,21
67,1-7481,14
68,1-7845,10
69,1-18498,9
70,1-2584,18
71,1-6532,19
72,1-9614,6
73,1-5355,2
74,1-8124,12
75,1-8401,5
76,1-8541,4
77,1-2153,20
78,1-4088,20
79,1-9739,11
80,1-9115,1
81,1-7770,10
82,1-17645,20
83,1-18423,1
84,1-18714,20
85,1-8084,6
86,1-9345,4
87,MLG35,2
88,1-5626,1
89,1-18004,12
90,1-19222,14
91,72-12171,5
92,1-7807,21
93,1-20003,8
94,1-3083,4
95,1-3312,11
96,MLG37,15
97,1-9237,5
98,1-8127,6
99,1-5775,10
100,1-19598,18
101,1-9892,18
102,1-3564,5
103,1-8820,16
104,1-8267,21
105,1-1258,13
106,MLG69,8
107,1-6971,12
108,1-9731,3
109,1-9768,5
110,72-18936,1
111,1-19897,18
112,1-10698,9
113,1-4499,12
114,1-7496,21
115,1-3178,15
116,1-20047,5
117,1-0358,13
118,1-6543,1
119,1-5929,19
120,1-10232,13
121,1-7070,20
122,MLG42,20
123,MLG55,9
124,1-8427,20
125,1-8622,15
126,1-8488,4
127,1-9643,22
128,1-19286,6
129,1-2573,15
130,1-1833,10
131,1-9283,8
132,1-9110,4
133,1-8576,7
134,1-9465,1
135,1-9712,8
136,1-9549,21
137,1-1972,1
138,1-5515,14
139,1-7863,3
140,1-2294,3
141,MLG45,22
142,P-16454,3
143,1-8928,22
144,1-7744,2
145,MLG06,12
146,1-7453,18
147,1-17657,22
148,1-0001,13
149,MLG58,12
150,1-7005,14
151,1-9870,7
152,1-9500,17
153,1-1350,19
154,1-18994,20
155,1-9447,6
156,1-8634,20
157,1-6061,6
158,1-7599,3
159,1-10696,1
160,1-19813,1
161,MLG41,22
162,1-8067,16
163,1-9137,19
164,1-9740,21
165,1-7721,7
166,MLG40,15
167,1-4929,1
168,1-9655,4
169,1-9606,12
170,1-5043,1
171,1-8100,6
172,1-8573,11
173,1-9588,19
174,MLG38,22
175,1-4910,1
176,1-8042,20
177,1-10948,15
178,1-7525,19
179,1-4052,5
180,1-0037,15
181,1-8641,9
182,1-7752,17
183,1-9496,1
184,1-8074,11
185,1-8906,18
186,72-11994,20
187,1-7321,8
188,1-20167,13
189,1-9156,10
190,1-2382,15
191,1-8328,21
192,1-9770,10
193,1-9553,10
194,1-9253,6
195,1-2670,1
196,1-9646,9
197,1-8646,6
198,1-9839,1
199,MLG39,9
200,1-4634,7
201,1-9902,22
202,1-8988,17
203,1-1250,17
204,1-9733,2
205,1-8018,15
206,1-9752,22
207,1-7058,1
208,1-10468,16
209,1-9938,13
210,1-7842,9
211,1-5406,7
212,1-10922,9
213,1-18563,13
214,1-0053,17
215,1-19839,6
216,1-9887,11
217,1-9630,18
218,1-9416,19
219,1-5653,13
220,MLG73,8
221,1-8023,9
222,1-4149,7
223,1-0205,14
224,1-9227,14
225,1-9650,13
226,1-9996,8
227,1-3068,21
228,1-17835,11
229,1-4361,1
230,1-3089,10
231,1-8450,5
232,1-18371,10
233,MLG07,3
234,MLG29,17
235,1-8113,8
236,1-7024,13
237,1-9667,1
238,1-9855,16
239,1-7042,14
240,MLG33,13
241,1-19448,10
242,1-20791,4
243,1-1015,21
244,MLG57,9
245,1-6647,19
246,MLG56,19
247,1-20467,20
248,1-2400,11
249,1-6931,9
250,1-9333,10
251,1-7268,8
252,1-21195,15
253,1-4649,14
254,1-8379,1
255,1-9946,1
256,1-9277,14
257,1-9504,11
258,1-9516,14
259,1-3596,8
260,1-0129,1
261,1-1942,15
262,1-8623,5
263,1-6927,16
264,P-0009,4
265,1-11330,22
266,1-2103,4
267,1-6181,11
268,MLG44,6
269,1-7839,12
270,1-1390,9
271,1-7897,4
272,1-1570,1
273,1-3589,5
274,1-0033,6
275,1-3216,5
276,1-9495,13
277,1-4051,3
278,1-10762,4
279,MLG43,2
280,1-7608,15
281,1-9995,9
282,1-1608,19
283,1-3535,10
284,1-4136,11
285,1-18615,19
286,1-3587,4
287,1-9836,10
