,Exam Group,Exam Block
0,72-0103,3
1,1-9185,13
2,MLG17,5
3,1-8222,1
4,1-6240,15
5,1-5549,4
6,1-8021,5
7,1-8767,18
8,1-8181,6
9,1-8020,17
10,1-7964,3
11,1-9722,6
12,MLG84,4
13,1-9805,12
14,1-6098,11
15,1-8093,15
16,1-9955,15
17,1-18603,7
18,1-3521,15
19,1-2596,2
20,1-5167,4
21,1-3519,8
22,1-7995,15
23,1-2025,10
24,1-7140,7
25,1-9607,9
26,1-9907,11
27,1-18409,15
28,1-10071,11
29,1-18735,7
30,1-8418,12
31,1-8938,11
32,1-0022,4
33,1-7991,10
34,1-6642,1
35,1-2869,18
36,1-2714,20
37,1-5508,5
38,1-2104,7
39,1-7467,16
40,1-7722,2
41,1-7509,14
42,1-1207,17
43,1-8705,12
44,1-5214,12
45,1-9444,11
46,1-8566,14
47,1-19547,16
48,1-0405,1
49,1-2178,2
50,1-8174,6
51,1-9925,20
52,72-12387,1
53,1-9850,1
54,1-8125,5
55,1-8095,1
56,1-5877,1
57,1-1224,17
58,1-17733,4
59,1-9331,15
60,1-18202,8
61,1-7341,8
62,1-9818,13
63,1-7066,6
64,1-9674,2
65,1-8659,6
66,1-7536,14
67,1-7481,6
68,1-7845,9
69,1-18498,1
70,1-2584,14
71,1-6532,7
72,1-9614,3
73,1-5355,19
74,1-8124,9
75,1-8401,1
76,1-8541,18
77,1-2153,5
78,1-4088,16
79,1-9739,3
80,1-9115,18
81,1-7770,20
82,1-17645,11
83,1-18423,16
84,1-18714,7
85,1-8084,11
86,1-9345,4
87,MLG35,3
88,1-5626,19
89,1-18004,10
90,1-19222,7
91,72-12171,3
92,1-7807,16
93,1-20003,15
94,1-3083,6
95,1-3312,16
96,MLG37,4
97,1-9237,19
98,1-8127,11
99,1-5775,15
100,1-19598,13
101,1-9892,7
102,1-3564,2
103,1-8820,3
104,1-8267,18
105,1-1258,19
106,MLG69,15
107,1-6971,8
108,1-9731,15
109,1-9768,6
110,72-18936,11
111,1-19897,16
112,1-10698,2
113,1-4499,18
114,1-7496,15
115,1-3178,18
116,1-20047,4
117,1-0358,3
118,1-6543,18
119,1-5929,15
120,1-10232,10
121,1-7070,5
122,MLG42,1
123,MLG55,12
124,1-8427,5
125,1-8622,7
126,1-8488,10
127,1-9643,2
128,1-19286,12
129,1-2573,4
130,1-1833,3
131,1-9283,5
132,1-9110,12
133,1-8576,1
134,1-9465,11
135,1-9712,8
136,1-9549,18
137,1-1972,1
138,1-5515,13
139,1-7863,19
140,1-2294,12
141,MLG45,6
142,P-16454,8
143,1-8928,10
144,1-7744,14
145,MLG06,10
146,1-7453,4
147,1-17657,8
148,1-0001,7
149,MLG58,14
150,1-7005,4
151,1-9870,13
152,1-9500,5
153,1-1350,7
154,1-18994,20
155,1-9447,9
156,1-8634,7
157,1-6061,2
158,1-7599,8
159,1-10696,6
160,1-19813,1
161,MLG41,14
162,1-8067,20
163,1-9137,10
164,1-9740,16
165,1-7721,8
166,MLG40,6
167,1-4929,3
168,1-9655,10
169,1-9606,11
170,1-5043,19
171,1-8100,17
172,1-8573,8
173,1-9588,17
174,MLG38,2
175,1-4910,7
176,1-8042,18
177,1-10948,17
178,1-7525,2
179,1-4052,13
180,1-0037,17
181,1-8641,7
182,1-7752,15
183,1-9496,5
184,1-8074,14
185,1-8906,9
186,72-11994,12
187,1-7321,8
188,1-20167,6
189,1-9156,9
190,1-2382,13
191,1-8328,17
192,1-9770,3
193,1-9553,1
194,1-9253,2
195,1-2670,7
196,1-9646,11
197,1-8646,13
198,1-9839,8
199,MLG39,6
200,1-4634,12
201,1-9902,3
202,1-8988,5
203,1-1250,14
204,1-9733,6
205,1-8018,13
206,1-9752,1
207,1-7058,5
208,1-10468,8
209,1-9938,17
210,1-7842,2
211,1-5406,12
212,1-10922,7
213,1-18563,13
214,1-0053,1
215,1-19839,11
216,1-9887,13
217,1-9630,19
218,1-9416,2
219,1-5653,9
220,MLG73,8
221,1-8023,14
222,1-4149,12
223,1-0205,4
224,1-9227,18
225,1-9650,8
226,1-9996,16
227,1-3068,5
228,1-17835,18
229,1-4361,8
230,1-3089,4
231,1-8450,9
232,1-18371,17
233,MLG07,7
234,MLG29,4
235,1-8113,13
236,1-7024,17
237,1-9667,19
238,1-9855,2
239,1-7042,10
240,MLG33,18
241,1-19448,4
242,1-20791,9
243,1-1015,10
244,MLG57,15
245,1-6647,2
246,MLG56,18
247,1-20467,12
248,1-2400,18
249,1-6931,3
250,1-9333,9
