,Exam Group,Exam Block
0,72-0103,6
1,1-9185,10
2,MLG17,4
3,1-8222,13
4,1-6240,10
5,1-5549,12
6,1-8021,6
7,1-8767,7
8,1-8181,19
9,1-8020,5
10,1-7964,6
11,1-9722,6
12,MLG84,4
13,1-9805,2
14,1-6098,19
15,1-8093,16
16,1-9955,16
17,1-18603,8
18,1-3521,6
19,1-2596,8
20,1-5167,7
21,1-3519,14
22,1-7995,1
23,1-2025,5
24,1-7140,13
25,1-9607,12
26,1-9907,17
27,1-18409,2
28,1-10071,10
29,1-18735,6
30,1-8418,17
31,1-8938,6
32,1-0022,3
33,1-7991,7
34,1-6642,2
35,1-2869,16
36,1-2714,6
37,1-5508,10
38,1-2104,1
39,1-7467,6
40,1-7722,11
41,1-7509,15
42,1-1207,2
43,1-8705,7
44,1-5214,16
45,1-9444,6
46,1-8566,17
47,1-19547,3
48,1-0405,1
49,1-2178,6
50,1-8174,3
51,1-9925,12
52,72-12387,7
53,1-9850,14
54,1-8125,18
55,1-8095,1
56,1-5877,14
57,1-1224,12
58,1-17733,17
59,1-9331,10
60,1-18202,18
61,1-7341,19
62,1-9818,7
63,1-7066,17
64,1-9674,12
65,1-8659,11
66,1-7536,3
67,1-7481,9
68,1-7845,14
69,1-18498,10
70,1-2584,18
71,1-6532,7
72,1-9614,19
73,1-5355,16
74,1-8124,12
75,1-8401,11
76,1-8541,20
77,1-2153,17
78,1-4088,7
79,1-9739,15
80,1-9115,5
81,1-7770,5
82,1-17645,1
83,1-18423,9
84,1-18714,9
85,1-8084,19
86,1-9345,15
87,MLG35,2
88,1-5626,5
89,1-18004,1
90,1-19222,10
91,72-12171,8
92,1-7807,11
93,1-20003,1
94,1-3083,17
95,1-3312,15
96,MLG37,16
97,1-9237,7
98,1-8127,16
99,1-5775,8
100,1-19598,18
101,1-9892,4
102,1-3564,6
103,1-8820,12
104,1-8267,11
105,1-1258,7
106,MLG69,20
107,1-6971,15
108,1-9731,4
109,1-9768,8
110,72-18936,9
111,1-19897,17
112,1-10698,10
113,1-4499,3
114,1-7496,11
115,1-3178,4
116,1-20047,7
117,1-0358,7
118,1-6543,7
119,1-5929,6
120,1-10232,18
121,1-7070,10
122,MLG42,10
123,MLG55,16
124,1-8427,10
125,1-8622,13
126,1-8488,17
127,1-9643,1
128,1-19286,19
129,1-2573,16
130,1-1833,8
131,1-9283,10
132,1-9110,9
133,1-8576,6
134,1-9465,14
135,1-9712,13
136,1-9549,20
137,1-1972,4
138,1-5515,8
139,1-7863,7
140,1-2294,12
141,MLG45,2
142,P-16454,17
143,1-8928,7
144,1-7744,15
145,MLG06,11
146,1-7453,3
147,1-17657,10
148,1-0001,6
149,MLG58,14
