,Exam Group,Exam Block
0,72-0103,6
1,1-9185,17
2,MLG17,15
3,1-8222,8
4,1-6240,20
5,1-5549,11
6,1-8021,10
7,1-8767,2
8,1-8181,1
9,1-8020,8
10,1-7964,17
11,1-9722,14
12,MLG84,21
13,1-9805,17
14,1-6098,16
15,1-8093,3
16,1-9955,10
17,1-18603,14
18,1-3521,13
19,1-2596,8
20,1-5167,2
21,1-3519,6
22,1-7995,1
23,1-2025,2
24,1-7140,19
25,1-9607,11
26,1-9907,19
27,1-18409,7
28,1-10071,12
29,1-18735,16
30,1-8418,7
31,1-8938,2
32,1-0022,20
33,1-7991,3
34,1-6642,10
35,1-2869,1
36,1-2714,3
37,1-5508,21
38,1-2104,11
39,1-7467,2
40,1-7722,3
41,1-7509,4
42,1-1207,3
43,1-8705,3
44,1-5214,5
45,1-9444,16
46,1-8566,1
47,1-19547,3
48,1-0405,3
49,1-2178,14
50,1-8174,1
51,1-9925,16
52,72-12387,12
53,1-9850,10
54,1-8125,4
55,1-8095,3
56,1-5877,8
57,1-1224,5
58,1-17733,11
59,1-9331,8
60,1-18202,13
61,1-7341,10
62,1-9818,1
63,1-7066,1
64,1-9674,11
65,1-8659,10
66,1-7536,4
67,1-7481,9
68,1-7845,18
69,1-18498,4
70,1-2584,20
71,1-6532,20
72,1-9614,16
73,1-5355,12
74,1-8124,8
75,1-8401,4
76,1-8541,1
77,1-2153,8
78,1-4088,10
79,1-9739,16
80,1-9115,21
81,1-7770,1
82,1-17645,20
83,1-18423,5
84,1-18714,9
85,1-8084,13
86,1-9345,4
87,MLG35,4
88,1-5626,12
89,1-18004,8
90,1-19222,3
91,72-12171,1
92,1-7807,7
93,1-20003,7
94,1-3083,1
95,1-3312,11
96,MLG37,14
97,1-9237,12
98,1-8127,3
99,1-5775,18
100,1-19598,17
101,1-9892,12
102,1-3564,21
103,1-8820,11
104,1-8267,15
105,1-1258,13
106,MLG69,10
107,1-6971,6
108,1-9731,3
109,1-9768,18
110,72-18936,6
111,1-19897,8
112,1-10698,5
113,1-4499,14
114,1-7496,4
115,1-3178,6
116,1-20047,1
117,1-0358,4
118,1-6543,1
119,1-5929,10
120,1-10232,13
121,1-7070,17
122,MLG42,13
123,MLG55,6
124,1-8427,20
125,1-8622,19
126,1-8488,1
127,1-9643,17
128,1-19286,1
129,1-2573,13
130,1-1833,18
131,1-9283,20
132,1-9110,1
133,1-8576,7
134,1-9465,5
135,1-9712,5
136,1-9549,10
137,1-1972,2
138,1-5515,20
139,1-7863,12
140,1-2294,10
141,MLG45,7
142,P-16454,3
143,1-8928,4
144,1-7744,15
145,MLG06,2
146,1-7453,12
147,1-17657,9
148,1-0001,1
149,MLG58,8
150,1-7005,15
151,1-9870,9
152,1-9500,7
153,1-1350,3
154,1-18994,1
155,1-9447,12
156,1-8634,3
157,1-6061,16
158,1-7599,16
159,1-10696,1
160,1-19813,1
161,MLG41,9
162,1-8067,11
163,1-9137,3
164,1-9740,5
165,1-7721,7
166,MLG40,4
167,1-4929,20
168,1-9655,1
169,1-9606,7
170,1-5043,15
171,1-8100,10
172,1-8573,11
173,1-9588,11
174,MLG38,5
175,1-4910,12
176,1-8042,15
177,1-10948,2
178,1-7525,14
179,1-4052,21
180,1-0037,1
181,1-8641,19
182,1-7752,20
183,1-9496,11
184,1-8074,18
185,1-8906,2
186,72-11994,4
187,1-7321,4
188,1-20167,5
189,1-9156,18
190,1-2382,2
191,1-8328,13
192,1-9770,18
193,1-9553,9
194,1-9253,4
195,1-2670,2
196,1-9646,15
197,1-8646,16
198,1-9839,1
199,MLG39,12
200,1-4634,16
201,1-9902,19
202,1-8988,4
203,1-1250,15
204,1-9733,3
205,1-8018,15
206,1-9752,1
207,1-7058,15
208,1-10468,11
209,1-9938,11
210,1-7842,1
211,1-5406,7
212,1-10922,2
213,1-18563,9
214,1-0053,16
215,1-19839,6
216,1-9887,8
217,1-9630,12
218,1-9416,5
219,1-5653,11
220,MLG73,17
221,1-8023,2
222,1-4149,9
223,1-0205,8
224,1-9227,9
225,1-9650,11
226,1-9996,14
227,1-3068,20
228,1-17835,19
229,1-4361,20
230,1-3089,18
231,1-8450,18
232,1-18371,18
233,MLG07,2
234,MLG29,16
235,1-8113,15
236,1-7024,13
237,1-9667,19
238,1-9855,2
239,1-7042,9
240,MLG33,2
241,1-19448,18
242,1-20791,5
243,1-1015,13
244,MLG57,7
245,1-6647,5
246,MLG56,14
247,1-20467,7
248,1-2400,6
249,1-6931,2
250,1-9333,5
251,1-7268,2
252,1-21195,1
253,1-4649,9
254,1-8379,1
255,1-9946,15
256,1-9277,9
257,1-9504,13
258,1-9516,1
259,1-3596,5
260,1-0129,21
261,1-1942,6
262,1-8623,1
263,1-6927,11
264,P-0009,7
265,1-11330,4
266,1-2103,15
267,1-6181,19
268,MLG44,2
269,1-7839,10
270,1-1390,5
271,1-7897,18
272,1-1570,15
273,1-3589,19
274,1-0033,5
275,1-3216,21
276,1-9495,1
277,1-4051,9
278,1-10762,9
279,MLG43,5
280,1-7608,17
281,1-9995,17
282,1-1608,20
283,1-3535,18
284,1-4136,17
285,1-18615,20
286,1-3587,14
287,1-9836,1
288,1-8590,3
289,1-1592,12
290,1-8341,1
291,MLG02,19
292,1-9997,21
293,1-8066,19
294,1-3509,19
295,1-3639,12
296,1-9404,11
297,1-8352,6
298,1-7019,19
299,MLG54,15
300,1-4020,17
301,1-1177,5
302,MLG51,12
303,1-8157,18
304,1-19004,19
305,1-7866,8
306,1-18377,15
307,1-5530,1
308,1-6743,3
309,1-3516,6
310,1-4855,20
