,Exam Group,Exam Block
0,72-0103,11
1,1-9185,3
2,MLG17,5
3,1-8222,18
4,1-6240,14
5,1-5549,18
6,1-8021,6
7,1-8767,18
8,1-8181,13
9,1-8020,6
10,1-7964,3
11,1-9722,18
12,MLG84,9
13,1-9805,6
14,1-6098,12
15,1-8093,2
16,1-9955,1
17,1-18603,16
18,1-3521,2
19,1-2596,8
20,1-5167,11
21,1-3519,7
22,1-7995,15
23,1-2025,11
24,1-7140,11
25,1-9607,4
26,1-9907,19
27,1-18409,13
28,1-10071,10
29,1-18735,6
30,1-8418,17
31,1-8938,7
32,1-0022,1
33,1-7991,10
34,1-6642,4
35,1-2869,7
36,1-2714,1
37,1-5508,2
38,1-2104,15
39,1-7467,17
40,1-7722,2
41,1-7509,8
42,1-1207,15
43,1-8705,5
44,1-5214,9
45,1-9444,3
46,1-8566,15
47,1-19547,9
48,1-0405,20
49,1-2178,1
50,1-8174,2
51,1-9925,7
52,72-12387,20
53,1-9850,1
54,1-8125,19
55,1-8095,8
56,1-5877,15
57,1-1224,4
58,1-17733,4
59,1-9331,19
60,1-18202,11
61,1-7341,6
62,1-9818,9
63,1-7066,5
64,1-9674,4
65,1-8659,6
66,1-7536,2
67,1-7481,6
68,1-7845,7
69,1-18498,1
70,1-2584,4
71,1-6532,2
72,1-9614,12
73,1-5355,17
74,1-8124,5
75,1-8401,8
76,1-8541,15
77,1-2153,10
78,1-4088,7
79,1-9739,19
80,1-9115,8
81,1-7770,7
82,1-17645,9
83,1-18423,3
84,1-18714,3
85,1-8084,12
86,1-9345,12
87,MLG35,17
88,1-5626,16
89,1-18004,1
90,1-19222,1
91,72-12171,15
92,1-7807,6
93,1-20003,5
94,1-3083,10
95,1-3312,4
96,MLG37,1
97,1-9237,16
98,1-8127,5
99,1-5775,13
100,1-19598,19
101,1-9892,13
102,1-3564,17
103,1-8820,5
104,1-8267,2
105,1-1258,16
106,MLG69,18
107,1-6971,18
108,1-9731,11
109,1-9768,8
110,72-18936,13
111,1-19897,2
112,1-10698,9
113,1-4499,1
114,1-7496,6
115,1-3178,7
116,1-20047,10
117,1-0358,9
118,1-6543,7
119,1-5929,2
120,1-10232,18
121,1-7070,14
122,MLG42,5
123,MLG55,19
124,1-8427,3
125,1-8622,20
126,1-8488,2
127,1-9643,4
128,1-19286,5
129,1-2573,5
130,1-1833,8
131,1-9283,14
132,1-9110,1
133,1-8576,18
134,1-9465,2
135,1-9712,10
136,1-9549,6
137,1-1972,4
138,1-5515,10
139,1-7863,16
140,1-2294,13
141,MLG45,17
142,P-16454,1
143,1-8928,6
144,1-7744,7
145,MLG06,6
146,1-7453,1
147,1-17657,4
148,1-0001,5
149,MLG58,13
150,1-7005,9
151,1-9870,12
152,1-9500,5
153,1-1350,14
154,1-18994,1
155,1-9447,11
156,1-8634,19
157,1-6061,3
158,1-7599,10
159,1-10696,1
160,1-19813,7
161,MLG41,17
162,1-8067,4
163,1-9137,1
164,1-9740,1
165,1-7721,10
166,MLG40,2
167,1-4929,15
168,1-9655,9
169,1-9606,4
170,1-5043,16
171,1-8100,2
172,1-8573,4
173,1-9588,3
174,MLG38,1
175,1-4910,11
176,1-8042,14
177,1-10948,15
178,1-7525,8
179,1-4052,1
180,1-0037,1
181,1-8641,13
182,1-7752,1
183,1-9496,12
184,1-8074,8
185,1-8906,2
186,72-11994,14
187,1-7321,5
188,1-20167,12
189,1-9156,8
190,1-2382,1
191,1-8328,2
192,1-9770,13
193,1-9553,16
194,1-9253,8
195,1-2670,17
196,1-9646,12
197,1-8646,16
198,1-9839,5
199,MLG39,1
200,1-4634,2
201,1-9902,20
202,1-8988,3
203,1-1250,3
204,1-9733,1
205,1-8018,3
206,1-9752,1
207,1-7058,16
208,1-10468,4
209,1-9938,4
210,1-7842,17
211,1-5406,18
212,1-10922,14
213,1-18563,11
214,1-0053,12
215,1-19839,10
216,1-9887,3
217,1-9630,1
218,1-9416,13
219,1-5653,4
220,MLG73,2
221,1-8023,18
222,1-4149,6
223,1-0205,15
224,1-9227,15
225,1-9650,2
226,1-9996,19
227,1-3068,18
228,1-17835,18
229,1-4361,5
230,1-3089,3
231,1-8450,3
232,1-18371,8
233,MLG07,3
234,MLG29,12
235,1-8113,3
236,1-7024,7
237,1-9667,1
238,1-9855,1
239,1-7042,5
240,MLG33,17
241,1-19448,2
242,1-20791,14
243,1-1015,2
244,MLG57,19
245,1-6647,17
246,MLG56,18
247,1-20467,17
248,1-2400,2
249,1-6931,14
250,1-9333,9
251,1-7268,14
