,Exam Group,Exam Block
0,72-0103,4
1,1-9185,1
2,MLG17,1
3,1-8222,14
4,1-6240,17
5,1-5549,6
6,1-8021,2
7,1-8767,6
8,1-8181,19
9,1-8020,1
10,1-7964,12
11,1-9722,3
12,MLG84,11
13,1-9805,6
14,1-6098,10
15,1-8093,1
16,1-9955,11
17,1-18603,8
18,1-3521,7
19,1-2596,6
20,1-5167,16
21,1-3519,11
22,1-7995,1
23,1-2025,7
24,1-7140,19
25,1-9607,14
26,1-9907,13
27,1-18409,14
28,1-10071,1
29,1-18735,3
30,1-8418,6
31,1-8938,4
32,1-0022,9
33,1-7991,18
34,1-6642,2
35,1-2869,1
36,1-2714,20
37,1-5508,20
38,1-2104,12
39,1-7467,5
40,1-7722,20
41,1-7509,11
42,1-1207,19
43,1-8705,8
44,1-5214,13
45,1-9444,5
46,1-8566,12
47,1-19547,4
48,1-0405,10
49,1-2178,7
50,1-8174,2
51,1-9925,9
52,72-12387,18
53,1-9850,15
54,1-8125,11
55,1-8095,5
56,1-5877,15
57,1-1224,6
58,1-17733,5
59,1-9331,6
60,1-18202,15
61,1-7341,10
62,1-9818,2
63,1-7066,13
64,1-9674,15
65,1-8659,8
66,1-7536,17
67,1-7481,15
68,1-7845,8
69,1-18498,9
70,1-2584,14
71,1-6532,6
72,1-9614,5
73,1-5355,2
74,1-8124,2
75,1-8401,2
76,1-8541,9
77,1-2153,15
78,1-4088,2
79,1-9739,18
80,1-9115,8
81,1-7770,8
82,1-17645,20
83,1-18423,1
84,1-18714,6
85,1-8084,9
86,1-9345,1
87,MLG35,1
88,1-5626,18
89,1-18004,5
90,1-19222,2
91,72-12171,17
92,1-7807,9
93,1-20003,3
94,1-3083,20
95,1-3312,7
96,MLG37,11
97,1-9237,3
98,1-8127,1
99,1-5775,15
100,1-19598,11
101,1-9892,4
102,1-3564,1
103,1-8820,12
104,1-8267,5
105,1-1258,7
106,MLG69,20
107,1-6971,13
108,1-9731,6
109,1-9768,15
110,72-18936,7
111,1-19897,10
112,1-10698,12
113,1-4499,1
114,1-7496,18
115,1-3178,12
116,1-20047,1
117,1-0358,17
118,1-6543,6
119,1-5929,1
120,1-10232,8
121,1-7070,13
122,MLG42,3
123,MLG55,14
124,1-8427,5
125,1-8622,12
126,1-8488,2
127,1-9643,10
128,1-19286,7
129,1-2573,3
130,1-1833,4
131,1-9283,14
132,1-9110,12
133,1-8576,13
134,1-9465,6
135,1-9712,19
136,1-9549,2
137,1-1972,4
138,1-5515,17
139,1-7863,17
140,1-2294,1
141,MLG45,3
142,P-16454,11
143,1-8928,14
144,1-7744,20
145,MLG06,18
146,1-7453,3
147,1-17657,15
148,1-0001,3
149,MLG58,18
150,1-7005,10
151,1-9870,10
152,1-9500,8
153,1-1350,6
154,1-18994,3
155,1-9447,5
156,1-8634,4
157,1-6061,10
158,1-7599,18
159,1-10696,1
160,1-19813,3
161,MLG41,4
162,1-8067,14
163,1-9137,5
164,1-9740,15
165,1-7721,2
166,MLG40,17
167,1-4929,3
168,1-9655,10
169,1-9606,17
170,1-5043,9
171,1-8100,3
172,1-8573,11
173,1-9588,11
174,MLG38,19
175,1-4910,4
176,1-8042,8
177,1-10948,3
178,1-7525,1
179,1-4052,11
180,1-0037,13
181,1-8641,7
182,1-7752,17
183,1-9496,16
184,1-8074,18
185,1-8906,20
186,72-11994,8
187,1-7321,6
188,1-20167,3
189,1-9156,16
190,1-2382,5
191,1-8328,9
192,1-9770,20
193,1-9553,5
194,1-9253,3
195,1-2670,14
196,1-9646,3
197,1-8646,10
198,1-9839,1
199,MLG39,9
200,1-4634,3
201,1-9902,5
202,1-8988,4
203,1-1250,19
204,1-9733,17
205,1-8018,9
206,1-9752,12
207,1-7058,5
208,1-10468,6
209,1-9938,3
210,1-7842,2
211,1-5406,1
212,1-10922,1
213,1-18563,1
214,1-0053,13
215,1-19839,10
216,1-9887,19
217,1-9630,3
218,1-9416,16
219,1-5653,12
220,MLG73,19
221,1-8023,14
222,1-4149,6
223,1-0205,13
224,1-9227,15
225,1-9650,8
226,1-9996,3
227,1-3068,13
228,1-17835,7
229,1-4361,7
230,1-3089,8
231,1-8450,3
232,1-18371,18
233,MLG07,2
234,MLG29,5
235,1-8113,1
236,1-7024,7
237,1-9667,4
238,1-9855,8
239,1-7042,20
