,Exam Group,Exam Block
0,72-0103,16
1,1-9185,4
2,MLG17,17
3,1-8222,16
4,1-6240,14
5,1-5549,5
6,1-8021,8
7,1-8767,6
8,1-8181,20
9,1-8020,9
10,1-7964,18
11,1-9722,1
12,MLG84,17
13,1-9805,1
14,1-6098,10
15,1-8093,7
16,1-9955,7
17,1-18603,20
18,1-3521,9
19,1-2596,8
20,1-5167,12
21,1-3519,2
22,1-7995,8
23,1-2025,13
24,1-7140,18
25,1-9607,1
26,1-9907,11
27,1-18409,1
28,1-10071,5
29,1-18735,18
30,1-8418,4
31,1-8938,7
32,1-0022,1
33,1-7991,15
34,1-6642,18
35,1-2869,17
36,1-2714,1
37,1-5508,17
38,1-2104,7
39,1-7467,9
40,1-7722,1
41,1-7509,11
42,1-1207,3
43,1-8705,12
44,1-5214,19
45,1-9444,12
46,1-8566,1
47,1-19547,3
48,1-0405,10
49,1-2178,12
50,1-8174,20
51,1-9925,6
52,72-12387,21
53,1-9850,19
54,1-8125,6
55,1-8095,19
56,1-5877,2
57,1-1224,5
58,1-17733,5
59,1-9331,7
60,1-18202,9
61,1-7341,13
62,1-9818,15
63,1-7066,10
64,1-9674,5
65,1-8659,8
66,1-7536,20
67,1-7481,7
68,1-7845,16
69,1-18498,4
70,1-2584,2
71,1-6532,20
72,1-9614,9
73,1-5355,12
74,1-8124,12
75,1-8401,10
76,1-8541,12
77,1-2153,2
78,1-4088,10
79,1-9739,2
80,1-9115,15
81,1-7770,14
82,1-17645,9
83,1-18423,17
84,1-18714,2
85,1-8084,10
86,1-9345,10
87,MLG35,2
88,1-5626,1
89,1-18004,5
90,1-19222,2
91,72-12171,19
92,1-7807,6
93,1-20003,1
94,1-3083,9
95,1-3312,10
96,MLG37,17
97,1-9237,6
98,1-8127,4
99,1-5775,11
100,1-19598,2
101,1-9892,11
102,1-3564,2
103,1-8820,5
104,1-8267,6
105,1-1258,20
106,MLG69,8
107,1-6971,1
108,1-9731,10
109,1-9768,11
110,72-18936,10
111,1-19897,12
112,1-10698,5
113,1-4499,5
114,1-7496,15
115,1-3178,8
116,1-20047,2
117,1-0358,3
118,1-6543,5
119,1-5929,9
120,1-10232,7
121,1-7070,14
122,MLG42,2
123,MLG55,4
124,1-8427,14
125,1-8622,9
126,1-8488,1
127,1-9643,2
128,1-19286,2
129,1-2573,6
130,1-1833,6
131,1-9283,14
132,1-9110,20
133,1-8576,2
134,1-9465,13
135,1-9712,8
136,1-9549,8
137,1-1972,5
138,1-5515,2
139,1-7863,20
140,1-2294,2
141,MLG45,2
142,P-16454,1
143,1-8928,13
144,1-7744,2
145,MLG06,3
146,1-7453,15
147,1-17657,16
148,1-0001,7
149,MLG58,4
150,1-7005,19
151,1-9870,18
152,1-9500,20
153,1-1350,14
154,1-18994,9
155,1-9447,8
156,1-8634,2
157,1-6061,10
158,1-7599,4
159,1-10696,17
160,1-19813,21
161,MLG41,13
162,1-8067,5
163,1-9137,17
164,1-9740,4
165,1-7721,16
166,MLG40,2
167,1-4929,1
168,1-9655,13
169,1-9606,7
170,1-5043,1
171,1-8100,3
172,1-8573,5
173,1-9588,1
174,MLG38,7
175,1-4910,8
176,1-8042,9
177,1-10948,3
178,1-7525,10
179,1-4052,4
180,1-0037,16
181,1-8641,4
182,1-7752,16
183,1-9496,5
184,1-8074,11
185,1-8906,12
186,72-11994,5
187,1-7321,10
188,1-20167,10
189,1-9156,11
190,1-2382,7
191,1-8328,6
192,1-9770,11
193,1-9553,6
194,1-9253,8
195,1-2670,7
196,1-9646,4
197,1-8646,18
198,1-9839,1
199,MLG39,4
200,1-4634,6
201,1-9902,16
202,1-8988,16
203,1-1250,3
204,1-9733,15
205,1-8018,4
206,1-9752,18
207,1-7058,17
208,1-10468,5
209,1-9938,5
210,1-7842,11
211,1-5406,17
212,1-10922,16
213,1-18563,12
214,1-0053,12
215,1-19839,18
216,1-9887,3
217,1-9630,15
218,1-9416,4
219,1-5653,18
220,MLG73,13
221,1-8023,13
222,1-4149,20
223,1-0205,19
224,1-9227,19
225,1-9650,2
226,1-9996,11
227,1-3068,21
228,1-17835,13
229,1-4361,1
230,1-3089,19
231,1-8450,11
232,1-18371,11
233,MLG07,3
234,MLG29,10
235,1-8113,3
236,1-7024,20
237,1-9667,14
238,1-9855,9
239,1-7042,15
240,MLG33,18
241,1-19448,11
242,1-20791,5
243,1-1015,6
244,MLG57,21
245,1-6647,11
246,MLG56,8
247,1-20467,4
248,1-2400,20
249,1-6931,8
250,1-9333,11
251,1-7268,3
252,1-21195,8
253,1-4649,16
254,1-8379,8
255,1-9946,6
256,1-9277,19
257,1-9504,14
258,1-9516,19
259,1-3596,7
260,1-0129,1
261,1-1942,3
262,1-8623,9
263,1-6927,5
264,P-0009,17
265,1-11330,13
266,1-2103,2
267,1-6181,18
268,MLG44,10
269,1-7839,2
270,1-1390,7
271,1-7897,11
272,1-1570,1
273,1-3589,6
274,1-0033,3
275,1-3216,12
276,1-9495,1
277,1-4051,8
278,1-10762,1
279,MLG43,16
280,1-7608,10
281,1-9995,8
282,1-1608,14
283,1-3535,11
284,1-4136,2
285,1-18615,14
286,1-3587,17
287,1-9836,1
288,1-8590,6
289,1-1592,3
290,1-8341,19
291,MLG02,18
292,1-9997,10
293,1-8066,18
294,1-3509,21
295,1-3639,21
296,1-9404,5
297,1-8352,12
298,1-7019,18
299,MLG54,16
300,1-4020,12
301,1-1177,1
302,MLG51,15
303,1-8157,11
304,1-19004,13
305,1-7866,9
306,1-18377,17
307,1-5530,20
308,1-6743,4
309,1-3516,6
310,1-4855,14
311,1-20578,1
312,1-3108,14
313,1-7521,8
314,1-3139,19
315,1-1769,5
316,1-7441,20
317,1-10978,3
318,1-2324,14
319,1-3584,10
320,MLG13,19
321,1-5172,1
322,1-0296,9
323,1-3647,20
324,1-6734,2
325,1-19924,12
326,1-8826,6
327,P-16616,3
328,1-9497,10
329,1-1317,5
330,1-4531,19
331,MLG75,2
332,MLG78,7
333,1-11329,8
334,1-20641,19
335,1-8910,19
336,1-1827,15
337,1-18613,3
338,1-6296,18
339,1-3523,9
340,1-3362,6
341,1-0031,1
342,MLG65,7
343,1-4319,5
344,1-6035,12
345,1-1131,13
346,MLG32,2
347,1-8188,4
348,1-17758,17
349,1-3052,19
350,1-2282,7
351,1-19229,3
352,MLG63,21
353,MLG50,16
354,1-9417,5
355,1-9498,1
356,1-9761,15
357,1-4760,9
358,1-9831,5
359,1-4417,18
360,1-6611,13
361,1-0008,17
362,1-1462,19
363,1-10785,20
364,1-7682,14
365,MLG48,13
366,1-5163,17
367,1-8544,2
368,1-5197,5
369,1-6594,1
370,MLG62,7
371,1-1580,9
372,1-6916,16
373,1-6918,10
374,1-6919,19
375,MLG14,13
376,1-7874,19
377,1-7213,6
378,1-6561,1
379,1-4640,6
380,1-7004,15
381,1-2335,11
382,1-18558,9
383,1-8551,3
384,1-9270,1
385,1-6974,11
386,MLG68,17
387,1-10539,14
388,MLG49,4
389,1-0278,4
390,MLG64,12
391,MLG30,18
392,1-9609,18
393,1-7819,9
394,1-2423,18
395,1-6787,2
396,1-9963,1
397,1-9808,2
398,1-0303,4
399,MLG60,13
400,1-18709,2
401,1-7204,4
402,1-5744,11
403,1-1770,16
404,1-4682,6
405,1-3104,7
406,1-17907,6
407,1-8421,1
408,MLG53,20
409,1-9645,15
410,MLG12,20
411,MLG15,13
412,1-6858,12
413,1-8314,20
414,1-8285,14
415,1-1957,11
416,1-18203,17
417,1-10451,1
418,1-6216,19
419,1-6692,11
420,1-8172,7
421,1-8398,11
422,1-6878,18
423,1-7122,3
424,1-4700,17
425,1-6006,15
426,1-4355,9
427,1-9379,7
428,1-2701,15
429,1-6693,10
430,1-3141,1
431,1-7614,14
432,1-6914,5
433,1-5654,2
434,MLG59,17
435,1-9610,7
436,1-5161,4
437,1-6980,20
438,MLG10,15
439,MLG72,13
440,MLG52,12
441,1-19166,19
442,MLG11,3
443,1-3447,16
444,1-3217,4
445,1-6538,15
446,1-3534,6
447,1-7152,6
448,1-3106,16
449,1-1935,4
450,1-2297,13
451,1-4098,3
452,1-8529,7
453,1-8397,1
454,1-0272,4
455,1-17790,2
456,1-8186,13
457,1-8503,3
458,1-7182,5
459,1-2545,2
460,1-7993,8
461,1-9651,15
462,1-1183,20
463,1-1989,11
464,1-10060,6
465,1-5913,2
466,1-5981,3
467,1-13247,3
468,1-6228,8
469,1-8578,7
470,1-1204,11
471,1-9794,15
472,1-9518,3
473,1-9452,16
474,1-8400,4
475,1-18234,15
476,1-19205,16
477,1-9055,12
478,1-9394,11
479,1-9286,21
480,1-1005,21
481,1-10038,17
482,1-4390,19
483,1-9491,4
484,MLG31,16
485,1-5980,10
486,1-8678,9
487,1-6900,12
488,1-11350,9
489,1-9578,8
490,1-3551,7
491,MLG09,4
492,1-6028,14
493,1-1836,18
494,1-3265,1
495,MLG08,8
496,1-3176,7
497,1-8493,21
498,1-19915,1
499,1-8627,14
500,1-0292,18
501,1-18487,20
502,1-20012,14
503,1-9076,9
504,1-5425,5
505,1-4747,1
506,1-6227,7
507,1-6909,1
508,1-8532,16
509,1-18935,4
510,1-3206,8
511,1-9697,6
512,1-3033,9
513,1-8094,9
514,1-11206,1
515,1-6531,15
516,1-5036,5
517,1-18028,8
518,1-1850,16
519,1-4926,10
520,1-2034,2
521,1-19549,2
522,1-5282,3
523,1-9861,20
524,1-9338,4
525,1-3175,9
526,1-5002,3
527,1-5531,17
528,1-6718,13
529,1-6217,12
530,1-4847,7
531,1-5891,14
532,1-19447,4
533,1-7530,6
534,1-9457,2
535,1-5990,10
536,1-9971,14
537,1-4494,6
538,1-9576,6
539,1-9436,12
540,1-5413,2
541,1-5424,2
542,1-1191,15
543,1-5803,3
544,1-5799,15
545,1-19567,14
546,1-7527,3
547,MLG67,18
548,1-3087,5
549,1-4842,6
550,1-19568,10
551,1-9838,17
552,MLG46,1
553,1-5555,7
554,1-10444,3
555,1-3646,7
556,1-10951,13
557,1-9806,13
558,1-0055,2
559,1-5914,1
560,1-0027,10
561,1-9455,1
562,1-0003,6
563,1-21192,1
564,1-9034,8
565,1-19927,8
