,Exam Group,Exam Block
0,72-0103,9
1,1-9185,6
2,MLG17,20
3,1-8222,12
4,1-6240,11
5,1-5549,22
6,1-8021,22
7,1-8767,3
8,1-8181,6
9,1-8020,6
10,1-7964,14
11,1-9722,15
12,MLG84,20
13,1-9805,15
14,1-6098,2
15,1-8093,2
16,1-9955,14
17,1-18603,4
18,1-3521,9
19,1-2596,3
20,1-5167,16
21,1-3519,4
22,1-7995,3
23,1-2025,9
24,1-7140,9
25,1-9607,12
26,1-9907,11
27,1-18409,3
28,1-10071,12
29,1-18735,7
30,1-8418,17
31,1-8938,1
32,1-0022,2
33,1-7991,18
34,1-6642,17
35,1-2869,9
36,1-2714,3
37,1-5508,10
38,1-2104,11
39,1-7467,22
40,1-7722,18
41,1-7509,10
42,1-1207,20
43,1-8705,13
44,1-5214,7
45,1-9444,4
46,1-8566,2
47,1-19547,1
48,1-0405,2
49,1-2178,15
50,1-8174,2
51,1-9925,1
52,72-12387,19
53,1-9850,20
54,1-8125,22
55,1-8095,4
56,1-5877,16
57,1-1224,5
58,1-17733,13
59,1-9331,17
60,1-18202,17
61,1-7341,21
62,1-9818,6
63,1-7066,7
64,1-9674,5
65,1-8659,8
66,1-7536,11
67,1-7481,7
68,1-7845,8
69,1-18498,4
70,1-2584,1
71,1-6532,22
72,1-9614,14
73,1-5355,1
74,1-8124,8
75,1-8401,2
76,1-8541,22
77,1-2153,6
78,1-4088,10
79,1-9739,15
80,1-9115,4
81,1-7770,13
82,1-17645,10
83,1-18423,17
84,1-18714,7
85,1-8084,2
86,1-9345,15
87,MLG35,1
88,1-5626,23
89,1-18004,6
90,1-19222,13
91,72-12171,4
92,1-7807,19
93,1-20003,2
94,1-3083,11
95,1-3312,13
96,MLG37,4
97,1-9237,12
98,1-8127,21
99,1-5775,6
100,1-19598,5
101,1-9892,15
102,1-3564,22
103,1-8820,13
104,1-8267,19
105,1-1258,23
106,MLG69,15
107,1-6971,3
108,1-9731,23
109,1-9768,6
110,72-18936,9
111,1-19897,17
112,1-10698,15
113,1-4499,5
114,1-7496,19
115,1-3178,11
116,1-20047,2
117,1-0358,13
118,1-6543,12
119,1-5929,21
120,1-10232,11
121,1-7070,18
122,MLG42,8
123,MLG55,16
124,1-8427,15
125,1-8622,18
126,1-8488,10
127,1-9643,12
128,1-19286,2
129,1-2573,7
130,1-1833,16
131,1-9283,11
132,1-9110,21
133,1-8576,17
134,1-9465,2
135,1-9712,6
136,1-9549,15
137,1-1972,10
138,1-5515,4
139,1-7863,23
140,1-2294,20
141,MLG45,1
142,P-16454,4
143,1-8928,8
144,1-7744,23
145,MLG06,15
146,1-7453,6
147,1-17657,20
148,1-0001,12
149,MLG58,12
150,1-7005,7
151,1-9870,14
152,1-9500,18
153,1-1350,4
154,1-18994,11
155,1-9447,10
156,1-8634,6
157,1-6061,2
158,1-7599,12
159,1-10696,1
160,1-19813,14
161,MLG41,16
162,1-8067,5
163,1-9137,3
164,1-9740,1
165,1-7721,17
166,MLG40,11
167,1-4929,3
168,1-9655,19
169,1-9606,21
170,1-5043,23
171,1-8100,15
172,1-8573,14
173,1-9588,4
174,MLG38,20
175,1-4910,5
176,1-8042,8
177,1-10948,5
178,1-7525,22
179,1-4052,1
180,1-0037,8
181,1-8641,3
182,1-7752,12
183,1-9496,2
184,1-8074,12
185,1-8906,7
186,72-11994,3
187,1-7321,11
188,1-20167,2
189,1-9156,6
190,1-2382,14
191,1-8328,19
192,1-9770,20
193,1-9553,7
194,1-9253,21
195,1-2670,1
196,1-9646,6
197,1-8646,9
198,1-9839,15
199,MLG39,1
200,1-4634,19
201,1-9902,3
202,1-8988,16
203,1-1250,17
204,1-9733,12
205,1-8018,14
206,1-9752,7
207,1-7058,22
208,1-10468,5
209,1-9938,5
210,1-7842,11
211,1-5406,15
212,1-10922,5
213,1-18563,13
214,1-0053,14
215,1-19839,8
216,1-9887,9
217,1-9630,18
218,1-9416,1
219,1-5653,5
220,MLG73,18
221,1-8023,15
222,1-4149,20
223,1-0205,7
224,1-9227,7
225,1-9650,5
226,1-9996,17
227,1-3068,19
228,1-17835,14
229,1-4361,1
230,1-3089,6
231,1-8450,10
232,1-18371,6
233,MLG07,12
234,MLG29,2
235,1-8113,3
236,1-7024,18
237,1-9667,18
238,1-9855,9
239,1-7042,21
240,MLG33,13
241,1-19448,17
242,1-20791,21
243,1-1015,19
244,MLG57,3
245,1-6647,13
246,MLG56,4
247,1-20467,2
248,1-2400,19
249,1-6931,1
250,1-9333,6
251,1-7268,15
252,1-21195,2
253,1-4649,12
254,1-8379,3
255,1-9946,8
256,1-9277,7
257,1-9504,8
258,1-9516,7
259,1-3596,15
260,1-0129,23
261,1-1942,7
262,1-8623,16
263,1-6927,5
264,P-0009,1
265,1-11330,6
266,1-2103,12
267,1-6181,9
268,MLG44,20
269,1-7839,6
270,1-1390,14
271,1-7897,3
272,1-1570,23
273,1-3589,7
274,1-0033,12
275,1-3216,4
276,1-9495,5
277,1-4051,5
278,1-10762,2
279,MLG43,4
