Exam Group,Exam Block
1R-9996C,8
PR-16616,18
1R-5981,4
1R-18994,16
1R-18735,10
MLG67,5
1R-9850C,7
1R-3589,17
1R-9870C,4
1R-3519,1
1R-6531,15
1R-9655C,11
1R-6532C,15
1R-8186C,15
1R-2103,19
1R-3087,11
1R-7204,5
1R-3584,9
1R-9805C,15
1R-9650C,1
1R-9609C,11
1R-2324,8
1R-2297,1
1R-9331C,12
1R-4747C,19
1R-8627C,6
1R-18613,18
1R-7530C,6
1R-7839C,8
1R-5167,6
1R-9253C,1
1R-8590C,7
1R-10696,3
1R-7993,13
1R-9995C,4
1R-9444C,10
1R-1827,14
1R-7213,17
1R-18202,1
1R-8488C,8
MLG39,18
1R-9553C,19
1R-6035C,19
1R-18487,19
1R-6858C,1
1R-7066C,14
1R-7182,19
1R-18409,13
1R-3521,19
1R-18615,8
1R-9722C,7
1R-9892C,5
1R-9752C,16
1R-0358C,18
1R-4855,13
1R-9518C,6
1R-9436C,5
1R-20003,19
1R-7842C,11
1R-8125,1
1R-7964C,17
1R-8646C,10
1R-6718C,4
1R-1836,11
1R-19813,5
MLG33,4
72-18936,5
1R-20047,8
1R-7721,1
1R-9697C,19
1R-9839C,13
72-12171,16
1R-9607C,1
1R-20578,18
1R-18603,4
1R-8100C,9
1R-3265,18
1R-9549C,9
1R-9495C,19
1R-5744,11
1R-8124C,3
MLG06,18
1R-3108,12
1R-9465C,4
1R-0055C,18
1R-0022C,1
1R-9907C,18
1R-3639,1
1R-0001C,12
1R-1177C,19
1R-5425,6
1R-0003C,11
1R-7536,14
MLG46,19
1R-17835,17
1R-5282,19
1R-8678,6
1R-2034,4
1R-9997C,12
1R-9452C,6
1R-3089,19
1R-8503,7
1R-4494,2
1R-5163,8
1R-4682,6
1R-3104,2
1R-9606C,12
1R-4098C,11
1R-9115C,19
1R-4149,4
1R-20641,14
1R-8023C,18
1R-19447,18
1R-5803,7
1R-19222,14
1R-8906C,19
1R-5654,18
1R-9971C,16
1R-9588C,14
MLG42,9
1R-11206,8
1R-11329,7
1R-11330,6
1R-5036,19
1R-7995C,3
MLG43,5
1R-9667C,4
1R-18377,6
1R-5913,17
1R-20791,16
1R-18498,1
1R-7496,16
1R-19839,19
1R-20467,11
1R-0031C,1
1R-7453,8
1R-2153,4
1R-4052,19
1R-9416,18
1R-1935,12
1R-2178,1
1R-9946C,1
1R-20012,4
1R-5161,6
1R-9055,13
1R-4499,19
1R-18004,19
1R-6543,1
1R-8222,18
1R-19205,18
1R-19598,13
1R-5653,1
1R-7770C,1
1R-9731,11
1R-8578,14
1R-9457C,1
1R-6971,1
1R-4929,19
1R-9712C,1
1R-5555,1
1R-8634C,7
1R-5406C,4
1R-9576C,8
MLG73,16
1R-0033C,10
1R-7521C,17
1R-4361C,4
1R-9076,19
1R-2869,1
1R-17645,16
1R-8113C,1
MLG72,16
1R-17657,2
1R-9861,13
1R-10444,15
1R-9806C,5
1R-18563,5
72-11994,1
1R-5531,13
1R-9643C,19
PR-16454,5
1R-9855C,1
PR-0009C,7
1R-3033,5
1R-5530,12
1R-7321,8
1R-3646,5
1R-5799,19
1R-9447C,19
1R-10698,1
1R-3175,14
1R-3551,1
1R-7525C,1
1R-3178,1
1R-10762,17
1R-4842,8
1R-5990,10
1R-10232,7
1R-8566C,1
1R-9836C,4
1R-3217,13
1R-8623,1
1R-5424,1
1R-8379C,19
1R-3216,6
1R-17790,1
1R-4136,4
1R-3647,1
1R-4051,14
1R-21192,10
1R-5929,1
1R-8532C,8
1R-4910C,1
1R-7608,18
1R-9733,1
1R-4926,2
1R-8093C,6
1R-7599,1
1R-9838C,19
1R-9034C,19
1R-5914,9
1R-3176,1
1R-9455C,17
1R-4847,6
1R-10948,1
1R-6028,6
1R-19567,6
1R-19568,8
1R-19924,1
1R-19927,1
1R-7527C,9
1R-10922,1
1R-10951,8
1R-10978,1
1R-21195,1
1R-6931,1
1R-8352C,1
